,datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
0,20120208,ذوب.csv,1304.0,1.0,1304.0,1304.0,1304.0,248387500
1,20120212,ذوب.csv,1369.0,1.0,1369.0,1369.0,1320.0,75848282
2,20120213,ذوب.csv,1311.0,1.0,1379.0,1397.0,1301.0,23435322
3,20120214,ذوب.csv,1317.0,1.0,1320.0,1324.0,1293.0,12352753
4,20120215,ذوب.csv,1290.0,1.0,1311.0,1324.0,1282.0,9402675
5,20120218,ذوب.csv,1300.0,1.0,1290.0,1323.0,1290.0,10763775
6,20120219,ذوب.csv,1280.0,1.0,1300.0,1313.0,1268.0,8287222
7,20120220,ذوب.csv,1240.0,1.0,1251.0,1270.0,1235.0,7255902
8,20120318,ذوب.csv,1505.0,1.0,1450.0,1549.0,1402.0,50477765
9,20120324,ذوب.csv,1551.0,1.0,1551.0,1551.0,1551.0,780221
10,20120325,ذوب.csv,1628.0,1.0,1628.0,1628.0,1628.0,1107443
11,20120326,ذوب.csv,1709.0,1.0,1683.0,1709.0,1580.0,35810039
12,20120327,ذوب.csv,1759.0,1.0,1750.0,1759.0,1740.0,6474176
13,20120328,ذوب.csv,1844.0,1.0,1844.0,1844.0,1844.0,468277
14,20120402,ذوب.csv,1851.0,1.0,1899.0,1925.0,1822.0,44896673
15,20120403,ذوب.csv,1787.0,1.0,1821.0,1830.0,1787.0,12919026
16,20120404,ذوب.csv,1784.0,1.0,1752.0,1810.0,1748.0,12630819
17,20120407,ذوب.csv,1852.0,1.0,1770.0,1868.0,1770.0,11614226
18,20120408,ذوب.csv,1880.0,1.0,1900.0,1940.0,1850.0,22050791
19,20120409,ذوب.csv,1905.0,1.0,1931.0,1965.0,1900.0,6497534
20,20120410,ذوب.csv,2005.0,1.0,1970.0,2018.0,1968.0,15758626
21,20120411,ذوب.csv,2094.0,1.0,2000.0,2094.0,1990.0,11247915
22,20120414,ذوب.csv,2167.0,1.0,2150.0,2167.0,2107.0,42588864
23,20120415,ذوب.csv,2271.0,1.0,2271.0,2271.0,2250.0,54534304
24,20120416,ذوب.csv,2170.0,1.0,2285.0,2300.0,2158.0,25315913
25,20120417,ذوب.csv,2192.0,1.0,2200.0,2230.0,2100.0,12988892
26,20120418,ذوب.csv,2276.0,1.0,2195.0,2276.0,2195.0,26599215
27,20120421,ذوب.csv,2200.0,1.0,2300.0,2330.0,2183.0,6825525
28,20120422,ذوب.csv,2164.0,1.0,2189.0,2200.0,2150.0,4886382
29,20120423,ذوب.csv,2089.0,1.0,2160.0,2160.0,2061.0,14799724
30,20120424,ذوب.csv,2085.0,1.0,2030.0,2160.0,2001.0,6179016
31,20120428,ذوب.csv,1990.0,1.0,2090.0,2090.0,1990.0,12686141
32,20120429,ذوب.csv,1905.0,1.0,1957.0,1989.0,1905.0,6441177
33,20120430,ذوب.csv,1932.0,1.0,1901.0,1957.0,1880.0,8112389
34,20120501,ذوب.csv,1890.0,1.0,1940.0,1962.0,1881.0,4328093
35,20120502,ذوب.csv,1889.0,1.0,1880.0,1900.0,1850.0,2869438
36,20120505,ذوب.csv,1835.0,1.0,1890.0,1899.0,1820.0,3383765
37,20120506,ذوب.csv,1909.0,1.0,1842.0,1929.0,1841.0,3594916
38,20120507,ذوب.csv,1880.0,1.0,1900.0,1925.0,1860.0,2785501
39,20120508,ذوب.csv,1860.0,1.0,1899.0,1899.0,1860.0,1648458
40,20120509,ذوب.csv,1858.0,1.0,1856.0,1889.0,1821.0,4350120
41,20120512,ذوب.csv,1754.0,1.0,1860.0,1860.0,1754.0,8680780
42,20120513,ذوب.csv,1800.0,1.0,1742.0,1822.0,1701.0,3181276
43,20120514,ذوب.csv,1870.0,1.0,1800.0,1870.0,1800.0,6715011
44,20120515,ذوب.csv,1861.0,1.0,1928.0,1928.0,1861.0,4007663
45,20120516,ذوب.csv,1840.0,1.0,1895.0,1895.0,1827.0,1971969
46,20120519,ذوب.csv,1827.0,1.0,1850.0,1850.0,1790.0,1047287
47,20120520,ذوب.csv,1865.0,1.0,1837.0,1899.0,1822.0,2077283
48,20120526,ذوب.csv,1745.0,1.0,1700.0,1763.0,1652.0,8305595
49,20120527,ذوب.csv,1774.0,1.0,1750.0,1785.0,1725.0,2051791
50,20120528,ذوب.csv,1738.0,1.0,1775.0,1788.0,1720.0,1360503
51,20120529,ذوب.csv,1724.0,1.0,1738.0,1754.0,1715.0,1528862
52,20120530,ذوب.csv,1780.0,1.0,1727.0,1800.0,1713.0,2624847
53,20120602,ذوب.csv,1761.0,1.0,1794.0,1842.0,1760.0,13753380
54,20120605,ذوب.csv,1745.0,1.0,1745.0,1745.0,1745.0,142509
55,20120606,ذوب.csv,1658.0,1.0,1658.0,1693.0,1658.0,10723379
56,20120609,ذوب.csv,1576.0,1.0,1639.0,1639.0,1576.0,4440448
57,20120610,ذوب.csv,1560.0,1.0,1540.0,1580.0,1508.0,5034242
58,20120611,ذوب.csv,1580.0,1.0,1597.0,1613.0,1558.0,11908534
59,20120612,ذوب.csv,1529.0,1.0,1596.0,1596.0,1525.0,3148642
60,20120613,ذوب.csv,1539.0,1.0,1539.0,1573.0,1510.0,2422747
61,20120616,ذوب.csv,1513.0,1.0,1549.0,1565.0,1511.0,2230973
62,20120617,ذوب.csv,1550.0,1.0,1517.0,1550.0,1490.0,2870569
63,20120619,ذوب.csv,1541.0,1.0,1550.0,1550.0,1500.0,806484
64,20120620,ذوب.csv,1493.0,1.0,1553.0,1553.0,1493.0,1370701
65,20120623,ذوب.csv,1438.0,1.0,1500.0,1500.0,1438.0,6791255
66,20120624,ذوب.csv,1404.0,1.0,1401.0,1476.0,1395.0,3251883
67,20120625,ذوب.csv,1390.0,1.0,1402.0,1420.0,1390.0,1850061
68,20120626,ذوب.csv,1334.0,1.0,1400.0,1400.0,1334.0,1962588
69,20120627,ذوب.csv,1320.0,1.0,1285.0,1330.0,1282.0,7333720
70,20120630,ذوب.csv,1356.0,1.0,1356.0,1356.0,1356.0,1112768
71,20120701,ذوب.csv,1423.0,1.0,1419.0,1423.0,1380.0,2970200
72,20120702,ذوب.csv,1486.0,1.0,1486.0,1486.0,1486.0,124304
73,20120703,ذوب.csv,1530.0,1.0,1560.0,1560.0,1500.0,9107701
74,20120704,ذوب.csv,1530.0,1.0,1521.0,1560.0,1480.0,3165647
75,20120707,ذوب.csv,1468.0,1.0,1517.0,1530.0,1468.0,1985973
76,20120708,ذوب.csv,1425.0,1.0,1461.0,1495.0,1425.0,2816471
77,20120709,ذوب.csv,1395.0,1.0,1390.0,1400.0,1369.0,5529253
78,20120710,ذوب.csv,1444.0,1.0,1399.0,1444.0,1395.0,8594351
79,20120711,ذوب.csv,1494.0,1.0,1461.0,1515.0,1461.0,4854986
80,20120714,ذوب.csv,1444.0,1.0,1516.0,1544.0,1430.0,2908114
81,20120715,ذوب.csv,1400.0,1.0,1460.0,1480.0,1396.0,7468150
82,20120716,ذوب.csv,1355.0,1.0,1400.0,1422.0,1355.0,6240185
83,20120728,ذوب.csv,1290.0,1.0,1400.0,1400.0,1280.0,6183980
84,20120729,ذوب.csv,1269.0,1.0,1290.0,1324.0,1251.0,1963529
85,20120730,ذوب.csv,1327.0,1.0,1298.0,1327.0,1270.0,6205164
86,20120731,ذوب.csv,1384.0,1.0,1384.0,1384.0,1384.0,2058534
87,20120801,ذوب.csv,1370.0,1.0,1453.0,1453.0,1370.0,8136518
88,20120804,ذوب.csv,1348.0,1.0,1360.0,1360.0,1348.0,1295629
89,20120805,ذوب.csv,1384.0,1.0,1300.0,1390.0,1292.0,3832494
90,20120806,ذوب.csv,1380.0,1.0,1389.0,1410.0,1369.0,7644589
91,20120807,ذوب.csv,1331.0,1.0,1400.0,1400.0,1330.0,3715237
92,20120808,ذوب.csv,1408.0,1.0,1360.0,1408.0,1311.0,4772322
93,20120811,ذوب.csv,1465.0,1.0,1420.0,1465.0,1406.0,7370675
94,20120812,ذوب.csv,1420.0,1.0,1470.0,1486.0,1379.0,6555737
95,20120813,ذوب.csv,1480.0,1.0,1400.0,1484.0,1374.0,6157691
96,20120814,ذوب.csv,1541.0,1.0,1490.0,1541.0,1490.0,8750879
97,20120815,ذوب.csv,1615.0,1.0,1615.0,1615.0,1615.0,491331
98,20120818,ذوب.csv,1621.0,1.0,1650.0,1678.0,1594.0,14120212
99,20120821,ذوب.csv,1702.0,1.0,1630.0,1709.0,1630.0,19637425
100,20120822,ذوب.csv,1635.0,1.0,1700.0,1726.0,1630.0,6827392
101,20120825,ذوب.csv,1661.0,1.0,1630.0,1670.0,1600.0,9914691
102,20120826,ذوب.csv,1651.0,1.0,1661.0,1697.0,1650.0,10247148
103,20120827,ذوب.csv,1650.0,1.0,1651.0,1651.0,1591.0,12671465
104,20120902,ذوب.csv,1704.0,1.0,1612.0,1704.0,1612.0,18972103
105,20120903,ذوب.csv,1767.0,1.0,1767.0,1767.0,1738.0,30144609
106,20120904,ذوب.csv,1809.0,1.0,1780.0,1834.0,1752.0,31080130
107,20120905,ذوب.csv,1730.0,1.0,1808.0,1820.0,1710.0,16883876
108,20120908,ذوب.csv,1771.0,1.0,1748.0,1834.0,1720.0,19196542
109,20120909,ذوب.csv,1759.0,1.0,1800.0,1810.0,1711.0,7595691
110,20120910,ذوب.csv,1823.0,1.0,1756.0,1823.0,1756.0,19660163
111,20120911,ذوب.csv,1811.0,1.0,1829.0,1880.0,1810.0,8536891
112,20120915,ذوب.csv,1880.0,1.0,1850.0,1929.0,1840.0,16137802
113,20120916,ذوب.csv,1850.0,1.0,1900.0,1914.0,1822.0,7266689
114,20120917,ذوب.csv,1860.0,1.0,1850.0,1897.0,1831.0,6490068
115,20120918,ذوب.csv,1830.0,1.0,1889.0,1892.0,1830.0,9227948
116,20120919,ذوب.csv,1870.0,1.0,1830.0,1939.0,1830.0,18264088
117,20120922,ذوب.csv,1969.0,1.0,1900.0,1969.0,1900.0,14145459
118,20120923,ذوب.csv,1977.0,1.0,2052.0,2052.0,1940.0,20663343
119,20120924,ذوب.csv,2087.0,1.0,1985.0,2094.0,1973.0,14387591
120,20120925,ذوب.csv,2146.0,1.0,2119.0,2146.0,2113.0,21113338
121,20120926,ذوب.csv,2247.0,1.0,2240.0,2247.0,2204.0,25945014
122,20120929,ذوب.csv,2358.0,1.0,2340.0,2358.0,2307.0,16532459
123,20120930,ذوب.csv,2380.0,1.0,2470.0,2470.0,2290.0,39525855
124,20121001,ذوب.csv,2291.0,1.0,2410.0,2429.0,2291.0,29549374
125,20121002,ذوب.csv,2270.0,1.0,2303.0,2365.0,2247.0,28973192
126,20121003,ذوب.csv,2154.0,1.0,2339.0,2377.0,2154.0,29433825
127,20121006,ذوب.csv,2137.0,1.0,2138.0,2165.0,2137.0,3412789
128,20121007,ذوب.csv,2104.0,1.0,2085.0,2189.0,2061.0,14493888
129,20121008,ذوب.csv,2155.0,1.0,2150.0,2197.0,2110.0,5464411
130,20121009,ذوب.csv,2096.0,1.0,2193.0,2194.0,2051.0,6322536
131,20121010,ذوب.csv,2045.0,1.0,2085.0,2085.0,2010.0,5511595
132,20121013,ذوب.csv,1921.0,1.0,1999.0,1999.0,1921.0,5884108
133,20121014,ذوب.csv,2029.0,1.0,1898.0,2029.0,1875.0,8846367
134,20121015,ذوب.csv,2071.0,1.0,2063.0,2071.0,2055.0,4459711
135,20121016,ذوب.csv,2015.0,1.0,2140.0,2172.0,2000.0,25921548
136,20121017,ذوب.csv,2202.0,1.0,2040.0,2202.0,2006.0,36541590
137,20121020,ذوب.csv,2229.0,1.0,2229.0,2229.0,2229.0,642959
138,20121021,ذوب.csv,2340.0,1.0,2340.0,2340.0,2280.0,80763901
139,20121022,ذوب.csv,2455.0,1.0,2455.0,2455.0,2455.0,125226625
140,20121023,ذوب.csv,2429.0,1.0,2450.0,2540.0,2338.0,41723248
141,20121024,ذوب.csv,2568.0,1.0,2415.0,2568.0,2415.0,50965227
142,20121027,ذوب.csv,2652.0,1.0,2577.0,2652.0,2570.0,51458881
143,20121028,ذوب.csv,2680.0,1.0,2725.0,2750.0,2570.0,49953987
144,20121029,ذوب.csv,2729.0,1.0,2702.0,2774.0,2650.0,29462483
145,20121030,ذوب.csv,2730.0,1.0,2708.0,2852.0,2702.0,56516880
146,20121031,ذوب.csv,2760.0,1.0,2701.0,2791.0,2662.0,34669309
147,20121104,ذوب.csv,2711.0,1.0,2770.0,2840.0,2700.0,20816474
148,20121105,ذوب.csv,2650.0,1.0,2700.0,2700.0,2619.0,46433930
149,20121106,ذوب.csv,2730.0,1.0,2632.0,2754.0,2632.0,22840857
150,20121107,ذوب.csv,2849.0,1.0,2800.0,2849.0,2770.0,28491733
151,20121110,ذوب.csv,2820.0,1.0,2865.0,2910.0,2720.0,21839636
152,20121111,ذوب.csv,2780.0,1.0,2827.0,2888.0,2780.0,14881794
153,20121112,ذوب.csv,2815.0,1.0,2770.0,2879.0,2722.0,15750596
154,20121113,ذوب.csv,2958.0,1.0,2835.0,2958.0,2831.0,45829718
155,20121114,ذوب.csv,3070.0,1.0,3020.0,3089.0,3002.0,49382575
156,20121117,ذوب.csv,2941.0,1.0,3061.0,3061.0,2916.0,40459922
157,20121118,ذوب.csv,2885.0,1.0,2900.0,3020.0,2872.0,15682902
158,20121119,ذوب.csv,2785.0,1.0,2830.0,2870.0,2785.0,27777373
159,20121120,ذوب.csv,2770.0,1.0,2742.0,2840.0,2659.0,14278204
160,20121121,ذوب.csv,2829.0,1.0,2790.0,2840.0,2786.0,12131325
161,20121126,ذوب.csv,2955.0,1.0,2886.0,2955.0,2886.0,16275501
162,20121127,ذوب.csv,2965.0,1.0,3000.0,3069.0,2941.0,23196358
163,20121128,ذوب.csv,2950.0,1.0,2999.0,3048.0,2900.0,24664591
164,20121201,ذوب.csv,2930.0,1.0,2959.0,3010.0,2900.0,17062565
165,20121202,ذوب.csv,2930.0,1.0,2989.0,3048.0,2890.0,20798245
166,20121203,ذوب.csv,2890.0,1.0,2930.0,2950.0,2877.0,16378297
167,20121204,ذوب.csv,2886.0,1.0,2924.0,2961.0,2885.0,9009147
168,20121205,ذوب.csv,2942.0,1.0,2881.0,2970.0,2855.0,15912235
169,20121208,ذوب.csv,2902.0,1.0,3011.0,3077.0,2901.0,49261954
170,20121209,ذوب.csv,2876.0,1.0,2900.0,2948.0,2869.0,34570072
171,20121210,ذوب.csv,2799.0,1.0,2860.0,2950.0,2766.0,10221550
172,20121211,ذوب.csv,2760.0,1.0,2790.0,2869.0,2752.0,6637061
173,20121212,ذوب.csv,2760.0,1.0,2774.0,2780.0,2700.0,9458834
174,20121215,ذوب.csv,2768.0,1.0,2798.0,2840.0,2750.0,6338385
175,20121216,ذوب.csv,2840.0,1.0,2819.0,2890.0,2752.0,11914892
176,20121217,ذوب.csv,2985.0,1.0,2890.0,2985.0,2890.0,25257889
177,20121218,ذوب.csv,2920.0,1.0,3030.0,3030.0,2911.0,20942887
178,20121219,ذوب.csv,2870.0,1.0,2940.0,3010.0,2850.0,20047247
179,20121222,ذوب.csv,2940.0,1.0,2900.0,2974.0,2870.0,12034401
180,20121223,ذوب.csv,3082.0,1.0,3082.0,3082.0,3082.0,20209966
181,20121224,ذوب.csv,3236.0,1.0,3236.0,3236.0,3236.0,10177848
182,20121225,ذوب.csv,3209.0,1.0,3339.0,3349.0,3080.0,68613268
183,20121226,ذوب.csv,3415.0,1.0,3189.0,3415.0,3160.0,68309330
184,20130120,ذوب.csv,3159.0,1.0,2987.0,3188.0,2904.0,29309695
185,20130121,ذوب.csv,3198.0,1.0,3160.0,3256.0,3152.0,24820668
186,20130122,ذوب.csv,3150.0,1.0,3180.0,3220.0,3068.0,18755213
187,20130123,ذوب.csv,3237.0,1.0,3220.0,3237.0,3185.0,15294357
188,20130126,ذوب.csv,3277.0,1.0,3369.0,3390.0,3270.0,15550401
189,20130127,ذوب.csv,3175.0,1.0,3255.0,3267.0,3175.0,18493492
190,20130128,ذوب.csv,3188.0,1.0,3047.0,3210.0,3047.0,12237691
191,20130130,ذوب.csv,3084.0,1.0,3186.0,3186.0,3055.0,6720661
192,20130202,ذوب.csv,3070.0,1.0,3103.0,3220.0,3060.0,13076670
193,20130203,ذوب.csv,3175.0,1.0,3119.0,3199.0,3053.0,15607001
194,20130204,ذوب.csv,3030.0,1.0,3083.0,3139.0,3013.0,15846789
195,20130205,ذوب.csv,3050.0,1.0,3017.0,3140.0,3010.0,7244134
196,20130206,ذوب.csv,3176.0,1.0,3073.0,3216.0,3073.0,67838913
197,20130209,ذوب.csv,3110.0,1.0,3181.0,3200.0,3082.0,7108714
198,20130211,ذوب.csv,3249.0,1.0,3130.0,3273.0,3090.0,21506959
199,20130212,ذوب.csv,3130.0,1.0,3280.0,3300.0,3120.0,7768579
200,20130213,ذوب.csv,3100.0,1.0,3132.0,3148.0,3089.0,6320902
201,20130216,ذوب.csv,3190.0,1.0,3160.0,3209.0,3125.0,7409507
202,20130217,ذوب.csv,3340.0,1.0,3280.0,3340.0,3221.0,79807636
203,20130218,ذوب.csv,3497.0,1.0,3491.0,3497.0,3452.0,44385314
204,20130227,ذوب.csv,3609.0,1.0,3780.0,3784.0,3600.0,77752961
205,20130302,ذوب.csv,3493.0,1.0,3545.0,3639.0,3493.0,43581784
206,20130303,ذوب.csv,3434.0,1.0,3400.0,3499.0,3325.0,38376342
207,20130304,ذوب.csv,3310.0,1.0,3430.0,3480.0,3282.0,14286701
208,20130305,ذوب.csv,3288.0,1.0,3250.0,3310.0,3206.0,16292438
209,20130306,ذوب.csv,3328.0,1.0,3251.0,3370.0,3251.0,88363266
210,20130309,ذوب.csv,3226.0,1.0,3276.0,3320.0,3222.0,8160587
211,20130310,ذوب.csv,3405.0,1.0,3263.0,3419.0,3263.0,37402185
212,20130311,ذوب.csv,3387.0,1.0,3400.0,3450.0,3351.0,5638001
213,20130312,ذوب.csv,3469.0,1.0,3379.0,3479.0,3313.0,10352372
214,20130313,ذوب.csv,3372.0,1.0,3480.0,3570.0,3340.0,38459458
215,20130316,ذوب.csv,3281.0,1.0,3321.0,3345.0,3281.0,6590958
216,20130317,ذوب.csv,3224.0,1.0,3131.0,3270.0,3130.0,13424020
217,20130318,ذوب.csv,3352.0,1.0,3210.0,3352.0,3191.0,8980090
218,20130325,ذوب.csv,3420.0,1.0,3420.0,3420.0,3420.0,1675976
219,20130326,ذوب.csv,3440.0,1.0,3585.0,3591.0,3400.0,12973163
220,20130327,ذوب.csv,3359.0,1.0,3450.0,3451.0,3350.0,5734894
221,20130330,ذوب.csv,3270.0,1.0,3300.0,3329.0,3222.0,6567639
222,20130331,ذوب.csv,3240.0,1.0,3320.0,3350.0,3230.0,7800285
223,20130403,ذوب.csv,3230.0,1.0,3250.0,3255.0,3198.0,9524374
224,20130406,ذوب.csv,3169.0,1.0,3268.0,3268.0,3169.0,6372853
225,20130407,ذوب.csv,3136.0,1.0,3162.0,3198.0,3093.0,6360893
226,20130408,ذوب.csv,3210.0,1.0,3150.0,3218.0,3140.0,7456795
227,20130409,ذوب.csv,3170.0,1.0,3200.0,3249.0,3156.0,8945590
228,20130410,ذوب.csv,3147.0,1.0,3170.0,3197.0,3100.0,13969614
229,20130413,ذوب.csv,3058.0,1.0,3130.0,3130.0,3030.0,9058930
230,20130415,ذوب.csv,3065.0,1.0,3050.0,3121.0,3035.0,5589352
231,20130416,ذوب.csv,3051.0,1.0,3077.0,3150.0,3045.0,10614576
232,20130417,ذوب.csv,2930.0,1.0,3101.0,3112.0,2930.0,17233273
233,20130420,ذوب.csv,2833.0,1.0,2933.0,2970.0,2833.0,22754360
234,20130421,ذوب.csv,2885.0,1.0,2830.0,2930.0,2717.0,17157669
235,20130422,ذوب.csv,2940.0,1.0,2920.0,2940.0,2900.0,3643051
236,20130423,ذوب.csv,3080.0,1.0,3080.0,3080.0,3080.0,1938036
237,20130424,ذوب.csv,3155.0,1.0,3234.0,3234.0,3141.0,24888312
238,20130427,ذوب.csv,3117.0,1.0,3179.0,3231.0,3090.0,11498710
239,20130428,ذوب.csv,3081.0,1.0,3149.0,3198.0,3030.0,10155293
240,20130429,ذوب.csv,3260.0,1.0,3103.0,3260.0,3081.0,18151195
241,20130430,ذوب.csv,3130.0,1.0,3250.0,3257.0,3122.0,12147998
242,20130501,ذوب.csv,3160.0,1.0,3134.0,3253.0,3130.0,13980451
243,20130504,ذوب.csv,3332.0,1.0,3330.0,3332.0,3310.0,6278007
244,20130505,ذوب.csv,3380.0,1.0,3497.0,3497.0,3290.0,38307852
245,20130506,ذوب.csv,3280.0,1.0,3380.0,3420.0,3270.0,11393304
246,20130507,ذوب.csv,3219.0,1.0,3300.0,3319.0,3171.0,7669669
247,20130508,ذوب.csv,3150.0,1.0,3171.0,3239.0,3102.0,5508634
248,20130511,ذوب.csv,3270.0,1.0,3151.0,3285.0,3151.0,6972564
249,20130512,ذوب.csv,3201.0,1.0,3390.0,3390.0,3200.0,20358306
250,20130513,ذوب.csv,3156.0,1.0,3230.0,3288.0,3153.0,5661495
251,20130514,ذوب.csv,3075.0,1.0,3100.0,3120.0,3031.0,5925334
252,20130515,ذوب.csv,2995.0,1.0,3120.0,3180.0,2950.0,7373832
253,20130518,ذوب.csv,2901.0,1.0,2951.0,2961.0,2901.0,3013217
254,20130519,ذوب.csv,3000.0,1.0,2860.0,3051.0,2812.0,6415123
255,20130520,ذوب.csv,3040.0,1.0,2999.0,3070.0,2900.0,3252070
256,20130623,ذوب.csv,2887.0,1.0,2890.0,2920.0,2767.0,35610538
257,20130625,ذوب.csv,2870.0,1.0,2895.0,2918.0,2790.0,5658818
258,20130626,ذوب.csv,2962.0,1.0,2900.0,2987.0,2860.0,6381171
259,20130629,ذوب.csv,3095.0,1.0,3030.0,3095.0,2950.0,10597412
260,20130630,ذوب.csv,3227.0,1.0,3150.0,3227.0,3103.0,13566788
261,20130701,ذوب.csv,3121.0,1.0,3280.0,3280.0,3111.0,11390534
262,20130702,ذوب.csv,3063.0,1.0,3100.0,3100.0,3040.0,7647885
263,20130703,ذوب.csv,3050.0,1.0,3090.0,3179.0,3020.0,11277203
264,20130706,ذوب.csv,3150.0,1.0,3109.0,3220.0,3070.0,12932596
265,20130707,ذوب.csv,3036.0,1.0,3205.0,3260.0,3010.0,23957185
266,20130708,ذوب.csv,3030.0,1.0,3030.0,3057.0,3000.0,8442685
267,20130709,ذوب.csv,2930.0,1.0,3018.0,3037.0,2921.0,8595293
268,20130710,ذوب.csv,2930.0,1.0,3000.0,3079.0,2921.0,6378788
269,20130713,ذوب.csv,2866.0,1.0,2930.0,2990.0,2861.0,6054589
270,20130717,ذوب.csv,2920.0,1.0,2821.0,2930.0,2781.0,9897304
271,20130727,ذوب.csv,3160.0,1.0,2951.0,3239.0,2951.0,21978740
272,20130728,ذوب.csv,3205.0,1.0,3104.0,3270.0,3098.0,14077819
273,20130729,ذوب.csv,3370.0,1.0,3259.0,3370.0,3255.0,13947447
274,20130731,ذوب.csv,3523.0,1.0,3523.0,3523.0,3523.0,13209957
275,20130803,ذوب.csv,3659.0,1.0,3699.0,3699.0,3551.0,94389546
276,20130804,ذوب.csv,3660.0,1.0,3680.0,3800.0,3606.0,28993559
277,20130805,ذوب.csv,3701.0,1.0,3700.0,3820.0,3611.0,13313812
278,20130806,ذوب.csv,3865.0,1.0,3743.0,3911.0,3702.0,64073713
279,20130807,ذوب.csv,4006.0,1.0,3979.0,4085.0,3952.0,52191631
280,20130811,ذوب.csv,4130.0,1.0,4150.0,4234.0,4121.0,19081563
281,20130812,ذوب.csv,4000.0,1.0,4080.0,4150.0,3987.0,24793423
282,20130813,ذوب.csv,3934.0,1.0,4011.0,4036.0,3889.0,16165177
283,20130814,ذوب.csv,4039.0,1.0,3890.0,4130.0,3870.0,17796565
284,20130817,ذوب.csv,4013.0,1.0,4180.0,4260.0,4001.0,13105539
285,20130818,ذوب.csv,3903.0,1.0,4032.0,4032.0,3903.0,11723596
286,20130819,ذوب.csv,3939.0,1.0,3932.0,4048.0,3880.0,9937091
287,20130820,ذوب.csv,3874.0,1.0,3970.0,3970.0,3824.0,4390453
288,20130821,ذوب.csv,3950.0,1.0,3885.0,4028.0,3851.0,10403039
289,20130824,ذوب.csv,4048.0,1.0,4030.0,4120.0,4000.0,10117120
290,20130825,ذوب.csv,3947.0,1.0,4060.0,4100.0,3936.0,4423134
291,20130826,ذوب.csv,3895.0,1.0,3950.0,3980.0,3820.0,8766775
292,20130827,ذوب.csv,3689.0,1.0,3860.0,3939.0,3689.0,10455124
293,20130828,ذوب.csv,3584.0,1.0,3584.0,3637.0,3584.0,28676781
294,20130831,ذوب.csv,3771.0,1.0,3700.0,3771.0,3650.0,12823461
295,20130901,ذوب.csv,3939.0,1.0,3860.0,3939.0,3830.0,19079693
296,20130903,ذوب.csv,3999.0,1.0,4040.0,4131.0,3960.0,24894777
297,20130904,ذوب.csv,3843.0,1.0,3843.0,3843.0,3843.0,3861215
298,20130907,ذوب.csv,3784.0,1.0,3690.0,3790.0,3671.0,9162236
299,20130908,ذوب.csv,3892.0,1.0,3800.0,3892.0,3800.0,7314689
300,20130909,ذوب.csv,3801.0,1.0,4019.0,4029.0,3772.0,7570988
301,20130910,ذوب.csv,4088.0,1.0,3998.0,4088.0,3998.0,8922187
302,20130911,ذوب.csv,4197.0,1.0,4269.0,4269.0,4140.0,29180365
303,20130914,ذوب.csv,4132.0,1.0,4200.0,4210.0,4031.0,8714444
304,20130915,ذوب.csv,4040.0,1.0,4111.0,4180.0,4010.0,8576641
305,20130916,ذوب.csv,4140.0,1.0,4002.0,4160.0,4002.0,8676463
306,20130917,ذوب.csv,4090.0,1.0,4155.0,4222.0,4070.0,10466342
307,20130918,ذوب.csv,4177.0,1.0,4170.0,4220.0,4101.0,7773170
308,20130921,ذوب.csv,4062.0,1.0,4211.0,4230.0,4062.0,46087959
309,20130922,ذوب.csv,3980.0,1.0,4040.0,4040.0,3920.0,7033758
310,20130923,ذوب.csv,4076.0,1.0,4029.0,4148.0,3994.0,6542002
311,20130924,ذوب.csv,3960.0,1.0,3969.0,4050.0,3950.0,5462597
312,20130925,ذوب.csv,4000.0,1.0,4000.0,4020.0,3950.0,9434099
313,20130928,ذوب.csv,3940.0,1.0,4089.0,4089.0,3930.0,9871349
314,20130929,ذوب.csv,3999.0,1.0,3949.0,4000.0,3900.0,9013650
315,20130930,ذوب.csv,4055.0,1.0,3941.0,4100.0,3913.0,12871542
316,20131001,ذوب.csv,4120.0,1.0,4090.0,4180.0,3976.0,14255300
317,20131002,ذوب.csv,4049.0,1.0,4130.0,4159.0,4030.0,7816860
318,20131005,ذوب.csv,4064.0,1.0,4005.0,4120.0,4005.0,5022256
319,20131006,ذوب.csv,4019.0,1.0,4050.0,4060.0,3998.0,8254225
320,20131007,ذوب.csv,3973.0,1.0,4000.0,4018.0,3940.0,5183173
321,20131008,ذوب.csv,3957.0,1.0,3942.0,4028.0,3936.0,4219098
322,20131009,ذوب.csv,3972.0,1.0,3979.0,3997.0,3880.0,20056032
323,20131012,ذوب.csv,4111.0,1.0,4001.0,4111.0,3902.0,19513646
324,20131013,ذوب.csv,4100.0,1.0,4178.0,4242.0,4070.0,15083461
325,20131014,ذوب.csv,4050.0,1.0,4089.0,4130.0,4031.0,10979356
326,20131015,ذوب.csv,4140.0,1.0,4033.0,4239.0,4033.0,10230475
327,20131019,ذوب.csv,4043.0,1.0,4140.0,4241.0,4000.0,13352009
328,20131020,ذوب.csv,3949.0,1.0,4032.0,4032.0,3926.0,7782459
329,20131021,ذوب.csv,3940.0,1.0,3950.0,4010.0,3900.0,8601563
330,20131022,ذوب.csv,3950.0,1.0,3935.0,3990.0,3861.0,5023080
331,20131023,ذوب.csv,4040.0,1.0,3940.0,4040.0,3925.0,6464234
