,datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
2424,20110314,بترانس.csv,16601.0,1.0,16900.0,16997.0,16601.0,107861
2425,20110315,بترانس.csv,16736.0,1.0,16601.0,16793.0,16600.0,51322
2426,20110316,بترانس.csv,17350.0,1.0,16990.0,17400.0,16980.0,293730
2427,20110319,بترانس.csv,17915.0,1.0,17915.0,17915.0,17915.0,442125
2428,20110326,بترانس.csv,18631.0,1.0,18630.0,18631.0,18620.0,527790
2429,20110327,بترانس.csv,18650.0,1.0,19375.0,19375.0,18650.0,777096
2430,20110328,بترانس.csv,19163.0,1.0,19000.0,19270.0,18700.0,440756
2431,20110329,بترانس.csv,19889.0,1.0,19496.0,19900.0,19421.0,448292
2432,20110330,بترانس.csv,19400.0,1.0,19810.0,19998.0,19200.0,155143
2433,20110403,بترانس.csv,19695.0,1.0,19600.0,19695.0,19350.0,189194
2434,20110404,بترانس.csv,19300.0,1.0,19608.0,19695.0,19200.0,313325
2435,20110405,بترانس.csv,19700.0,1.0,19600.0,19700.0,19470.0,299683
2436,20110406,بترانس.csv,19210.0,1.0,19750.0,19750.0,19210.0,171345
2437,20110409,بترانس.csv,18764.0,1.0,19202.0,19216.0,18764.0,121243
2438,20110410,بترانس.csv,18517.0,1.0,18491.0,19000.0,18491.0,331039
2439,20110411,بترانس.csv,18511.0,1.0,18700.0,19000.0,18001.0,202578
2440,20110412,بترانس.csv,18666.0,1.0,18498.0,18810.0,18450.0,106594
2441,20110413,بترانس.csv,18875.0,1.0,19000.0,19200.0,18501.0,142772
2442,20110416,بترانس.csv,18800.0,1.0,19200.0,19200.0,18788.0,81134
2443,20110417,بترانس.csv,18877.0,1.0,18805.0,19000.0,18805.0,88587
2444,20110418,بترانس.csv,19111.0,1.0,19000.0,19197.0,18900.0,227199
2445,20110419,بترانس.csv,18901.0,1.0,19199.0,19300.0,18901.0,108780
2446,20110420,بترانس.csv,19031.0,1.0,19000.0,19185.0,18902.0,105025
2447,20110423,بترانس.csv,19360.0,1.0,19079.0,19360.0,18924.0,96139
2448,20110424,بترانس.csv,19834.0,1.0,19370.0,19834.0,19370.0,462288
2449,20110425,بترانس.csv,20100.0,1.0,20466.0,20466.0,19856.0,354156
2450,20110426,بترانس.csv,20845.0,1.0,20449.0,20845.0,20390.0,293000
2451,20110427,بترانس.csv,20200.0,1.0,21494.0,21494.0,20100.0,776614
2452,20110430,بترانس.csv,20349.0,1.0,20710.0,20710.0,20349.0,67956
2453,20110501,بترانس.csv,20688.0,1.0,20139.0,20688.0,20139.0,928203
2454,20110502,بترانس.csv,20950.0,1.0,20949.0,20950.0,20940.0,461873
2455,20110503,بترانس.csv,21788.0,1.0,21788.0,21788.0,20500.0,1667505
2456,20110504,بترانس.csv,22509.0,1.0,21998.0,22509.0,21802.0,631601
2457,20110508,بترانس.csv,22989.0,1.0,23360.0,23360.0,22500.0,557454
2458,20110509,بترانس.csv,23755.0,1.0,23599.0,23755.0,23500.0,323546
2459,20110510,بترانس.csv,24671.0,1.0,24671.0,24671.0,24104.0,2477572
2460,20110511,بترانس.csv,25639.0,1.0,25000.0,25639.0,24750.0,1533955
2461,20110514,بترانس.csv,26489.0,1.0,26489.0,26489.0,26003.0,361126
2462,20110515,بترانس.csv,26989.0,1.0,27545.0,27545.0,26600.0,980176
2463,20110516,بترانس.csv,26390.0,1.0,26915.0,26915.0,26221.0,850358
2464,20110517,بترانس.csv,26700.0,1.0,25650.0,27000.0,25650.0,549919
2465,20110518,بترانس.csv,27739.0,1.0,26421.0,27739.0,26421.0,864514
2466,20110521,بترانس.csv,28115.0,1.0,27999.0,28115.0,27900.0,495711
2467,20110522,بترانس.csv,28600.0,1.0,29212.0,29212.0,28451.0,920853
2468,20110523,بترانس.csv,27835.0,1.0,28661.0,29000.0,27832.0,589508
2469,20110524,بترانس.csv,27010.0,1.0,27800.0,28190.0,26955.0,369737
2470,20110525,بترانس.csv,26484.0,1.0,26484.0,26484.0,26484.0,17089
2471,20110528,بترانس.csv,26408.0,1.0,26408.0,26408.0,26408.0,24096
2472,20110529,بترانس.csv,26303.0,1.0,26303.0,26303.0,26303.0,27369
2473,20110611,بترانس.csv,5003.0,1.0,5170.0,5170.0,5000.0,1728930
2474,20110612,بترانس.csv,5291.0,1.0,5102.0,5291.0,5100.0,787176
2475,20110613,بترانس.csv,5478.0,1.0,5478.0,5478.0,5478.0,218391
2476,20110614,بترانس.csv,5677.0,1.0,5677.0,5677.0,5677.0,219171
2477,20110615,بترانس.csv,5763.0,1.0,5884.0,5884.0,5451.0,3325244
2478,20110618,بترانس.csv,6033.0,1.0,5978.0,6033.0,5900.0,616783
2479,20110619,بترانس.csv,6231.0,1.0,6231.0,6231.0,6231.0,203778
2480,20110620,بترانس.csv,6442.0,1.0,6442.0,6442.0,6436.0,2598042
2481,20110621,بترانس.csv,6650.0,1.0,6680.0,6699.0,6550.0,3580651
2482,20110622,بترانس.csv,6391.0,1.0,6697.0,6697.0,6391.0,1574210
2483,20110625,بترانس.csv,6165.0,1.0,6388.0,6400.0,6165.0,1403315
2484,20110626,بترانس.csv,5939.0,1.0,6022.0,6080.0,5939.0,357457
2485,20110627,بترانس.csv,5731.0,1.0,5731.0,5850.0,5731.0,216288
2486,20110628,بترانس.csv,5590.0,1.0,5530.0,5847.0,5530.0,828618
2487,20110629,بترانس.csv,5889.0,1.0,5799.0,5889.0,5794.0,304159
2488,20110702,بترانس.csv,6103.0,1.0,6103.0,6103.0,6025.0,728828
2489,20110703,بترانس.csv,6000.0,1.0,6327.0,6327.0,5980.0,1086444
2490,20110704,بترانس.csv,5998.0,1.0,5855.0,6025.0,5855.0,355575
2491,20110705,بترانس.csv,6200.0,1.0,5957.0,6205.0,5900.0,914712
2492,20110706,بترانس.csv,6156.0,1.0,6149.0,6180.0,6000.0,392340
2493,20110709,بترانس.csv,6000.0,1.0,6158.0,6159.0,5930.0,140589
2494,20110710,بترانس.csv,5828.0,1.0,5999.0,6090.0,5828.0,380488
2495,20110711,بترانس.csv,5970.0,1.0,5970.0,6100.0,5961.0,360146
2496,20110712,بترانس.csv,6255.0,1.0,5910.0,6255.0,5878.0,2790452
2497,20110713,بترانس.csv,6379.0,1.0,6379.0,6379.0,6256.0,1813898
2498,20110716,بترانس.csv,6634.0,1.0,6634.0,6634.0,6629.0,1129719
2499,20110718,بترانس.csv,6899.0,1.0,6899.0,6899.0,6899.0,83037
2500,20110719,بترانس.csv,6995.0,1.0,6995.0,6995.0,6995.0,250606
2501,20110720,بترانس.csv,6716.0,1.0,6920.0,6920.0,6716.0,1154668
2502,20110723,بترانس.csv,7020.0,1.0,6482.0,7020.0,6480.0,1771367
2503,20110724,بترانس.csv,6994.0,1.0,6994.0,6994.0,6994.0,1665779
2504,20110725,بترانس.csv,7273.0,1.0,7273.0,7273.0,7270.0,1294594
2505,20110726,بترانس.csv,7416.0,1.0,7559.0,7559.0,7272.0,1152006
2506,20110727,بترانس.csv,7381.0,1.0,7370.0,7550.0,7270.0,329893
2507,20110730,بترانس.csv,7127.0,1.0,7467.0,7467.0,7127.0,712666
2508,20110731,بترانس.csv,6878.0,1.0,7000.0,7099.0,6878.0,298651
2509,20110801,بترانس.csv,6700.0,1.0,6950.0,7160.0,6700.0,570448
2510,20110802,بترانس.csv,6696.0,1.0,6928.0,6928.0,6695.0,286808
2511,20110803,بترانس.csv,7009.0,1.0,6610.0,7009.0,6511.0,514828
2512,20110806,بترانس.csv,7150.0,1.0,7150.0,7208.0,7062.0,1527622
2513,20110807,بترانس.csv,6999.0,1.0,7300.0,7300.0,6950.0,327596
2514,20110808,بترانس.csv,6801.0,1.0,6801.0,7040.0,6801.0,217993
2515,20110809,بترانس.csv,6699.0,1.0,6900.0,6900.0,6654.0,358901
2516,20110810,بترانس.csv,6841.0,1.0,6799.0,6970.0,6799.0,569658
2517,20110813,بترانس.csv,6800.0,1.0,6950.0,7040.0,6800.0,191434
2518,20110814,بترانس.csv,6654.0,1.0,6997.0,6997.0,6654.0,175828
2519,20110815,بترانس.csv,6661.0,1.0,6700.0,6750.0,6590.0,292673
2520,20110816,بترانس.csv,6600.0,1.0,6653.0,6840.0,6550.0,534100
2521,20110817,بترانس.csv,6500.0,1.0,6550.0,6599.0,6372.0,855285
2522,20110820,بترانس.csv,6220.0,1.0,6500.0,6549.0,6187.0,224421
2523,20110821,بترانس.csv,6090.0,1.0,6220.0,6220.0,6007.0,968341
2524,20110823,بترانس.csv,6267.0,1.0,6160.0,6267.0,6112.0,234819
2525,20110824,بترانس.csv,6486.0,1.0,6486.0,6486.0,6486.0,93756
2526,20110827,بترانس.csv,6320.0,1.0,6587.0,6587.0,6270.0,1271832
2527,20110828,بترانس.csv,6229.0,1.0,6350.0,6350.0,6229.0,604779
2528,20110829,بترانس.csv,6230.0,1.0,6299.0,6299.0,6163.0,219422
2529,20110830,بترانس.csv,6000.0,1.0,6250.0,6279.0,5996.0,5038707
2530,20110903,بترانس.csv,6048.0,1.0,6090.0,6090.0,5989.0,695067
2531,20110904,بترانس.csv,6011.0,1.0,6081.0,6150.0,6011.0,637108
2532,20110905,بترانس.csv,6069.0,1.0,6100.0,6119.0,6025.0,363375
2533,20110906,بترانس.csv,6100.0,1.0,6080.0,6100.0,6040.0,2070636
2534,20110907,بترانس.csv,6316.0,1.0,6198.0,6316.0,6100.0,3508741
2535,20110910,بترانس.csv,6300.0,1.0,6515.0,6528.0,6300.0,1754366
2536,20110911,بترانس.csv,6200.0,1.0,6380.0,6380.0,6190.0,1344623
2537,20110912,بترانس.csv,6128.0,1.0,6259.0,6259.0,6051.0,1235306
2538,20110913,بترانس.csv,6070.0,1.0,6080.0,6184.0,6050.0,489109
2539,20110914,بترانس.csv,6050.0,1.0,6130.0,6130.0,5999.0,798058
2540,20110917,بترانس.csv,6040.0,1.0,6050.0,6100.0,6000.0,506685
2541,20110918,بترانس.csv,6010.0,1.0,6041.0,6070.0,6000.0,422224
2542,20110919,بترانس.csv,5892.0,1.0,6009.0,6009.0,5880.0,323732
2543,20110920,بترانس.csv,5849.0,1.0,5900.0,5901.0,5801.0,223138
2544,20110921,بترانس.csv,6017.0,1.0,5855.0,6018.0,5855.0,331355
2545,20110925,بترانس.csv,6185.0,1.0,6185.0,6185.0,6131.0,1154486
2546,20110926,بترانس.csv,5988.0,1.0,6190.0,6240.0,5983.0,725449
2547,20110927,بترانس.csv,5968.0,1.0,6070.0,6070.0,5903.0,626963
2548,20110928,بترانس.csv,5890.0,1.0,6003.0,6015.0,5890.0,604443
2549,20111001,بترانس.csv,5799.0,1.0,5910.0,5910.0,5731.0,651314
2550,20111002,بترانس.csv,5590.0,1.0,5749.0,5750.0,5571.0,487946
2551,20111003,بترانس.csv,5750.0,1.0,5770.0,5770.0,5650.0,286670
2552,20111004,بترانس.csv,5730.0,1.0,5839.0,5839.0,5664.0,276237
2553,20111005,بترانس.csv,5534.0,1.0,5729.0,5729.0,5534.0,320848
2554,20111008,بترانس.csv,5373.0,1.0,5328.0,5459.0,5328.0,1464073
2555,20111009,بترانس.csv,5390.0,1.0,5410.0,5479.0,5300.0,907070
2556,20111010,بترانس.csv,5340.0,1.0,5400.0,5400.0,5330.0,378976
2557,20111011,بترانس.csv,5465.0,1.0,5349.0,5550.0,5311.0,928052
2558,20111012,بترانس.csv,5331.0,1.0,5500.0,5530.0,5331.0,420968
2559,20111015,بترانس.csv,5178.0,1.0,5400.0,5400.0,5178.0,447269
2560,20111016,بترانس.csv,4999.0,1.0,5220.0,5220.0,4999.0,494962
2561,20111017,بترانس.csv,4805.0,1.0,4810.0,4990.0,4805.0,369334
2562,20111018,بترانس.csv,4661.0,1.0,4655.0,4701.0,4621.0,1375854
2563,20111019,بترانس.csv,4839.0,1.0,4712.0,4839.0,4650.0,764848
2564,20111022,بترانس.csv,4985.0,1.0,4850.0,4985.0,4850.0,1436348
2565,20111023,بترانس.csv,4870.0,1.0,5090.0,5090.0,4850.0,442482
2566,20111024,بترانس.csv,4761.0,1.0,4761.0,4761.0,4761.0,43648
2567,20111025,بترانس.csv,4727.0,1.0,4727.0,4786.0,4727.0,583468
2568,20111026,بترانس.csv,4633.0,1.0,4771.0,4771.0,4620.0,204997
2569,20111029,بترانس.csv,4700.0,1.0,4631.0,4700.0,4630.0,173142
2570,20111030,بترانس.csv,4650.0,1.0,4783.0,4783.0,4625.0,496860
2571,20111031,بترانس.csv,4510.0,1.0,4621.0,4680.0,4502.0,183800
2572,20111101,بترانس.csv,4444.0,1.0,4590.0,4592.0,4444.0,202167
2573,20111102,بترانس.csv,4500.0,1.0,4499.0,4600.0,4470.0,350279
2574,20111105,بترانس.csv,4333.0,1.0,4492.0,4492.0,4333.0,352768
2575,20111106,بترانس.csv,4181.0,1.0,4360.0,4360.0,4181.0,312184
2576,20111108,بترانس.csv,4026.0,1.0,4110.0,4110.0,4026.0,70289
2577,20111109,بترانس.csv,4068.0,1.0,3982.0,4100.0,3980.0,490270
2578,20111112,بترانس.csv,4174.0,1.0,4097.0,4174.0,4030.0,291756
2579,20111113,بترانس.csv,4160.0,1.0,4255.0,4255.0,3965.0,283955
2580,20111114,بترانس.csv,4080.0,1.0,4030.0,4130.0,4030.0,134555
2581,20111116,بترانس.csv,4004.0,1.0,4050.0,4060.0,4000.0,274028
2582,20111119,بترانس.csv,3930.0,1.0,4019.0,4088.0,3855.0,422469
2583,20111120,بترانس.csv,3784.0,1.0,3920.0,3920.0,3784.0,346297
2584,20111121,بترانس.csv,3650.0,1.0,3639.0,3750.0,3639.0,570844
2585,20111122,بترانس.csv,3501.0,1.0,3590.0,3590.0,3501.0,240000
2586,20111123,بترانس.csv,3363.0,1.0,3363.0,3490.0,3363.0,366500
2587,20111126,بترانس.csv,3254.0,1.0,3270.0,3370.0,3254.0,388269
2588,20111127,بترانس.csv,3146.0,1.0,3190.0,3240.0,3146.0,687595
2589,20111128,بترانس.csv,3104.0,1.0,3032.0,3189.0,3032.0,1350745
2590,20111129,بترانس.csv,3168.0,1.0,3168.0,3168.0,3168.0,245811
2591,20111130,بترانس.csv,3294.0,1.0,3294.0,3294.0,3294.0,221748
2592,20111203,بترانس.csv,3415.0,1.0,3415.0,3415.0,3415.0,241000
2593,20111204,بترانس.csv,3551.0,1.0,3551.0,3551.0,3551.0,218217
2594,20111207,بترانس.csv,3680.0,1.0,3680.0,3680.0,3680.0,6211
2595,20111210,بترانس.csv,3688.0,1.0,3826.0,3979.0,3686.0,5798687
2596,20111211,بترانس.csv,3656.0,1.0,3790.0,3790.0,3656.0,481494
2597,20111212,بترانس.csv,3720.0,1.0,3600.0,3740.0,3555.0,1462551
2598,20111213,بترانس.csv,3736.0,1.0,3800.0,3801.0,3728.0,1786709
2599,20111214,بترانس.csv,3750.0,1.0,3779.0,3779.0,3652.0,764234
2600,20111217,بترانس.csv,3846.0,1.0,3725.0,3846.0,3656.0,1471167
2601,20111218,بترانس.csv,3958.0,1.0,3840.0,3958.0,3840.0,6094063
2602,20111219,بترانس.csv,4065.0,1.0,4065.0,4065.0,4065.0,240001
2603,20111220,بترانس.csv,4227.0,1.0,4227.0,4227.0,4227.0,1554060
2604,20111221,بترانس.csv,4210.0,1.0,4300.0,4396.0,4200.0,11728288
2605,20111224,بترانس.csv,4166.0,1.0,4299.0,4300.0,4166.0,2685279
2606,20111225,بترانس.csv,4021.0,1.0,4180.0,4290.0,4021.0,2363688
2607,20111226,بترانس.csv,3909.0,1.0,4021.0,4021.0,3909.0,1360033
2608,20111227,بترانس.csv,4076.0,1.0,3801.0,4076.0,3801.0,2260497
2609,20111228,بترانس.csv,3980.0,1.0,4150.0,4150.0,3980.0,814048
2610,20111231,بترانس.csv,3960.0,1.0,4070.0,4120.0,3930.0,723367
2611,20120101,بترانس.csv,3854.0,1.0,4001.0,4070.0,3854.0,1241006
2612,20120102,بترانس.csv,3800.0,1.0,3830.0,3848.0,3750.0,939884
2613,20120103,بترانس.csv,3919.0,1.0,3798.0,3939.0,3798.0,602503
2614,20120104,بترانس.csv,3965.0,1.0,3940.0,3984.0,3890.0,1353970
2615,20120107,بترانس.csv,3890.0,1.0,3999.0,4020.0,3856.0,1055589
2616,20120108,بترانس.csv,3879.0,1.0,3979.0,3979.0,3844.0,492887
2617,20120109,بترانس.csv,3880.0,1.0,3880.0,3945.0,3805.0,1217517
2618,20120110,بترانس.csv,3820.0,1.0,3810.0,3887.0,3781.0,710139
2619,20120111,بترانس.csv,3780.0,1.0,3800.0,3850.0,3760.0,1017852
2620,20120115,بترانس.csv,3886.0,1.0,3850.0,3899.0,3780.0,992186
2621,20120116,بترانس.csv,3850.0,1.0,3920.0,3980.0,3850.0,1076751
2622,20120117,بترانس.csv,3760.0,1.0,3851.0,3930.0,3760.0,804683
2623,20120118,بترانس.csv,3725.0,1.0,3750.0,3829.0,3725.0,705020
2624,20120121,بترانس.csv,3700.0,1.0,3829.0,3829.0,3685.0,328995
2625,20120123,بترانس.csv,3591.0,1.0,3710.0,3710.0,3567.0,871929
2626,20120125,بترانس.csv,3441.0,1.0,3500.0,3539.0,3441.0,933312
2627,20120128,بترانس.csv,3602.0,1.0,3568.0,3602.0,3560.0,754582
2628,20120129,بترانس.csv,3630.0,1.0,3742.0,3742.0,3600.0,868838
2629,20120130,بترانس.csv,3606.0,1.0,3620.0,3620.0,3573.0,240973
2630,20120131,بترانس.csv,3595.0,1.0,3670.0,3670.0,3500.0,198045
2631,20120201,بترانس.csv,3477.0,1.0,3502.0,3560.0,3447.0,601321
2632,20120204,بترانس.csv,3380.0,1.0,3480.0,3480.0,3336.0,2622836
2633,20120205,بترانس.csv,3389.0,1.0,3320.0,3450.0,3301.0,1141382
2634,20120206,بترانس.csv,3360.0,1.0,3400.0,3409.0,3360.0,521012
2635,20120207,بترانس.csv,3300.0,1.0,3448.0,3448.0,3280.0,401923
2636,20120208,بترانس.csv,3270.0,1.0,3300.0,3325.0,3192.0,1568973
2637,20120212,بترانس.csv,3328.0,1.0,3200.0,3328.0,3173.0,1134602
2638,20120213,بترانس.csv,3359.0,1.0,3418.0,3429.0,3250.0,767718
2639,20120214,بترانس.csv,3253.0,1.0,3350.0,3350.0,3253.0,140500
2640,20120215,بترانس.csv,3270.0,1.0,3184.0,3348.0,3184.0,602055
2641,20120218,بترانس.csv,3150.0,1.0,3210.0,3300.0,3120.0,584384
2642,20120219,بترانس.csv,3102.0,1.0,3150.0,3190.0,3067.0,9182992
2643,20120222,بترانس.csv,3042.0,1.0,3120.0,3196.0,3019.0,1404950
2644,20120225,بترانس.csv,3000.0,1.0,3060.0,3089.0,2975.0,647930
2645,20120226,بترانس.csv,3137.0,1.0,3000.0,3137.0,3000.0,994304
2646,20120227,بترانس.csv,3120.0,1.0,3149.0,3213.0,3030.0,2300888
2647,20120228,بترانس.csv,3118.0,1.0,3155.0,3178.0,3065.0,436742
2648,20120229,بترانس.csv,3087.0,1.0,3130.0,3150.0,3051.0,873789
2649,20120303,بترانس.csv,3146.0,1.0,3077.0,3160.0,3077.0,762741
2650,20120304,بترانس.csv,3264.0,1.0,3202.0,3264.0,3199.0,791920
2651,20120305,بترانس.csv,3365.0,1.0,3365.0,3365.0,3365.0,246716
2652,20120306,بترانس.csv,3250.0,1.0,3409.0,3409.0,3232.0,2739489
2653,20120307,بترانس.csv,3236.0,1.0,3319.0,3319.0,3231.0,959262
2654,20120310,بترانس.csv,3350.0,1.0,3315.0,3398.0,3280.0,1028308
2655,20120311,بترانس.csv,3330.0,1.0,3398.0,3398.0,3302.0,873209
2656,20120312,بترانس.csv,3222.0,1.0,3301.0,3350.0,3219.0,557820
2657,20120313,بترانس.csv,3190.0,1.0,3334.0,3334.0,3183.0,221592
2658,20120314,بترانس.csv,3225.0,1.0,3289.0,3350.0,3225.0,393529
2659,20120317,بترانس.csv,3235.0,1.0,3300.0,3378.0,3233.0,380507
2660,20120318,بترانس.csv,3174.0,1.0,3300.0,3300.0,3174.0,522300
2661,20120324,بترانس.csv,3373.0,1.0,3300.0,3373.0,3298.0,982022
2662,20120325,بترانس.csv,3267.0,1.0,3385.0,3449.0,3237.0,572871
2663,20120326,بترانس.csv,3256.0,1.0,3300.0,3310.0,3222.0,182172
2664,20120327,بترانس.csv,3255.0,1.0,3299.0,3309.0,3255.0,171544
2665,20120328,بترانس.csv,3350.0,1.0,3290.0,3350.0,3203.0,1052480
2666,20120402,بترانس.csv,3320.0,1.0,3365.0,3399.0,3256.0,538548
2667,20120403,بترانس.csv,3210.0,1.0,3301.0,3368.0,3199.0,457297
2668,20120404,بترانس.csv,3260.0,1.0,3279.0,3315.0,3177.0,687831
2669,20120407,بترانس.csv,3199.0,1.0,3190.0,3265.0,3100.0,268285
2670,20120408,بترانس.csv,3150.0,1.0,3225.0,3225.0,3140.0,439917
2671,20120409,بترانس.csv,3190.0,1.0,3163.0,3219.0,3150.0,551945
2672,20120410,بترانس.csv,3135.0,1.0,3111.0,3222.0,3111.0,557849
2673,20120411,بترانس.csv,3120.0,1.0,3150.0,3198.0,3110.0,781735
2674,20120414,بترانس.csv,3112.0,1.0,3198.0,3198.0,3110.0,562762
2675,20120415,بترانس.csv,3272.0,1.0,3272.0,3272.0,3269.0,1229644
2676,20120416,بترانس.csv,3402.0,1.0,3402.0,3402.0,3290.0,3482173
2677,20120417,بترانس.csv,3482.0,1.0,3501.0,3520.0,3362.0,2879380
2678,20120418,بترانس.csv,3540.0,1.0,3520.0,3596.0,3433.0,1518906
2679,20120421,بترانس.csv,3428.0,1.0,3549.0,3549.0,3376.0,1028167
2680,20120422,بترانس.csv,3390.0,1.0,3450.0,3450.0,3342.0,567163
2681,20120423,بترانس.csv,3400.0,1.0,3340.0,3400.0,3331.0,857721
2682,20120424,بترانس.csv,3420.0,1.0,3447.0,3450.0,3351.0,489654
2683,20120428,بترانس.csv,3333.0,1.0,3450.0,3450.0,3331.0,312366
2684,20120429,بترانس.csv,3370.0,1.0,3389.0,3455.0,3330.0,693717
2685,20120430,بترانس.csv,3469.0,1.0,3389.0,3480.0,3389.0,632322
2686,20120501,بترانس.csv,3593.0,1.0,3479.0,3593.0,3440.0,1350694
2687,20120502,بترانس.csv,3681.0,1.0,3655.0,3681.0,3570.0,6316281
2688,20120505,بترانس.csv,3823.0,1.0,3823.0,3823.0,3823.0,1784425
2689,20120506,بترانس.csv,3755.0,1.0,3975.0,3975.0,3755.0,13126463
2690,20120507,بترانس.csv,3835.0,1.0,3801.0,3885.0,3750.0,3451419
2691,20120508,بترانس.csv,3900.0,1.0,3859.0,3972.0,3850.0,2451097
2692,20120509,بترانس.csv,3844.0,1.0,3968.0,3968.0,3801.0,1636280
2693,20120512,بترانس.csv,3725.0,1.0,3897.0,3897.0,3725.0,1997536
2694,20120513,بترانس.csv,3800.0,1.0,3742.0,3850.0,3650.0,2712572
2695,20120514,بترانس.csv,3860.0,1.0,3751.0,3880.0,3751.0,993787
2696,20120515,بترانس.csv,3815.0,1.0,3850.0,3875.0,3780.0,857949
2697,20120516,بترانس.csv,3800.0,1.0,3800.0,3846.0,3701.0,633122
2698,20120519,بترانس.csv,3838.0,1.0,3864.0,3910.0,3750.0,2234583
2699,20120520,بترانس.csv,3775.0,1.0,3850.0,3900.0,3723.0,1262743
2700,20120521,بترانس.csv,3880.0,1.0,3849.0,3900.0,3780.0,61956010
2701,20120522,بترانس.csv,3954.0,1.0,3891.0,3954.0,3890.0,5950825
2702,20120523,بترانس.csv,4099.0,1.0,4045.0,4099.0,4010.0,7202091
2703,20120526,بترانس.csv,3923.0,1.0,3924.0,4000.0,3923.0,1638322
2704,20120527,بترانس.csv,3798.0,1.0,3825.0,3923.0,3785.0,3740053
2705,20120528,بترانس.csv,3670.0,1.0,3809.0,3809.0,3669.0,3184940
2706,20120529,بترانس.csv,3580.0,1.0,3738.0,3780.0,3560.0,2895852
2707,20120530,بترانس.csv,3630.0,1.0,3569.0,3698.0,3550.0,3780805
2708,20120606,بترانس.csv,2845.0,1.0,2797.0,2850.0,2790.0,2269278
2709,20120609,بترانس.csv,2708.0,1.0,2849.0,2849.0,2708.0,678949
2710,20120610,بترانس.csv,2663.0,1.0,2663.0,2704.0,2663.0,2959219
2711,20120611,بترانس.csv,2700.0,1.0,2698.0,2750.0,2660.0,1257576
2712,20120612,بترانس.csv,2700.0,1.0,2721.0,2798.0,2690.0,6274525
2713,20120613,بترانس.csv,2658.0,1.0,2749.0,2749.0,2630.0,30277440
2714,20120616,بترانس.csv,2600.0,1.0,2658.0,2680.0,2600.0,1137874
2715,20120617,بترانس.csv,2653.0,1.0,2620.0,2659.0,2537.0,1591942
2716,20120619,بترانس.csv,2620.0,1.0,2648.0,2648.0,2541.0,8671334
2717,20120620,بترانس.csv,2492.0,1.0,2603.0,2630.0,2492.0,1617371
2718,20120623,بترانس.csv,2425.0,1.0,2488.0,2488.0,2425.0,748015
2719,20120624,بترانس.csv,2328.0,1.0,2328.0,2419.0,2328.0,899648
2720,20120625,بترانس.csv,2239.0,1.0,2262.0,2319.0,2239.0,962171
2721,20120626,بترانس.csv,2166.0,1.0,2166.0,2168.0,2166.0,513658
2722,20120627,بترانس.csv,2139.0,1.0,2107.0,2140.0,2107.0,2387003
2723,20120630,بترانس.csv,2192.0,1.0,2146.0,2192.0,2144.0,7799990
2724,20120701,بترانس.csv,2229.0,1.0,2249.0,2249.0,2200.0,1708666
2725,20120702,بترانس.csv,2307.0,1.0,2250.0,2307.0,2250.0,4592449
2726,20120703,بترانس.csv,2220.0,1.0,2368.0,2368.0,2211.0,1966318
2727,20120704,بترانس.csv,2181.0,1.0,2201.0,2229.0,2168.0,1704939
2728,20120707,بترانس.csv,2210.0,1.0,2168.0,2256.0,2168.0,755131
2729,20120708,بترانس.csv,2170.0,1.0,2239.0,2265.0,2170.0,2022495
2730,20120709,بترانس.csv,2159.0,1.0,2228.0,2228.0,2150.0,612838
2731,20120710,بترانس.csv,2176.0,1.0,2136.0,2195.0,2136.0,745004
2732,20120711,بترانس.csv,2175.0,1.0,2161.0,2238.0,2161.0,732992
2733,20120714,بترانس.csv,2165.0,1.0,2245.0,2245.0,2160.0,596318
2734,20120715,بترانس.csv,2255.0,1.0,2262.0,2262.0,2207.0,3792312
2735,20120716,بترانس.csv,2250.0,1.0,2241.0,2300.0,2214.0,1080294
2736,20120717,بترانس.csv,2200.0,1.0,2233.0,2248.0,2170.0,507545
2737,20120718,بترانس.csv,2240.0,1.0,2190.0,2250.0,2187.0,534438
2738,20120721,بترانس.csv,2210.0,1.0,2280.0,2290.0,2185.0,735533
2739,20120722,بترانس.csv,2161.0,1.0,2210.0,2210.0,2150.0,913976
2740,20120723,بترانس.csv,2150.0,1.0,2155.0,2196.0,2140.0,537822
2741,20120724,بترانس.csv,2140.0,1.0,2150.0,2156.0,2120.0,1113972
2742,20120725,بترانس.csv,2072.0,1.0,2111.0,2155.0,2060.0,1478349
2743,20120728,بترانس.csv,2002.0,1.0,2119.0,2119.0,2002.0,2378455
2744,20120729,بترانس.csv,1930.0,1.0,1972.0,2010.0,1930.0,1921313
2745,20120730,بترانس.csv,1875.0,1.0,1890.0,1920.0,1875.0,847838
2746,20120731,بترانس.csv,1880.0,1.0,1890.0,1900.0,1815.0,2737608
2747,20120801,بترانس.csv,1908.0,1.0,1880.0,1926.0,1860.0,2924712
2748,20120804,بترانس.csv,1840.0,1.0,1919.0,1919.0,1840.0,590390
2749,20120805,بترانس.csv,1783.0,1.0,1783.0,1783.0,1783.0,400128
2750,20120806,بترانس.csv,1746.0,1.0,1746.0,1830.0,1746.0,2543074
2751,20120807,بترانس.csv,1681.0,1.0,1712.0,1746.0,1681.0,920916
2752,20120808,بترانس.csv,1670.0,1.0,1630.0,1681.0,1617.0,2716037
