date,open,high,low,adjClose,value,volume,count,close
2020-08-19,6000.0,6000.0,6000.0,6000.0,305999946000,50999991,5334286,6000.0
2020-08-22,6300.0,6300.0,6300.0,6004.0,643778100,102187,10944,6300.0
2020-08-23,6304.0,6304.0,6304.0,6055.0,9001847232,1427958,10991,6304.0
2020-08-24,6357.0,6357.0,6357.0,6060.0,932883393,146749,12516,6357.0
2020-08-25,6363.0,6363.0,6363.0,6066.0,1108326429,174183,16432,6363.0
2020-08-26,6369.0,6369.0,6369.0,6072.0,1005136473,157817,13494,6369.0
2020-08-31,6375.0,6375.0,6375.0,6088.0,2791963125,437955,45861,6375.0
2020-09-01,6392.0,6392.0,6392.0,6102.0,2480396424,388047,37578,6392.0
2020-09-02,6407.0,6407.0,6407.0,6110.0,1458502294,227642,22445,6407.0
2020-09-05,6415.0,6415.0,6415.0,6120.0,1767794380,275572,27871,6415.0
2020-09-06,6426.0,6426.0,6426.0,6132.0,2003870988,311838,26018,6426.0
2020-09-07,6438.0,6438.0,6438.0,6145.0,2257214304,350608,32870,6438.0
2020-09-08,6452.0,6452.0,6452.0,6157.0,2054742632,318466,33381,6452.0
2020-09-09,6464.0,6464.0,6464.0,6169.0,2111116544,326596,34242,6464.0
2020-09-12,6477.0,6477.0,6477.0,6177.0,1399971165,216145,22476,6477.0
2020-09-13,6485.0,6485.0,6485.0,6185.0,1322174770,203882,21206,6485.0
2020-09-14,6494.0,6494.0,6494.0,6194.0,1561884928,240512,25105,6494.0
2020-09-15,6503.0,6503.0,6503.0,6208.0,2307583047,354849,27693,6503.0
2020-09-29,12386.0,13005.0,12386.0,12589.0,174157795280,13834002,130420,13005.0
2020-09-30,13218.0,13218.0,13218.0,12660.0,12090372420,914690,93540,13218.0
2020-10-03,13293.0,13293.0,13293.0,12818.0,13120829064,987048,85536,13293.0
2020-10-04,13458.0,13458.0,13458.0,12951.0,11038386180,820210,61149,13458.0
2020-10-05,13598.0,13598.0,13598.0,13033.0,6801230072,500164,52453,13598.0
2020-10-07,13684.0,13684.0,13684.0,13171.0,11463798368,837752,76949,13684.0
2020-10-10,13829.0,13829.0,13829.0,13270.0,7861537578,568482,52856,13829.0
2020-10-11,13933.0,13933.0,13933.0,13399.0,10275016247,737459,57461,13933.0
2020-10-12,14068.0,14068.0,14068.0,13513.0,9102727536,647052,55274,14068.0
2020-10-13,14188.0,14188.0,14188.0,13593.0,6403640296,451342,47475,14188.0
2020-10-14,14272.0,14272.0,14272.0,13657.0,5108062976,357908,37239,14272.0
2020-10-18,14339.0,14339.0,14339.0,13829.0,13255028956,924404,37650,14339.0
2020-10-19,14520.0,14520.0,14520.0,13882.0,4114837320,283391,24863,14520.0
2020-10-20,14576.0,14576.0,14576.0,13933.0,3916235952,268677,24046,14576.0
