tic,date,open,high,low,close,volume,value,count,yesterdayclose
????_??6,20150912,63509.3,63591.9,63482.5,63482.5,269569679,5.01159E+11,27404,2737268438
????_??6,20150913,63464.4,63464.3,62941.1,62958.2,404292123,7.90862E+11,32090,2720514470
????_??6,20150914,62965.7,62993,62952.8,62993,363400323,6.60371E+11,32670,2696604797
????_??6,20150915,62995.5,62999.1,62536.5,62536.5,286409986,5.32054E+11,28110,2699491219
????_??6,20150916,62536.6,62536.6,62264.4,62264.5,264924999,4.13611E+11,27505,2679928166
????_??6,20150919,62265.4,62310.5,62240.9,62254.7,242279350,4.14527E+11,22266,2668269633
????_??6,20150920,62260.6,62260.5,61553.2,61553.2,395485133,6.89495E+11,28730,2667851084
????_??6,20150921,61540.6,61540.5,61110.8,61328,467445144,9.94537E+11,32165,2635108123
????_??6,20150922,61355.5,61576.8,61355.5,61576.8,376651860,8.32456E+11,25879,2623145816
????_??6,20150923,61595.7,61790.8,61595.7,61686,542456422,7.81733E+11,30128,2633790902
????_??6,20150926,61692,61692,61530.8,61530.9,236906522,4.1299E+11,24166,2638460628
????_??6,20150927,61545.8,61562.9,61491.9,61563,753818817,1.08536E+12,27731,2631825590
????_??6,20150928,61575,61588.1,61541.3,61568.9,230323432,4.15877E+11,23975,2633197228
????_??6,20150929,61571.4,61580.8,61557,61578.8,248926166,4.32144E+11,21871,2633449691
????_??6,20150930,61577.7,61577.7,61497.9,61498.3,227010493,3.42986E+11,22538,2633874040
????_??6,20151003,61499.1,61499,61217.4,61217.4,333851194,5.2141E+11,29976,2630431304
????_??6,20151004,61204.1,61204.1,61064.5,61163.7,328776122,5.73836E+11,28960,2618418575
????_??6,20151005,61168,61264.8,61168,61233.6,210912378,3.69759E+11,19808,2616618498
????_??6,20151006,61233.3,61233.7,61124.6,61209.8,351172278,7.24238E+11,24477,2619608409
????_??6,20151007,61219.9,61396.6,61219.9,61389.8,236971761,4.67549E+11,24954,2618591493
????_??6,20151010,61402.4,61436.1,61394.6,61396.9,205794003,3.62166E+11,23173,2626291206
????_??6,20151011,61401.6,61421.9,61287,61287.1,343832888,6.34658E+11,23567,2626596318
????_??6,20151012,61302.8,61355.2,61253.1,61296.6,320019889,7.69893E+11,24479,2621897660
????_??6,20151013,61298.1,61434.4,61297.9,61434.4,346112649,6.79759E+11,30047,2632788594
????_??6,20151014,61493.8,61973.3,61493.7,61973.3,442185780,6.86373E+11,38504,2638708539
????_??6,20151017,62038.8,62799.1,62038.8,62799.1,716175203,1.20924E+12,52482,2661853005
????_??6,20151018,62987.7,63284.7,62987.7,63071.4,712961577,1.2029E+12,57395,2717291613
????_??6,20151019,63069.1,63172.8,63029.9,63126.7,347744865,6.05782E+11,32756,2728887545
????_??6,20151020,63124.8,63147.4,63112.1,63142,332449936,6.31971E+11,29426,2731229237
????_??6,20151021,63142.8,63176.1,63097.7,63175,243276312,4.44334E+11,23769,2731850339
????_??6,20151025,63172.8,63172.7,62792.7,62792.8,231435748,4.1722E+11,22441,2733036178
????_??6,20151026,62790.9,62836.9,62789.5,62803.3,204840676,3.89105E+11,21299,2716135480
????_??6,20151027,62857.1,62950,62857.1,62923,195369507,3.76496E+11,22099,2714209329
????_??6,20151028,62942.7,62989.7,62897.7,62923.7,207440079,4.052E+11,19193,2719381964
????_??6,20151031,62933.5,62985.9,62916.6,62948.6,246982677,4.51963E+11,22018,2719412020
????_??6,20151101,62955.1,62983.7,62930.9,62942.7,284562038,5.32141E+11,28725,2720489967
????_??6,20151102,62959.4,62983.2,62855.6,62855.7,699584437,1.2534E+12,24005,2720232491
????_??6,20151103,62866.2,62892.5,62811.6,62811.6,269111271,5.10757E+11,24587,2726536447
????_??6,20151104,62836.3,63005.9,62836.2,62927.4,404089042,7.97476E+11,32549,2724626279
????_??6,20151107,62953.3,63000.4,62915.6,63000.4,433893704,9.16687E+11,28473,2729647976
????_??6,20151108,63005.1,63019.7,62976.7,62999.2,318860723,6.08697E+11,25410,2732817046
????_??6,20151109,63011,63043,62986.2,63035.7,233703513,4.63076E+11,26048,2733190185
????_??6,20151110,63056,63087.9,63025.9,63044.3,270897250,5.00621E+11,29007,2734774767
????_??6,20151111,63048.8,63056.4,62967.3,63056.4,313838200,5.59772E+11,29546,2735037706
????_??6,20151114,63072.8,63080.7,63025.8,63070.6,278339454,5.61347E+11,30473,2735979698
????_??6,20151115,63070.2,63083.4,63013.5,63083.5,366452021,7.59648E+11,35468,2724211516
????_??6,20151116,63096.2,63124.7,63056.7,63108.6,405701411,8.03031E+11,38016,2724770222
????_??6,20151117,63119.9,63119.9,63004.6,63013.6,323464530,6.6287E+11,31473,2725853506
????_??6,20151118,63018.5,63019.1,62871.3,62871.3,305859190,5.77783E+11,27276,2721751641
????_??6,20151121,62871.3,62892.9,62843.9,62889,330152350,6.96505E+11,30417,2715664692
????_??6,20151122,62916.1,62941.8,62821.3,62923.9,265798789,5.36718E+11,26182,2715936022
????_??6,20151123,62922.5,62922.4,62763,62795.7,326116806,6.31939E+11,28036,2717434649
????_??6,20151124,62786.5,62795.6,62702.9,62720.9,399046732,8.99752E+11,29866,2715146637
????_??6,20151125,62723.6,62757,62625.6,62734.6,348428106,7.95624E+11,27298,2711912339
????_??6,20151128,62743.9,62743.8,62605.3,62635.4,347666413,6.9254E+11,28205,2712505142
????_??6,20151129,62644.2,62658,62565.4,62639.1,352145484,8.04915E+11,28285,2708214665
????_??6,20151130,62638.9,62675.1,62609.9,62647.7,308195408,7.10544E+11,26188,2708653012
????_??6,20151201,62656.6,62656.6,62517.1,62550,259107923,4.98766E+11,24116,2709020954
????_??6,20151205,62557,62577.7,62516.3,62577.1,204744347,3.62713E+11,22726,2704798275
????_??6,20151206,62597.9,62597.8,62381,62420.2,342452160,5.79181E+11,24384,2706605878
????_??6,20151207,62422.5,62422.5,62325.3,62374.8,308839316,6.61104E+11,21692,2699820094
????_??6,20151208,62375.8,62394.8,62303.4,62392.4,257087631,4.44872E+11,22447,2697747132
????_??6,20151209,62420.9,62426.6,62397.6,62409.8,241750408,4.51747E+11,22890,2698310047
????_??6,20151213,62415,62415,62287.1,62310.7,202515340,4.35138E+11,19405,2698607525
????_??6,20151214,62313.7,62314.9,62202.2,62216.3,257232168,5.12267E+11,23483,2694821745
????_??6,20151215,62224,62263.8,62224,62233.3,284872206,6.78185E+11,28515,2690602278
????_??6,20151216,62249.8,62271,62147.3,62147.3,352907250,6.84937E+11,28395,2691643885
????_??6,20151219,62146.4,62146.3,61734,61734,278239996,4.41853E+11,30082,2687926106
????_??6,20151220,61747.1,61747.1,61499.5,61501.5,406283413,7.91762E+11,31894,2670050666
????_??6,20151221,61508.3,61546.3,61507.6,61518.5,316984102,6.64837E+11,24440,2659994181
????_??6,20151222,61533.7,61534.7,61414.2,61414.2,283290561,5.35028E+11,25321,2660728230
????_??6,20151223,61426.4,61427.2,61376.9,61420.7,317931973,7.42025E+11,29147,2656217526
????_??6,20151226,61424.2,61442.2,61354.7,61436.9,425138353,8.56737E+11,29662,2656499443
????_??6,20151227,61447.4,61513.8,61447.4,61455.3,409245545,7.79519E+11,36117,2657197011
????_??6,20151228,61480.2,61498.7,61469.2,61469.3,403080828,7.94786E+11,34810,2657417644
????_??6,20151230,61508,61741.2,61507.9,61691,521424735,1.17772E+12,44531,2658023664
????_??6,20160102,61733.3,61744.1,61681.5,61700.1,355724581,6.98161E+11,35483,2658737623
????_??6,20160103,61712.7,61718.9,61673.5,61710.2,435245456,8.39435E+11,41279,2661024521
????_??6,20160104,61731.6,61822.9,61726.1,61728.1,552332055,1.17739E+12,49119,2661460734
????_??6,20160105,61768.2,62115.1,61762.4,62055.9,652299885,1.45474E+12,55057,2662124381
????_??6,20160106,62150.7,62632.7,62150.7,62632.8,931799975,1.76382E+12,72316,2687765754
????_??6,20160109,62868.2,63011.1,62655,62655,679363069,1.38596E+12,59694,2712750737
????_??6,20160110,62657.9,62657.9,62460.9,62461,600119629,1.13497E+12,52132,2713374742
????_??6,20160111,62524.7,62788.6,62524.7,62788.7,718503911,1.53932E+12,60507,2704971291
????_??6,20160112,62772.7,62962.8,62772.6,62841.2,983225388,1.78499E+12,73039,2719163554
????_??6,20160113,62971.3,63516.8,62971.2,63516.9,1054882198,2.25303E+12,82123,2721408647
????_??6,20160116,64099,64860.8,64098.9,64860.9,1113324376,2.04403E+12,78744,2741649974
????_??6,20160117,65635.3,65958.4,65424.1,65424.1,1781673081,3.37918E+12,113154,2799663195
????_??6,20160118,65373.4,65373.3,64620.1,65119.5,1026790720,1.98354E+12,70113,2823970427
????_??6,20160119,65488.8,66141,65488.8,66118.1,771802453,1.75387E+12,61426,2810821730
????_??6,20160120,66356.3,66562.5,66356.2,66562.5,1255517673,2.41126E+12,85375,2853919636
????_??6,20160123,66690.5,66960.4,66690.4,66960.4,1917186081,3.19361E+12,112251,2873028607
????_??6,20160124,67189,67740,67188.9,67740.1,1701208813,3.13195E+12,105556,2848997246
????_??6,20160125,68063.2,68857.4,68063.2,68857.5,1864735198,4.07737E+12,109846,2861771893
????_??6,20160126,69441.1,71001.3,69441.1,70999.5,1845293925,4.03557E+12,111809,2949834953
????_??6,20160127,71365.7,71492.9,70998,71011,2854858861,5.36099E+12,162369,3041600677
????_??6,20160130,71026.8,71702.9,71019,71393.9,1793069462,3.32393E+12,112889,3042590111
????_??6,20160131,71388.1,71388,70983.9,71118.8,1638262928,3.0035E+12,105802,3058992094
????_??6,20160201,71378.5,72912.7,71378.5,72912.8,1794003477,3.91242E+12,111695,3047199754
????_??6,20160202,73364.3,73844.5,73364.2,73725.5,2162094854,4.39078E+12,130047,3124064669
????_??6,20160203,73901.6,73901.6,73648.5,73684,1958055448,3.88183E+12,119203,3158887651
????_??6,20160206,73976.8,74238.4,73976.8,74103.6,1611459260,3.34866E+12,108821,3157110036
????_??6,20160207,74284.2,74810.6,74284.2,74569.4,1940282147,3.86127E+12,119655,3175088613
????_??6,20160208,74912,75783.7,74911.9,75783.8,2131339218,4.82772E+12,125139,3195046172
????_??6,20160209,76814.8,78418.9,76814.7,78199.1,3918071545,8.10169E+12,196762,3247373537
????_??6,20160210,77924.5,77924.4,77457.4,77497.9,3036555622,6.18805E+12,165320,3350873615
????_??6,20160213,77516.2,77532.3,76514.6,76594.2,2284877371,5.21903E+12,131507,3320506360
????_??6,20160214,76657.2,76780.2,76467.6,76709.5,1645808335,3.694E+12,108601,3281784665
????_??6,20160215,76820.4,77539.2,76820.4,77377.5,1944789279,4.50645E+12,117345,3284306985
????_??6,20160216,77698.4,77698.4,77091.1,77141.6,1742224883,4.59075E+12,120632,3312904407
????_??6,20160217,77270,77888.1,77269.9,77888,1575246085,3.465E+12,109316,3303701931
????_??6,20160220,78333,78333,77560.9,77560.9,3188199107,7.36484E+12,160747,3364095985
????_??6,20160221,77516,77516,77141.4,77234.9,1891767275,4.64502E+12,116552,3349967606
????_??6,20160222,77563.7,77781,77563.7,77587.7,1255890673,3.3062E+12,88416,3335885036
????_??6,20160223,77905.2,78037.5,77651.3,77704,1355282511,3.93221E+12,97343,3357243290
????_??6,20160224,77707.1,77840.1,77573.3,77840.2,1127498180,3.15737E+12,87990,3362275528
????_??6,20160227,78086.1,78387.5,78086.1,78228.3,913332055,2.47677E+12,76036,3365806188
????_??6,20160228,78390.2,78442.6,77733.8,77733.8,1294851075,5.28842E+12,145725,3382589928
????_??6,20160229,77819.3,77827.3,77376.4,77539.2,1391355998,3.93126E+12,108676,3361209138
????_??6,20160301,77891.5,77891.4,77614.4,77648.8,921930855,2.82322E+12,88379,3349427578
????_??6,20160302,77692.3,77697.7,77595.9,77697.8,1748594842,4.49567E+12,98865,3350018646
????_??6,20160305,78092,78291.5,78022.2,78022.2,1207265098,2.99265E+12,93843,3354945997
????_??6,20160306,78295.4,78295.4,78093,78093,1696026439,4.19453E+12,113780,3370612719
????_??6,20160307,78220.1,78434.3,78142.6,78158.4,2247025750,5.6364E+12,146135,3373087034
????_??6,20160308,78278,78402.5,78210,78220,1889011435,4.42506E+12,123887,3375909546
????_??6,20160309,78319.9,78451.3,78312.1,78312.1,1600090370,3.7166E+12,106296,3378459658
????_??6,20160312,78542,79430.2,78541.9,79366.5,1213234077,3.1557E+12,90513,3399238214
????_??6,20160314,79930.6,80286.7,79930.6,80236.7,1269896471,3.49462E+12,90564,3442568814
????_??6,20160315,80493.4,80493.4,79993.6,80037.5,1936746199,4.94123E+12,120982,3480305286
????_??6,20160316,80068,80304.9,80068,80219.4,2328054222,5.98024E+12,154024,3453149568
????_??6,20160326,80133.3,81200.3,80133.2,81200.3,785545121,1.76535E+12,52830,3462431969
????_??6,20160327,81417.5,81447.7,81255.4,81261,1006304416,2.35114E+12,73954,3504120670
????_??6,20160328,81074.9,81074.8,80935.6,80935.7,677383208,1.55856E+12,57146,3506616942
????_??6,20160329,80843.3,80889.5,80561.2,80561.3,1491153697,3.80869E+12,112073,3493237445
????_??6,20160330,80774.8,81498.8,80774.7,81480.4,947224063,2.50427E+12,78483,3477349056
????_??6,20160402,81680.1,81723.7,81432.1,81536.9,1151054180,3.13348E+12,101114,3517023423
????_??6,20160403,81490.4,81490.4,80590,80852.7,1194056551,3.39912E+12,91814,3518590884
????_??6,20160404,80857.8,80965.4,80802.6,80872.1,1157971824,3.04664E+12,97214,3489063858
????_??6,20160405,80983.1,81030.5,80853.1,80965.8,1134093169,3.10464E+12,97366,3489781815
????_??6,20160406,81165.3,81190.2,80743.1,80752.7,1331609557,3.72229E+12,117810,3493812406
????_??6,20160409,80914.7,80950.3,80653.1,80654,949984739,2.79829E+12,93117,3484530202
????_??6,20160410,80615.6,80615.5,80237.3,80280.7,1405931190,3.6721E+12,116111,3480271983
????_??6,20160411,80274.2,80331.2,80164.7,80262.4,1112984336,2.78936E+12,95066,3464161590
????_??6,20160412,80392,80446,79994.1,80109.3,1059970613,2.73385E+12,90814,3463371814
????_??6,20160413,80050.3,80050.2,79579,79588.3,1529162577,3.94093E+12,84706,3456766059
????_??6,20160416,79447.8,79447.7,77933.3,77984.8,770506601,1.89603E+12,60432,3434285280
????_??6,20160417,77709.6,77709.5,77446.5,77516.2,1153288053,2.79029E+12,85383,3365344550
????_??6,20160418,77613.1,78438.3,77613.1,78435.4,1414858036,3.30368E+12,89584,3344939411
????_??6,20160419,78733.1,78766.1,78430.9,78430.9,1487443376,3.36749E+12,87654,3384604738
????_??6,20160420,78636.7,78636.6,78197.2,78269,1102047740,2.51693E+12,78316,3371205874
????_??6,20160423,78336.2,78396.7,78264.9,78281.7,988554115,2.13855E+12,75583,3364094866
????_??6,20160424,78369.6,78448.4,78278.4,78448.3,895791737,2.07752E+12,73108,3364595271
????_??6,20160425,78653.2,78945.7,78653.1,78688.4,1232247655,2.66973E+12,96490,3371758604
????_??6,20160426,78698,78699.7,78317.8,78394.4,978941590,2.1734E+12,78889,3422809220
????_??6,20160427,78542.6,78578.5,78341.1,78404.7,1144237949,2.41389E+12,87321,3410019673
????_??6,20160430,78491.1,78585.7,78399.8,78414.6,1423903920,3.26039E+12,98015,3410471412
????_??6,20160501,78426.4,78453.7,78220.1,78384.4,1169438109,2.88338E+12,88337,3410901566
????_??6,20160502,78332.7,78425,78259,78285.4,1354698516,3.23054E+12,101487,3409585598
????_??6,20160503,78382.6,78382.5,77968.9,78044.4,1138480949,2.71388E+12,84848,3405160323
????_??6,20160504,78031.4,78076.9,77938.1,78033.8,1000124292,2.64603E+12,85967,3394677987
????_??6,20160507,78036.6,78036.6,77423.9,77423.9,847545752,2.00147E+12,80402,3392882184
????_??6,20160508,77378.2,77378.1,77041.2,77045.3,1076651681,2.56048E+12,83207,3364248459
????_??6,20160509,77094.2,77302.3,77094.1,77106,822621181,2.02256E+12,73257,3347533928
????_??6,20160510,77070.8,77070.8,76606.9,76630.4,1058996284,2.23593E+12,83018,3349906710
????_??6,20160511,76612,76611.9,75894.8,75982.6,1233151695,2.60945E+12,80246,3328010343
????_??6,20160514,76016.7,76176.1,76016.6,76138.6,572682541,1.36049E+12,57443,3299791008
????_??6,20160515,76224.2,76224.1,75863.2,75863.2,1033134708,2.51907E+12,81305,3306049074
????_??6,20160516,75974,76006.5,75866.4,75980.5,807516291,1.80286E+12,64236,3289873019
????_??6,20160517,76071.5,76305.5,76071.5,76292.9,824990863,1.96105E+12,70465,3294289672
????_??6,20160518,76348.5,76463.5,76329.8,76413.3,867967221,2.1476E+12,70752,3307426231
????_??6,20160521,76453.5,76530.2,76443.4,76448.3,612749699,1.62282E+12,55381,3293026504
????_??6,20160523,76493.5,76708.1,76493.5,76613.9,995000763,2.12685E+12,81327,3267031789
????_??6,20160524,76664.7,76692.7,76543.2,76692.8,865052067,2.11633E+12,78013,3291327917
????_??6,20160525,76702.3,76957.7,76702.3,76853,853942528,2.07441E+12,75672,3268301572
????_??6,20160528,76892.7,76945.7,76618.2,76690.6,1019275214,2.1987E+12,75890,3274868823
????_??6,20160529,76706.6,76744.1,76387,76387,907390594,1.85553E+12,69361,3262621640
????_??6,20160530,76421.2,76463.7,76396.1,76431.5,758554625,1.75749E+12,57334,3249162568
????_??6,20160531,76527.4,76534.5,76144.2,76144.2,637134062,1.26844E+12,51044,3250912996
????_??6,20160601,76177.4,76207.2,76077.7,76084.2,712169907,1.53492E+12,57133,3237854521
????_??6,20160605,76166.3,76200.3,76133.2,76160.6,763733825,1.66121E+12,60279,3233043011
????_??6,20160606,76265,76284.7,76102.9,76128.6,746965984,1.76329E+12,65559,3235681100
????_??6,20160607,76177,76177,75874.4,75874.5,726875232,1.72414E+12,59983,3228147020
????_??6,20160608,75885.7,75929.1,75775.9,75876.2,803570519,1.72534E+12,64374,3214453834
????_??6,20160611,75905.9,75909.8,74850.1,74850.1,884783670,1.69841E+12,95464,3215125005
????_??6,20160612,74845.5,74870.5,74670.9,74817.8,796369118,1.66222E+12,58940,3176465305
????_??6,20160613,74860.9,74904.5,74594.6,74700.5,665629018,1.46841E+12,51846,3174767641
????_??6,20160614,74716.2,74716.2,73959.7,73959.7,811986809,1.6528E+12,61261,3169671643
????_??6,20160615,73966.5,73966.4,73705.4,73877.1,725865076,1.49177E+12,56241,3138040624
????_??6,20160618,73967.9,74018.5,73887.1,73906.5,601924904,1.3222E+12,40231,3134835506
????_??6,20160619,73915.6,73915.6,73027.9,73027.9,585217551,1.18196E+12,50840,3136058960
????_??6,20160620,72945.2,72945.2,72614.8,72615,586364929,1.21597E+12,46476,3096529457
????_??6,20160621,72623.7,72799.2,72563.6,72799.2,903109325,1.72999E+12,58619,3077055877
????_??6,20160622,72930.2,73644.7,72930.1,73644.8,681490584,1.42962E+12,52671,3084719141
????_??6,20160625,73799.3,73863.3,73671.7,73672,753487041,1.63337E+12,55516,3121864792
????_??6,20160626,73700.4,73771.7,73651.1,73743.5,870644265,1.81859E+12,63647,3122834440
????_??6,20160628,73935.4,74300.3,73935.4,74190.5,1016643262,2.35972E+12,73283,3125857582
????_??6,20160629,74261.9,74283.2,73934.4,73940.3,1344188760,2.56828E+12,88891,3143891241
????_??6,20160702,73967.2,74000.8,73931.8,73965.5,731508418,2.16959E+12,59916,3133178738
????_??6,20160703,74063.3,74137.1,74063.3,74064,906311472,2.2762E+12,64035,3133338354
????_??6,20160704,74095.4,74095.4,73947.2,73947.2,1072240302,2.23777E+12,72527,3136417561
????_??6,20160705,73961.8,74113.9,73959,74049.1,768984499,1.6466E+12,55658,3131431951
????_??6,20160709,74051.4,74051.4,73716.6,73716.6,573228417,1.4311E+12,51307,3135747912
????_??6,20160710,73726.9,73799.7,73695.4,73764.2,718422799,1.79279E+12,57686,3121522183
????_??6,20160711,73875.6,73893,73737.2,73816.7,754076213,1.87233E+12,55095,3120990161
????_??6,20160712,73987.2,73987.1,73725.3,73736,854104107,2.08342E+12,61056,3105643602
????_??6,20160713,73702.5,73763,73625.5,73763,866359696,2.09552E+12,56639,3104632509
????_??6,20160716,73770.8,73888.5,73756.2,73868,910931433,1.87093E+12,57860,3105490766
????_??6,20160717,74010.9,74282.5,74010.9,74194.8,912157556,1.94675E+12,61257,3107643572
????_??6,20160718,74214.8,74214.8,74045,74196.9,918983409,2.01743E+12,58344,3105187255
????_??6,20160719,74249.8,74385.9,74249.7,74313.6,913619728,1.68057E+12,53405,3111954666
????_??6,20160720,74364.8,74516.4,74364.7,74514.1,447681464,1.10325E+12,38811,3114025214
????_??6,20160723,74629.9,74934.2,74629.9,74934.3,538663167,1.21399E+12,43658,3101250834
????_??6,20160724,75050.8,75197.8,75043.6,75183.9,718025674,1.36821E+12,56616,3087712906
????_??6,20160725,75315.8,75540.3,75315.7,75466.5,880614270,1.90486E+12,66970,3097197352
????_??6,20160726,75499.8,75501.2,75402,75501,607359188,1.38443E+12,52721,3099880509
????_??6,20160727,75755.9,76294.3,75755.9,76225.7,842046845,1.98775E+12,64598,3107271522
????_??6,20160731,76333.8,76699.2,76333.8,76579.7,899409200,1.79075E+12,71884,3149667320
????_??6,20160801,76571.8,76647.3,76408.5,76647.4,881939734,1.68181E+12,66513,3164332900
????_??6,20160802,76672.5,77094,76672.4,77089.8,885531228,1.82019E+12,74070,3167099494
????_??6,20160803,77415.4,77915.1,77415.3,77882.9,892031669,2.05721E+12,61830,3184912109
????_??6,20160806,78324.8,78324.9,78324.8,78324.9,1232065081,2.8006E+12,93134,3201192663
????_??6,20160807,78423,78837.9,78423,78704.6,1058324943,2.25112E+12,83595,3235939065
????_??6,20160808,78777.6,78830.5,78324.7,78324.9,699878688,1.61508E+12,67088,3251747593
????_??6,20160809,78345.1,78437.2,78345.1,78368.4,594333316,1.40728E+12,58321,3235962030
????_??6,20160810,78405.4,78463.8,78190.4,78190.5,590248200,1.32542E+12,58419,3237858785
????_??6,20160813,78180,78218.9,78093.1,78218.8,1052075148,1.82106E+12,60824,3230507109
????_??6,20160814,78304.4,78417.1,78205,78205.1,621822864,1.40898E+12,61184,3234672943
????_??6,20160815,78203.3,78205.5,77828.7,77828.8,523893577,1.26187E+12,54579,3234105938
????_??6,20160816,77855.8,77857.6,77791.2,77855.5,972546506,1.8149E+12,50070,3223443196
????_??6,20160817,77879.8,77925.8,77863.8,77879,972246868,1.59473E+12,43942,3224549386
????_??6,20160820,77933.7,78009.5,77919.2,77968.7,518001047,1.19107E+12,53039,3225525005
????_??6,20160821,78040.2,78113.8,77962.3,78086.4,635546354,1.72497E+12,60264,3229237047
????_??6,20160822,78203.7,78274.9,78086.1,78086.1,779711104,1.82666E+12,61898,3234373642
????_??6,20160823,78093.1,78094.3,77907.3,77964,498562533,9.75034E+11,44564,3235527000
????_??6,20160824,78205.7,78205.7,78063.3,78081.5,599803177,1.22646E+12,45955,3230339201
????_??6,20160827,78095.8,78095.9,77757.1,77757.6,535622066,1.06953E+12,47193,3235204375
????_??6,20160828,77846.9,77846.9,77313.6,77313.6,648090619,1.31375E+12,57566,3221783916
????_??6,20160829,77359.5,77374.9,77326.3,77345.6,502068620,1.07621E+12,44032,3203389393
????_??6,20160830,77358.8,77381.5,77352.4,77358.6,448692814,1.0155E+12,39156,3204716569
????_??6,20160831,77354.8,77381.7,77167.8,77167.9,410053467,9.77768E+11,39965,3205252709
????_??6,20160903,77184.6,77184.5,76747,76747,386460979,8.3743E+11,41885,3197352215
????_??6,20160904,76784.9,76784.8,76509.4,76509.4,442120657,1.00528E+12,39182,3180154781
????_??6,20160905,76522.9,76522.9,76485.9,76522.2,344244733,7.15665E+11,34912,3170309174
????_??6,20160906,76546,76703.2,76546,76669.6,438588195,9.05314E+11,43238,3170836003
????_??6,20160907,76747.2,76885.5,76742.1,76742.2,540704524,1.15082E+12,48667,3176944132
????_??6,20160910,76746.8,76746.8,76610.8,76640.3,340525013,8.6143E+11,36753,3179952309
????_??6,20160911,76648.7,76698.3,76643.8,76643.9,335530998,7.41339E+11,37888,3175228191
????_??6,20160913,76661.3,76677.9,76444.1,76444.2,481329946,9.38091E+11,45401,3175375025
????_??6,20160914,76474.8,76476.7,76348.3,76455.4,482743251,1.06572E+12,49220,3169298250
????_??6,20160917,76460.1,76460.1,76104.8,76104.9,418170547,9.09225E+11,44346,3169765790
????_??6,20160918,76102.9,76179.3,76099.3,76166.7,441254830,1.07528E+12,42198,3155784040
????_??6,20160919,76176.6,76321.4,76176.5,76272.6,374432063,8.33932E+11,41282,3158194922
????_??6,20160921,76338.4,76450.9,76338.4,76450.9,443678830,9.50566E+11,48603,3159378978
????_??6,20160924,76487.9,76907.4,76487.8,76906.9,583727158,1.30502E+12,52585,3167020888
????_??6,20160925,77071.2,77121.4,77009.8,77081.5,851698625,1.88464E+12,71449,3187234509
????_??6,20160926,77094.4,77152.7,77058.8,77089.8,542232957,1.29268E+12,57668,3194472248
????_??6,20160927,77116.2,77209.1,77116.1,77143.1,607802085,1.33865E+12,61490,3194814278
????_??6,20160928,77198.8,77357.1,77198.8,77300.3,916196594,1.86609E+12,81126,3197024471
????_??6,20161001,77459.3,77605.2,77459.2,77478.8,888103203,1.69335E+12,74033,3203539090
????_??6,20161002,77521.7,77533.1,77287.5,77287.6,867379363,1.68451E+12,74451,3210934703
????_??6,20161003,77355.6,77413.7,77265.3,77265.3,1121294189,2.30591E+12,87444,3196071739
????_??6,20161004,77449.8,77494.5,77335.3,77335.3,1426371562,2.72735E+12,96227,3195151644
????_??6,20161005,77317.5,77342.6,77182.9,77183,1024526425,1.87477E+12,82371,3198045214
????_??6,20161008,77246.9,77278.1,77190.2,77217,645546515,1.36041E+12,57909,3191745593
????_??6,20161009,77214.9,77480.1,77207.9,77435.8,659417443,1.28356E+12,57648,3193152290
????_??6,20161010,77469.9,77671,77469.9,77655.1,746328178,1.61477E+12,62140,3202200529
????_??6,20161015,77725.8,77915.4,77725.7,77886.4,789203325,1.80398E+12,66040,3211268010
????_??6,20161016,77909.9,77911,77569,77569.1,894501512,1.72945E+12,71165,3221650470
????_??6,20161017,77569.2,77720.3,77525.6,77707.2,709354167,1.50133E+12,61982,3206896581
????_??6,20161018,77773.8,77885.4,77773.8,77849.5,750397608,1.54865E+12,63800,3222603420
????_??6,20161019,77889.7,78092,77889.6,78091.5,789024957,1.64938E+12,68630,3228505485
????_??6,20161022,78155,78430,78154.9,78387.2,722413373,1.65567E+12,65623,3238247364
????_??6,20161023,78498.4,78517.2,78370.3,78370.3,729124060,1.83439E+12,73019,3235781775
????_??6,20161024,78452.5,78579.5,78452.4,78568.8,738689282,1.70697E+12,69063,3235086071
????_??6,20161025,78594.3,78808.8,78594.3,78808.8,728071044,1.63371E+12,72227,3243281084
????_??6,20161026,78836.8,79304.3,78836.8,79299.6,909022745,2.21908E+12,93205,3251251902
????_??6,20161029,79363.1,80493.3,79363,80340.7,995915155,2.19515E+12,80548,3273446315
????_??6,20161030,80511.9,80511.8,80338.3,80339.2,744414561,1.70547E+12,74725,3316421152
????_??6,20161031,80372.5,80527.6,80263.7,80263.7,782340752,2.2904E+12,97789,3357618395
????_??6,20161101,80285.3,80285.3,79658.9,79659.2,611760573,1.68243E+12,81268,3354466065
????_??6,20161102,79670.6,79681.1,79634.5,79670.9,496920167,1.45447E+12,59561,3329198639
????_??6,20161105,79735.5,79735.5,79253.3,79253.5,529008226,1.52323E+12,65736,3329820196
????_??6,20161106,79269.2,79277.9,79137.5,79137.5,477977179,1.24055E+12,54350,3312688289
????_??6,20161107,79270.5,79635.2,79270.4,79632.3,669906934,1.57001E+12,61926,3307842236
????_??6,20161108,79718.1,79902.7,79718,79871.4,649221414,1.59755E+12,61790,3328521760
????_??6,20161109,79340.1,79340.1,78395.9,78411.6,980869093,2.40031E+12,81776,3339115035
????_??6,20161112,78781.5,79069.7,78781.5,79010.7,972081062,2.05411E+12,71948,3276340242
????_??6,20161113,79227.4,79258.2,79048.4,79048.5,725779491,1.77418E+12,66275,3301318942
