,date,open,high,low,close,volume,tic,day
1534,2018-03-16,2107.0,2191.0,2100.0,2191.0,46272,تپمپي,4
1535,2018-03-16,1520.0,1620.0,1510.0,1516.0,595012,ثتوسا,4
1536,2018-03-16,2130.0,2140.0,2101.0,2101.0,481611,ثفارس,4
1537,2018-03-16,2760.0,2780.0,2752.0,2760.0,184886,حتايد,4
1538,2018-03-16,1790.0,1829.0,1740.0,1749.0,4001669,حتوكا,4
1539,2018-03-16,3678.0,3843.0,3493.0,3840.0,1454946,حكشتي,4
1540,2018-03-16,1008.0,1020.0,990.0,1000.0,3346080,خبهمن,4
1541,2018-03-16,800.0,808.0,761.0,779.0,28036870,خزاميا,4
1542,2018-03-16,860.0,861.0,836.0,840.0,17238424,خساپا,4
1543,2018-03-16,1515.0,1588.0,1515.0,1527.0,711883,خمحركه,4
1544,2018-03-16,816.0,830.0,807.0,811.0,16751019,خپارس,4
1545,2018-03-16,1576.0,1576.0,1501.0,1519.0,630376,خچرخش,4
1546,2018-03-16,2881.0,2952.0,2815.0,2825.0,2968989,خگستر,4
1547,2018-03-16,7199.0,7201.0,7199.0,7200.0,1870,داسوه,4
1548,2018-03-16,7920.0,8220.0,7761.0,8098.0,3674822,دالبر,4
1549,2018-03-16,5070.0,5070.0,5050.0,5060.0,2861,دجابر,4
1550,2018-03-16,13155.0,13155.0,13155.0,13155.0,25919,دزهراوي,4
1551,2018-03-16,3436.0,3549.0,3420.0,3529.0,8369776,دسبحا,4
1552,2018-03-16,15050.0,15100.0,14900.0,15100.0,17592,دسينا,4
1553,2018-03-16,3644.0,3644.0,3644.0,3644.0,1275,دفارا,4
1554,2018-03-16,3557.0,3600.0,3500.0,3500.0,104559,دلر,4
1555,2018-03-16,8912.0,9379.0,8912.0,9000.0,172976,دپارس,4
1556,2018-03-16,713.0,713.0,700.0,708.0,1128678,سدور,4
1557,2018-03-16,1106.0,1159.0,1106.0,1139.0,19313,سشمال,4
1558,2018-03-16,2826.0,2883.0,2803.0,2818.0,203206,پتاير,4
1559,2018-03-16,907.0,910.0,876.0,877.0,1614013,پلاسك,4
1560,2018-03-19,5345.0,5398.0,5300.0,5350.0,280554,بترانس,0
1561,2018-03-19,8249.0,8249.0,8249.0,8249.0,500,بسويچ,0
1562,2018-03-19,3300.0,3300.0,3271.0,3300.0,10290,بموتو,0
1563,2018-03-19,2163.0,2163.0,2163.0,2163.0,263852,تكنو,0
1564,2018-03-19,2194.0,2194.0,2160.0,2193.0,28728,تپمپي,0
1565,2018-03-19,1576.0,1579.0,1531.0,1531.0,203034,ثتوسا,0
1566,2018-03-19,2060.0,2136.0,2060.0,2130.0,184536,ثفارس,0
1567,2018-03-19,2812.0,2886.0,2770.0,2770.0,45880,حتايد,0
1568,2018-03-19,1813.0,1852.0,1790.0,1810.0,3425915,حتوكا,0
1569,2018-03-19,3562.0,3700.0,3562.0,3690.0,5112,حكشتي,0
1570,2018-03-19,1001.0,1020.0,1000.0,1004.0,1261012,خبهمن,0
1571,2018-03-19,810.0,813.0,782.0,799.0,20434264,خزاميا,0
1572,2018-03-19,850.0,867.0,850.0,860.0,9621433,خساپا,0
1573,2018-03-19,1570.0,1600.0,1530.0,1598.0,1816380,خمحركه,0
1574,2018-03-19,826.0,838.0,818.0,825.0,16557224,خپارس,0
1575,2018-03-19,1505.0,1548.0,1490.0,1510.0,2981916,خچرخش,0
1576,2018-03-19,2800.0,2934.0,2779.0,2934.0,2663652,خگستر,0
1577,2018-03-19,7330.0,7330.0,7320.0,7320.0,15349,داسوه,0
1578,2018-03-19,8475.0,8475.0,8075.0,8380.0,26600,دالبر,0
1579,2018-03-19,5051.0,5140.0,5050.0,5135.0,12958,دجابر,0
1580,2018-03-19,13999.0,13999.0,13900.0,13901.0,7047,دزهراوي,0
1581,2018-03-19,3785.0,3787.0,3530.0,3758.0,2948796,دسبحا,0
1582,2018-03-19,15459.0,16231.0,15459.0,16230.0,842317,دسينا,0
1583,2018-03-19,3642.0,3642.0,3642.0,3642.0,4080,دفارا,0
1584,2018-03-19,3484.0,3599.0,3481.0,3532.0,36818,دلر,0
1585,2018-03-19,9385.0,9979.0,9385.0,9979.0,882774,دپارس,0
1586,2018-03-19,700.0,719.0,698.0,719.0,993055,سدور,0
1587,2018-03-19,1000.0,1018.0,975.0,1018.0,247217,سشمال,0
1588,2018-03-19,2770.0,2851.0,2755.0,2782.0,852723,پتاير,0
1589,2018-03-19,905.0,907.0,881.0,894.0,1337344,پلاسك,0
1590,2018-03-20,5345.0,5398.0,5300.0,5350.0,280554,بترانس,1
1591,2018-03-20,8249.0,8249.0,8249.0,8249.0,500,بسويچ,1
1592,2018-03-20,3300.0,3300.0,3271.0,3300.0,10290,بموتو,1
1593,2018-03-20,2163.0,2163.0,2163.0,2163.0,263852,تكنو,1
1594,2018-03-20,2194.0,2194.0,2160.0,2193.0,28728,تپمپي,1
1595,2018-03-20,1576.0,1579.0,1531.0,1531.0,203034,ثتوسا,1
1596,2018-03-20,2060.0,2136.0,2060.0,2130.0,184536,ثفارس,1
1597,2018-03-20,2812.0,2886.0,2770.0,2770.0,45880,حتايد,1
1598,2018-03-20,1813.0,1852.0,1790.0,1810.0,3425915,حتوكا,1
1599,2018-03-20,3562.0,3700.0,3562.0,3690.0,5112,حكشتي,1
1600,2018-03-20,1001.0,1020.0,1000.0,1004.0,1261012,خبهمن,1
1601,2018-03-20,810.0,813.0,782.0,799.0,20434264,خزاميا,1
1602,2018-03-20,850.0,867.0,850.0,860.0,9621433,خساپا,1
1603,2018-03-20,1570.0,1600.0,1530.0,1598.0,1816380,خمحركه,1
1604,2018-03-20,826.0,838.0,818.0,825.0,16557224,خپارس,1
1605,2018-03-20,1505.0,1548.0,1490.0,1510.0,2981916,خچرخش,1
1606,2018-03-20,2800.0,2934.0,2779.0,2934.0,2663652,خگستر,1
1607,2018-03-20,7330.0,7330.0,7320.0,7320.0,15349,داسوه,1
1608,2018-03-20,8475.0,8475.0,8075.0,8380.0,26600,دالبر,1
1609,2018-03-20,5051.0,5140.0,5050.0,5135.0,12958,دجابر,1
1610,2018-03-20,13999.0,13999.0,13900.0,13901.0,7047,دزهراوي,1
1611,2018-03-20,3785.0,3787.0,3530.0,3758.0,2948796,دسبحا,1
1612,2018-03-20,15459.0,16231.0,15459.0,16230.0,842317,دسينا,1
1613,2018-03-20,3642.0,3642.0,3642.0,3642.0,4080,دفارا,1
1614,2018-03-20,3484.0,3599.0,3481.0,3532.0,36818,دلر,1
1615,2018-03-20,9385.0,9979.0,9385.0,9979.0,882774,دپارس,1
1616,2018-03-20,700.0,719.0,698.0,719.0,993055,سدور,1
1617,2018-03-20,1000.0,1018.0,975.0,1018.0,247217,سشمال,1
1618,2018-03-20,2770.0,2851.0,2755.0,2782.0,852723,پتاير,1
1619,2018-03-20,905.0,907.0,881.0,894.0,1337344,پلاسك,1
1620,2018-03-21,5345.0,5398.0,5300.0,5350.0,280554,بترانس,2
1621,2018-03-21,8249.0,8249.0,8249.0,8249.0,500,بسويچ,2
1622,2018-03-21,3300.0,3300.0,3271.0,3300.0,10290,بموتو,2
1623,2018-03-21,2163.0,2163.0,2163.0,2163.0,263852,تكنو,2
1624,2018-03-21,2194.0,2194.0,2160.0,2193.0,28728,تپمپي,2
1625,2018-03-21,1576.0,1579.0,1531.0,1531.0,203034,ثتوسا,2
1626,2018-03-21,2060.0,2136.0,2060.0,2130.0,184536,ثفارس,2
1627,2018-03-21,2812.0,2886.0,2770.0,2770.0,45880,حتايد,2
1628,2018-03-21,1813.0,1852.0,1790.0,1810.0,3425915,حتوكا,2
1629,2018-03-21,3562.0,3700.0,3562.0,3690.0,5112,حكشتي,2
1630,2018-03-21,1001.0,1020.0,1000.0,1004.0,1261012,خبهمن,2
1631,2018-03-21,810.0,813.0,782.0,799.0,20434264,خزاميا,2
1632,2018-03-21,850.0,867.0,850.0,860.0,9621433,خساپا,2
1633,2018-03-21,1570.0,1600.0,1530.0,1598.0,1816380,خمحركه,2
1634,2018-03-21,826.0,838.0,818.0,825.0,16557224,خپارس,2
1635,2018-03-21,1505.0,1548.0,1490.0,1510.0,2981916,خچرخش,2
1636,2018-03-21,2800.0,2934.0,2779.0,2934.0,2663652,خگستر,2
1637,2018-03-21,7330.0,7330.0,7320.0,7320.0,15349,داسوه,2
1638,2018-03-21,8475.0,8475.0,8075.0,8380.0,26600,دالبر,2
1639,2018-03-21,5051.0,5140.0,5050.0,5135.0,12958,دجابر,2
1640,2018-03-21,13999.0,13999.0,13900.0,13901.0,7047,دزهراوي,2
1641,2018-03-21,3785.0,3787.0,3530.0,3758.0,2948796,دسبحا,2
1642,2018-03-21,15459.0,16231.0,15459.0,16230.0,842317,دسينا,2
1643,2018-03-21,3642.0,3642.0,3642.0,3642.0,4080,دفارا,2
1644,2018-03-21,3484.0,3599.0,3481.0,3532.0,36818,دلر,2
1645,2018-03-21,9385.0,9979.0,9385.0,9979.0,882774,دپارس,2
1646,2018-03-21,700.0,719.0,698.0,719.0,993055,سدور,2
1647,2018-03-21,1000.0,1018.0,975.0,1018.0,247217,سشمال,2
1648,2018-03-21,2770.0,2851.0,2755.0,2782.0,852723,پتاير,2
1649,2018-03-21,905.0,907.0,881.0,894.0,1337344,پلاسك,2
1650,2018-03-22,5345.0,5398.0,5300.0,5350.0,280554,بترانس,3
1651,2018-03-22,8249.0,8249.0,8249.0,8249.0,500,بسويچ,3
1652,2018-03-22,3300.0,3300.0,3271.0,3300.0,10290,بموتو,3
1653,2018-03-22,2163.0,2163.0,2163.0,2163.0,263852,تكنو,3
1654,2018-03-22,2194.0,2194.0,2160.0,2193.0,28728,تپمپي,3
1655,2018-03-22,1576.0,1579.0,1531.0,1531.0,203034,ثتوسا,3
1656,2018-03-22,2060.0,2136.0,2060.0,2130.0,184536,ثفارس,3
1657,2018-03-22,2812.0,2886.0,2770.0,2770.0,45880,حتايد,3
1658,2018-03-22,1813.0,1852.0,1790.0,1810.0,3425915,حتوكا,3
1659,2018-03-22,3562.0,3700.0,3562.0,3690.0,5112,حكشتي,3
1660,2018-03-22,1001.0,1020.0,1000.0,1004.0,1261012,خبهمن,3
1661,2018-03-22,810.0,813.0,782.0,799.0,20434264,خزاميا,3
1662,2018-03-22,850.0,867.0,850.0,860.0,9621433,خساپا,3
1663,2018-03-22,1570.0,1600.0,1530.0,1598.0,1816380,خمحركه,3
1664,2018-03-22,826.0,838.0,818.0,825.0,16557224,خپارس,3
1665,2018-03-22,1505.0,1548.0,1490.0,1510.0,2981916,خچرخش,3
1666,2018-03-22,2800.0,2934.0,2779.0,2934.0,2663652,خگستر,3
1667,2018-03-22,7330.0,7330.0,7320.0,7320.0,15349,داسوه,3
1668,2018-03-22,8475.0,8475.0,8075.0,8380.0,26600,دالبر,3
1669,2018-03-22,5051.0,5140.0,5050.0,5135.0,12958,دجابر,3
1670,2018-03-22,13999.0,13999.0,13900.0,13901.0,7047,دزهراوي,3
1671,2018-03-22,3785.0,3787.0,3530.0,3758.0,2948796,دسبحا,3
1672,2018-03-22,15459.0,16231.0,15459.0,16230.0,842317,دسينا,3
1673,2018-03-22,3642.0,3642.0,3642.0,3642.0,4080,دفارا,3
1674,2018-03-22,3484.0,3599.0,3481.0,3532.0,36818,دلر,3
1675,2018-03-22,9385.0,9979.0,9385.0,9979.0,882774,دپارس,3
1676,2018-03-22,700.0,719.0,698.0,719.0,993055,سدور,3
1677,2018-03-22,1000.0,1018.0,975.0,1018.0,247217,سشمال,3
1678,2018-03-22,2770.0,2851.0,2755.0,2782.0,852723,پتاير,3
1679,2018-03-22,905.0,907.0,881.0,894.0,1337344,پلاسك,3
1680,2018-03-23,5345.0,5398.0,5300.0,5350.0,280554,بترانس,4
1681,2018-03-23,8249.0,8249.0,8249.0,8249.0,500,بسويچ,4
1682,2018-03-23,3300.0,3300.0,3271.0,3300.0,10290,بموتو,4
1683,2018-03-23,2163.0,2163.0,2163.0,2163.0,263852,تكنو,4
1684,2018-03-23,2194.0,2194.0,2160.0,2193.0,28728,تپمپي,4
1685,2018-03-23,1576.0,1579.0,1531.0,1531.0,203034,ثتوسا,4
1686,2018-03-23,2060.0,2136.0,2060.0,2130.0,184536,ثفارس,4
1687,2018-03-23,2812.0,2886.0,2770.0,2770.0,45880,حتايد,4
1688,2018-03-23,1813.0,1852.0,1790.0,1810.0,3425915,حتوكا,4
1689,2018-03-23,3562.0,3700.0,3562.0,3690.0,5112,حكشتي,4
1690,2018-03-23,1001.0,1020.0,1000.0,1004.0,1261012,خبهمن,4
1691,2018-03-23,810.0,813.0,782.0,799.0,20434264,خزاميا,4
1692,2018-03-23,850.0,867.0,850.0,860.0,9621433,خساپا,4
1693,2018-03-23,1570.0,1600.0,1530.0,1598.0,1816380,خمحركه,4
1694,2018-03-23,826.0,838.0,818.0,825.0,16557224,خپارس,4
1695,2018-03-23,1505.0,1548.0,1490.0,1510.0,2981916,خچرخش,4
1696,2018-03-23,2800.0,2934.0,2779.0,2934.0,2663652,خگستر,4
1697,2018-03-23,7330.0,7330.0,7320.0,7320.0,15349,داسوه,4
1698,2018-03-23,8475.0,8475.0,8075.0,8380.0,26600,دالبر,4
1699,2018-03-23,5051.0,5140.0,5050.0,5135.0,12958,دجابر,4
1700,2018-03-23,13999.0,13999.0,13900.0,13901.0,7047,دزهراوي,4
1701,2018-03-23,3785.0,3787.0,3530.0,3758.0,2948796,دسبحا,4
1702,2018-03-23,15459.0,16231.0,15459.0,16230.0,842317,دسينا,4
1703,2018-03-23,3642.0,3642.0,3642.0,3642.0,4080,دفارا,4
1704,2018-03-23,3484.0,3599.0,3481.0,3532.0,36818,دلر,4
1705,2018-03-23,9385.0,9979.0,9385.0,9979.0,882774,دپارس,4
1706,2018-03-23,700.0,719.0,698.0,719.0,993055,سدور,4
1707,2018-03-23,1000.0,1018.0,975.0,1018.0,247217,سشمال,4
1708,2018-03-23,2770.0,2851.0,2755.0,2782.0,852723,پتاير,4
1709,2018-03-23,905.0,907.0,881.0,894.0,1337344,پلاسك,4
1710,2018-03-26,5327.0,5380.0,5206.0,5360.0,142191,بترانس,0
1711,2018-03-26,7649.0,7658.0,7649.0,7658.0,1125,بسويچ,0
1712,2018-03-26,3335.0,3355.0,3331.0,3355.0,7150,بموتو,0
1713,2018-03-26,2383.0,2383.0,2383.0,2383.0,291338,تكنو,0
1714,2018-03-26,2187.0,2187.0,2107.0,2107.0,1679,تپمپي,0
1715,2018-03-26,1571.0,1573.0,1542.0,1543.0,208861,ثتوسا,0
1716,2018-03-26,2145.0,2165.0,2110.0,2110.0,288199,ثفارس,0
1717,2018-03-26,2887.0,2896.0,2763.0,2807.0,71001,حتايد,0
1718,2018-03-26,1897.0,1900.0,1802.0,1835.0,2600233,حتوكا,0
1719,2018-03-26,3559.0,3559.0,3559.0,3559.0,285,حكشتي,0
1720,2018-03-26,985.0,1007.0,983.0,1001.0,1689696,خبهمن,0
1721,2018-03-26,770.0,779.0,747.0,748.0,17056947,خزاميا,0
1722,2018-03-26,845.0,845.0,838.0,838.0,10507619,خساپا,0
1723,2018-03-26,1543.0,1585.0,1502.0,1502.0,622992,خمحركه,0
1724,2018-03-26,816.0,816.0,804.0,808.0,7533897,خپارس,0
1725,2018-03-26,1502.0,1502.0,1450.0,1480.0,507586,خچرخش,0
1726,2018-03-26,2904.0,2904.0,2870.0,2890.0,238116,خگستر,0
1727,2018-03-26,7150.0,7200.0,6965.0,7200.0,7720,داسوه,0
1728,2018-03-26,8447.0,8446.0,8270.0,8372.0,13374,دالبر,0
1729,2018-03-26,5051.0,5140.0,5050.0,5135.0,12958,دجابر,0
1730,2018-03-26,14097.0,14097.0,14080.0,14091.0,4623,دزهراوي,0
1731,2018-03-26,3783.0,3783.0,3690.0,3690.0,16853,دسبحا,0
1732,2018-03-26,16150.0,16160.0,16150.0,16160.0,2000,دسينا,0
1733,2018-03-26,3700.0,3700.0,3634.0,3634.0,2727,دفارا,0
1734,2018-03-26,3504.0,3600.0,3503.0,3600.0,29520,دلر,0
1735,2018-03-26,10176.0,10176.0,10148.0,10148.0,27351,دپارس,0
1736,2018-03-26,723.0,723.0,706.0,716.0,301903,سدور,0
1737,2018-03-26,960.0,960.0,941.0,941.0,234190,سشمال,0
1738,2018-03-26,2835.0,2870.0,2800.0,2840.0,94054,پتاير,0
1739,2018-03-26,871.0,888.0,871.0,882.0,1401172,پلاسك,0
1740,2018-03-27,5360.0,5369.0,5327.0,5357.0,104823,بترانس,1
1741,2018-03-27,7649.0,7658.0,7649.0,7658.0,1125,بسويچ,1
1742,2018-03-27,3269.0,3333.0,3268.0,3270.0,11956,بموتو,1
1743,2018-03-27,2445.0,2567.0,2323.0,2567.0,2059069,تكنو,1
1744,2018-03-27,2099.0,2175.0,2069.0,2081.0,50196,تپمپي,1
1745,2018-03-27,1569.0,1569.0,1521.0,1524.0,88606,ثتوسا,1
1746,2018-03-27,2111.0,2121.0,2076.0,2081.0,697541,ثفارس,1
1747,2018-03-27,2845.0,2889.0,2784.0,2820.0,49823,حتايد,1
1748,2018-03-27,1816.0,1903.0,1791.0,1865.0,1945275,حتوكا,1
1749,2018-03-27,3561.0,3561.0,3557.0,3557.0,30000,حكشتي,1
1750,2018-03-27,985.0,1000.0,975.0,981.0,1660154,خبهمن,1
1751,2018-03-27,750.0,752.0,722.0,728.0,45594551,خزاميا,1
1752,2018-03-27,837.0,842.0,820.0,825.0,17637951,خساپا,1
1753,2018-03-27,1550.0,1550.0,1483.0,1532.0,758209,خمحركه,1
1754,2018-03-27,805.0,807.0,785.0,799.0,16589181,خپارس,1
1755,2018-03-27,1500.0,1500.0,1423.0,1453.0,798469,خچرخش,1
1756,2018-03-27,2930.0,2930.0,2805.0,2830.0,864251,خگستر,1
1757,2018-03-27,7100.0,7302.0,7050.0,7190.0,7170,داسوه,1
1758,2018-03-27,8160.0,8160.0,8039.0,8039.0,165100,دالبر,1
1759,2018-03-27,5274.0,5274.0,5274.0,5274.0,205,دجابر,1
1760,2018-03-27,14070.0,14070.0,14070.0,14070.0,2780,دزهراوي,1
1761,2018-03-27,3599.0,3600.0,3593.0,3593.0,199761,دسبحا,1
1762,2018-03-27,16201.0,16239.0,16201.0,16239.0,17716,دسينا,1
1763,2018-03-27,3640.0,3640.0,3640.0,3640.0,499,دفارا,1
1764,2018-03-27,3550.0,3550.0,3550.0,3550.0,4545,دلر,1
1765,2018-03-27,9700.0,10329.0,9700.0,10329.0,1500,دپارس,1
1766,2018-03-27,714.0,719.0,700.0,710.0,1166646,سدور,1
1767,2018-03-27,971.0,971.0,925.0,937.0,29429,سشمال,1
1768,2018-03-27,2812.0,2820.0,2785.0,2787.0,191788,پتاير,1
1769,2018-03-27,876.0,886.0,850.0,855.0,1832593,پلاسك,1
1770,2018-03-28,5328.0,5328.0,5278.0,5326.0,120741,بترانس,2
1771,2018-03-28,7649.0,7658.0,7649.0,7658.0,1125,بسويچ,2
1772,2018-03-28,3343.0,3343.0,3295.0,3295.0,7468,بموتو,2
1773,2018-03-28,2633.0,2633.0,2610.0,2633.0,1836984,تكنو,2
1774,2018-03-28,2069.0,2150.0,2051.0,2150.0,45415,تپمپي,2
1775,2018-03-28,1513.0,1542.0,1513.0,1527.0,137043,ثتوسا,2
1776,2018-03-28,2045.0,2150.0,2045.0,2102.0,903121,ثفارس,2
1777,2018-03-28,2760.0,2929.0,2760.0,2929.0,592776,حتايد,2
1778,2018-03-28,1885.0,1900.0,1812.0,1826.0,1883062,حتوكا,2
1779,2018-03-28,3556.0,3560.0,3555.0,3560.0,63577,حكشتي,2
1780,2018-03-28,979.0,1009.0,979.0,995.0,3923414,خبهمن,2
1781,2018-03-28,730.0,762.0,728.0,762.0,33744453,خزاميا,2
1782,2018-03-28,822.0,845.0,820.0,840.0,19202272,خساپا,2
1783,2018-03-28,1510.0,1571.0,1510.0,1571.0,547047,خمحركه,2
1784,2018-03-28,803.0,823.0,795.0,822.0,12983625,خپارس,2
1785,2018-03-28,1453.0,1500.0,1430.0,1500.0,537698,خچرخش,2
1786,2018-03-28,2830.0,2950.0,2811.0,2900.0,1197485,خگستر,2
1787,2018-03-28,7026.0,7100.0,7021.0,7100.0,18953,داسوه,2
1788,2018-03-28,7930.0,7930.0,7889.0,7890.0,67025,دالبر,2
1789,2018-03-28,4811.0,5239.0,4811.0,5239.0,2521,دجابر,2
1790,2018-03-28,14042.0,14042.0,14038.0,14038.0,6453,دزهراوي,2
1791,2018-03-28,3542.0,3634.0,3542.0,3600.0,41176,دسبحا,2
1792,2018-03-28,16160.0,16200.0,15750.0,16000.0,15297,دسينا,2
1793,2018-03-28,3640.0,3640.0,3640.0,3640.0,499,دفارا,2
1794,2018-03-28,3503.0,3513.0,3500.0,3500.0,99328,دلر,2
1795,2018-03-28,10146.0,10146.0,9701.0,9701.0,7589,دپارس,2
1796,2018-03-28,712.0,717.0,700.0,704.0,445917,سدور,2
1797,2018-03-28,960.0,975.0,931.0,936.0,193130,سشمال,2
1798,2018-03-28,2789.0,2839.0,2762.0,2835.0,266095,پتاير,2
1799,2018-03-28,860.0,874.0,851.0,865.0,646745,پلاسك,2
1800,2018-03-29,5328.0,5328.0,5278.0,5326.0,120741,بترانس,3
1801,2018-03-29,7649.0,7658.0,7649.0,7658.0,1125,بسويچ,3
1802,2018-03-29,3343.0,3343.0,3295.0,3295.0,7468,بموتو,3
1803,2018-03-29,2633.0,2633.0,2610.0,2633.0,1836984,تكنو,3
1804,2018-03-29,2069.0,2150.0,2051.0,2150.0,45415,تپمپي,3
1805,2018-03-29,1513.0,1542.0,1513.0,1527.0,137043,ثتوسا,3
1806,2018-03-29,2045.0,2150.0,2045.0,2102.0,903121,ثفارس,3
1807,2018-03-29,2760.0,2929.0,2760.0,2929.0,592776,حتايد,3
1808,2018-03-29,1885.0,1900.0,1812.0,1826.0,1883062,حتوكا,3
1809,2018-03-29,3556.0,3560.0,3555.0,3560.0,63577,حكشتي,3
1810,2018-03-29,979.0,1009.0,979.0,995.0,3923414,خبهمن,3
1811,2018-03-29,730.0,762.0,728.0,762.0,33744453,خزاميا,3
1812,2018-03-29,822.0,845.0,820.0,840.0,19202272,خساپا,3
1813,2018-03-29,1510.0,1571.0,1510.0,1571.0,547047,خمحركه,3
1814,2018-03-29,803.0,823.0,795.0,822.0,12983625,خپارس,3
1815,2018-03-29,1453.0,1500.0,1430.0,1500.0,537698,خچرخش,3
1816,2018-03-29,2830.0,2950.0,2811.0,2900.0,1197485,خگستر,3
1817,2018-03-29,7026.0,7100.0,7021.0,7100.0,18953,داسوه,3
1818,2018-03-29,7930.0,7930.0,7889.0,7890.0,67025,دالبر,3
1819,2018-03-29,4811.0,5239.0,4811.0,5239.0,2521,دجابر,3
1820,2018-03-29,14042.0,14042.0,14038.0,14038.0,6453,دزهراوي,3
1821,2018-03-29,3542.0,3634.0,3542.0,3600.0,41176,دسبحا,3
1822,2018-03-29,16160.0,16200.0,15750.0,16000.0,15297,دسينا,3
1823,2018-03-29,3640.0,3640.0,3640.0,3640.0,499,دفارا,3
1824,2018-03-29,3503.0,3513.0,3500.0,3500.0,99328,دلر,3
1825,2018-03-29,10146.0,10146.0,9701.0,9701.0,7589,دپارس,3
1826,2018-03-29,712.0,717.0,700.0,704.0,445917,سدور,3
1827,2018-03-29,960.0,975.0,931.0,936.0,193130,سشمال,3
1828,2018-03-29,2789.0,2839.0,2762.0,2835.0,266095,پتاير,3
1829,2018-03-29,860.0,874.0,851.0,865.0,646745,پلاسك,3
1830,2018-04-02,5328.0,5328.0,5278.0,5326.0,120741,بترانس,0
1831,2018-04-02,7649.0,7658.0,7649.0,7658.0,1125,بسويچ,0
1832,2018-04-02,3343.0,3343.0,3295.0,3295.0,7468,بموتو,0
1833,2018-04-02,2633.0,2633.0,2610.0,2633.0,1836984,تكنو,0
1834,2018-04-02,2069.0,2150.0,2051.0,2150.0,45415,تپمپي,0
1835,2018-04-02,1513.0,1542.0,1513.0,1527.0,137043,ثتوسا,0
1836,2018-04-02,2045.0,2150.0,2045.0,2102.0,903121,ثفارس,0
1837,2018-04-02,2760.0,2929.0,2760.0,2929.0,592776,حتايد,0
1838,2018-04-02,1885.0,1900.0,1812.0,1826.0,1883062,حتوكا,0
1839,2018-04-02,3556.0,3560.0,3555.0,3560.0,63577,حكشتي,0
1840,2018-04-02,979.0,1009.0,979.0,995.0,3923414,خبهمن,0
1841,2018-04-02,730.0,762.0,728.0,762.0,33744453,خزاميا,0
1842,2018-04-02,822.0,845.0,820.0,840.0,19202272,خساپا,0
1843,2018-04-02,1510.0,1571.0,1510.0,1571.0,547047,خمحركه,0
1844,2018-04-02,803.0,823.0,795.0,822.0,12983625,خپارس,0
1845,2018-04-02,1453.0,1500.0,1430.0,1500.0,537698,خچرخش,0
1846,2018-04-02,2830.0,2950.0,2811.0,2900.0,1197485,خگستر,0
1847,2018-04-02,7026.0,7100.0,7021.0,7100.0,18953,داسوه,0
1848,2018-04-02,7930.0,7930.0,7889.0,7890.0,67025,دالبر,0
1849,2018-04-02,4811.0,5239.0,4811.0,5239.0,2521,دجابر,0
1850,2018-04-02,14042.0,14042.0,14038.0,14038.0,6453,دزهراوي,0
1851,2018-04-02,3542.0,3634.0,3542.0,3600.0,41176,دسبحا,0
1852,2018-04-02,16160.0,16200.0,15750.0,16000.0,15297,دسينا,0
1853,2018-04-02,3640.0,3640.0,3640.0,3640.0,499,دفارا,0
1854,2018-04-02,3503.0,3513.0,3500.0,3500.0,99328,دلر,0
1855,2018-04-02,10146.0,10146.0,9701.0,9701.0,7589,دپارس,0
1856,2018-04-02,712.0,717.0,700.0,704.0,445917,سدور,0
1857,2018-04-02,960.0,975.0,931.0,936.0,193130,سشمال,0
1858,2018-04-02,2789.0,2839.0,2762.0,2835.0,266095,پتاير,0
1859,2018-04-02,860.0,874.0,851.0,865.0,646745,پلاسك,0
1860,2018-04-03,5325.0,5326.0,5250.0,5294.0,232924,بترانس,1
1861,2018-04-03,7890.0,8000.0,7890.0,8000.0,7228,بسويچ,1
1862,2018-04-03,3291.0,3495.0,3291.0,3488.0,52270,بموتو,1
1863,2018-04-03,2760.0,2761.0,2659.0,2761.0,2746982,تكنو,1
1864,2018-04-03,2069.0,2150.0,2051.0,2150.0,45415,تپمپي,1
1865,2018-04-03,1520.0,1590.0,1520.0,1588.0,210097,ثتوسا,1
1866,2018-04-03,2090.0,2100.0,2059.0,2081.0,220000,ثفارس,1
1867,2018-04-03,2949.0,2949.0,2855.0,2855.0,26910,حتايد,1
1868,2018-04-03,1828.0,1883.0,1780.0,1828.0,1630404,حتوكا,1
1869,2018-04-03,3555.0,3560.0,3552.0,3552.0,59734,حكشتي,1
1870,2018-04-03,990.0,991.0,970.0,977.0,1367289,خبهمن,1
1871,2018-04-03,763.0,789.0,760.0,765.0,19453571,خزاميا,1
1872,2018-04-03,831.0,849.0,826.0,829.0,12626271,خساپا,1
1873,2018-04-03,1579.0,1579.0,1530.0,1533.0,186660,خمحركه,1
1874,2018-04-03,825.0,828.0,812.0,813.0,4987727,خپارس,1
1875,2018-04-03,1526.0,1526.0,1480.0,1504.0,178608,خچرخش,1
1876,2018-04-03,2914.0,2930.0,2840.0,2852.0,946803,خگستر,1
1877,2018-04-03,7081.0,7286.0,7080.0,7114.0,9624,داسوه,1
1878,2018-04-03,7901.0,8159.0,7900.0,7900.0,40000,دالبر,1
1879,2018-04-03,5200.0,5200.0,5050.0,5050.0,21091,دجابر,1
1880,2018-04-03,14038.0,14038.0,13221.0,14000.0,2297,دزهراوي,1
1881,2018-04-03,3717.0,3742.0,3688.0,3706.0,61282,دسبحا,1
1882,2018-04-03,15851.0,15851.0,15851.0,15851.0,7913,دسينا,1
1883,2018-04-03,3629.0,3629.0,3629.0,3629.0,12857,دفارا,1
