,date,open,high,low,close,volume,tic,day
69,2018-01-04,3712.0,3768.0,3710.0,3768.0,189505,حكشتي,3
70,2018-01-04,1128.0,1134.0,1098.0,1100.0,1611871,خبهمن,3
71,2018-01-04,683.0,687.0,670.0,678.0,11677920,خزاميا,3
72,2018-01-04,969.0,972.0,933.0,967.0,67758836,خساپا,3
73,2018-01-04,1500.0,1520.0,1456.0,1501.0,1965196,خمحركه,3
74,2018-01-04,820.0,830.0,798.0,820.0,22996856,خپارس,3
75,2018-01-04,1480.0,1489.0,1440.0,1450.0,752946,خچرخش,3
76,2018-01-04,2849.0,2910.0,2785.0,2811.0,3843737,خگستر,3
77,2018-01-04,16666.0,17190.0,16301.0,16500.0,70080,داسوه,3
78,2018-01-04,8045.0,8045.0,7842.0,7920.0,14825,دالبر,3
79,2018-01-04,5689.0,5689.0,5514.0,5517.0,4674,دجابر,3
80,2018-01-04,18498.0,18498.0,18498.0,18498.0,561,دزهراوي,3
81,2018-01-04,3501.0,3540.0,3400.0,3480.0,352940,دسبحا,3
82,2018-01-04,18110.0,18110.0,18110.0,18110.0,1208,دسينا,3
83,2018-01-04,4671.0,4671.0,4671.0,4671.0,3598,دفارا,3
84,2018-01-04,3950.0,3950.0,3810.0,3920.0,150619,دلر,3
85,2018-01-04,9418.0,9422.0,9418.0,9418.0,19581,دپارس,3
86,2018-01-04,780.0,780.0,753.0,753.0,1507756,سدور,3
87,2018-01-04,1181.0,1210.0,1155.0,1155.0,460577,سشمال,3
88,2018-01-04,2869.0,2920.0,2869.0,2897.0,1707154,پتاير,3
89,2018-01-04,817.0,820.0,779.0,805.0,5854907,پلاسك,3
90,2018-01-05,5389.0,5410.0,5327.0,5379.0,151988,بترانس,4
91,2018-01-05,7711.0,7711.0,7710.0,7710.0,3070,بسويچ,4
92,2018-01-05,3490.0,3630.0,3490.0,3530.0,27181,بموتو,4
93,2018-01-05,2020.0,2063.0,1990.0,2020.0,299008,تكنو,4
94,2018-01-05,2242.0,2242.0,2242.0,2242.0,1000,تپمپي,4
95,2018-01-05,1312.0,1441.0,1312.0,1391.0,704868,ثتوسا,4
96,2018-01-05,2402.0,2500.0,2315.0,2351.0,839143,ثفارس,4
97,2018-01-05,2701.0,2759.0,2670.0,2745.0,58109,حتايد,4
98,2018-01-05,1620.0,1620.0,1506.0,1511.0,1452923,حتوكا,4
99,2018-01-05,3712.0,3768.0,3710.0,3768.0,189505,حكشتي,4
100,2018-01-05,1128.0,1134.0,1098.0,1100.0,1611871,خبهمن,4
101,2018-01-05,683.0,687.0,670.0,678.0,11677920,خزاميا,4
102,2018-01-05,969.0,972.0,933.0,967.0,67758836,خساپا,4
103,2018-01-05,1500.0,1520.0,1456.0,1501.0,1965196,خمحركه,4
104,2018-01-05,820.0,830.0,798.0,820.0,22996856,خپارس,4
105,2018-01-05,1480.0,1489.0,1440.0,1450.0,752946,خچرخش,4
106,2018-01-05,2849.0,2910.0,2785.0,2811.0,3843737,خگستر,4
107,2018-01-05,16666.0,17190.0,16301.0,16500.0,70080,داسوه,4
108,2018-01-05,8045.0,8045.0,7842.0,7920.0,14825,دالبر,4
109,2018-01-05,5689.0,5689.0,5514.0,5517.0,4674,دجابر,4
110,2018-01-05,18498.0,18498.0,18498.0,18498.0,561,دزهراوي,4
111,2018-01-05,3501.0,3540.0,3400.0,3480.0,352940,دسبحا,4
112,2018-01-05,18110.0,18110.0,18110.0,18110.0,1208,دسينا,4
113,2018-01-05,4671.0,4671.0,4671.0,4671.0,3598,دفارا,4
114,2018-01-05,3950.0,3950.0,3810.0,3920.0,150619,دلر,4
115,2018-01-05,9418.0,9422.0,9418.0,9418.0,19581,دپارس,4
116,2018-01-05,780.0,780.0,753.0,753.0,1507756,سدور,4
117,2018-01-05,1181.0,1210.0,1155.0,1155.0,460577,سشمال,4
118,2018-01-05,2869.0,2920.0,2869.0,2897.0,1707154,پتاير,4
119,2018-01-05,817.0,820.0,779.0,805.0,5854907,پلاسك,4
120,2018-01-08,5400.0,5400.0,5178.0,5370.0,230493,بترانس,0
121,2018-01-08,7841.0,7841.0,7720.0,7720.0,33522,بسويچ,0
122,2018-01-08,3710.0,3720.0,3670.0,3720.0,40749,بموتو,0
123,2018-01-08,2040.0,2185.0,2040.0,2185.0,252024,تكنو,0
124,2018-01-08,2299.0,2300.0,2244.0,2270.0,40237,تپمپي,0
125,2018-01-08,1540.0,1540.0,1433.0,1450.0,381344,ثتوسا,0
126,2018-01-08,2556.0,2658.0,2550.0,2658.0,1260911,ثفارس,0
127,2018-01-08,2800.0,2859.0,2795.0,2830.0,159935,حتايد,0
128,2018-01-08,1559.0,1592.0,1533.0,1552.0,537868,حتوكا,0
129,2018-01-08,3700.0,3750.0,3660.0,3750.0,143498,حكشتي,0
130,2018-01-08,1102.0,1128.0,1101.0,1106.0,2696885,خبهمن,0
131,2018-01-08,698.0,698.0,680.0,685.0,12372640,خزاميا,0
132,2018-01-08,970.0,980.0,954.0,960.0,33233048,خساپا,0
133,2018-01-08,1620.0,1630.0,1581.0,1584.0,398033,خمحركه,0
134,2018-01-08,828.0,829.0,815.0,820.0,8142856,خپارس,0
135,2018-01-08,1526.0,1539.0,1502.0,1520.0,245312,خچرخش,0
136,2018-01-08,2920.0,2949.0,2881.0,2882.0,1159176,خگستر,0
137,2018-01-08,16666.0,17190.0,16301.0,16500.0,70080,داسوه,0
138,2018-01-08,8000.0,8000.0,7844.0,7970.0,75295,دالبر,0
139,2018-01-08,5623.0,5635.0,5623.0,5635.0,410,دجابر,0
140,2018-01-08,18998.0,18998.0,18396.0,18396.0,1985,دزهراوي,0
141,2018-01-08,3480.0,3599.0,3471.0,3484.0,73902,دسبحا,0
142,2018-01-08,17999.0,18600.0,17574.0,17574.0,10278,دسينا,0
143,2018-01-08,4653.0,4653.0,4653.0,4653.0,21637,دفارا,0
144,2018-01-08,3900.0,4000.0,3860.0,3905.0,57630,دلر,0
145,2018-01-08,9238.0,9589.0,9150.0,9302.0,16272,دپارس,0
146,2018-01-08,809.0,809.0,784.0,789.0,894887,سدور,0
147,2018-01-08,1191.0,1192.0,1137.0,1170.0,91953,سشمال,0
148,2018-01-08,3079.0,3164.0,3010.0,3100.0,265649,پتاير,0
149,2018-01-08,867.0,867.0,838.0,844.0,1008311,پلاسك,0
150,2018-01-09,5399.0,5410.0,5356.0,5395.0,502734,بترانس,1
151,2018-01-09,7700.0,7700.0,7678.0,7678.0,1837,بسويچ,1
152,2018-01-09,3745.0,3745.0,3700.0,3734.0,72168,بموتو,1
153,2018-01-09,2200.0,2200.0,2081.0,2149.0,297484,تكنو,1
154,2018-01-09,2281.0,2281.0,2281.0,2281.0,31235,تپمپي,1
155,2018-01-09,1415.0,1590.0,1415.0,1578.0,2235687,ثتوسا,1
156,2018-01-09,2611.0,2635.0,2510.0,2620.0,661615,ثفارس,1
157,2018-01-09,2849.0,2849.0,2750.0,2780.0,112834,حتايد,1
158,2018-01-09,1550.0,1550.0,1520.0,1525.0,284792,حتوكا,1
159,2018-01-09,3710.0,3720.0,3650.0,3720.0,157704,حكشتي,1
160,2018-01-09,1125.0,1125.0,1102.0,1106.0,2411678,خبهمن,1
161,2018-01-09,681.0,687.0,672.0,678.0,7941013,خزاميا,1
162,2018-01-09,963.0,963.0,941.0,943.0,26510694,خساپا,1
163,2018-01-09,1571.0,1580.0,1545.0,1555.0,251721,خمحركه,1
164,2018-01-09,815.0,815.0,791.0,796.0,20467686,خپارس,1
165,2018-01-09,1495.0,1495.0,1438.0,1470.0,1828188,خچرخش,1
166,2018-01-09,2882.0,2890.0,2790.0,2805.0,2308790,خگستر,1
167,2018-01-09,16666.0,17190.0,16301.0,16500.0,70080,داسوه,1
168,2018-01-09,7990.0,7990.0,7801.0,7979.0,33700,دالبر,1
169,2018-01-09,5813.0,5813.0,5626.0,5628.0,13064,دجابر,1
170,2018-01-09,18997.0,18997.0,18378.0,18378.0,1220,دزهراوي,1
171,2018-01-09,3483.0,3649.0,3483.0,3510.0,35519,دسبحا,1
172,2018-01-09,18000.0,18000.0,18000.0,18000.0,1000,دسينا,1
173,2018-01-09,4621.0,4621.0,4621.0,4621.0,31714,دفارا,1
174,2018-01-09,3901.0,3951.0,3885.0,3900.0,55245,دلر,1
175,2018-01-09,9210.0,9210.0,8990.0,8990.0,272998,دپارس,1
176,2018-01-09,796.0,796.0,765.0,773.0,803694,سدور,1
177,2018-01-09,1177.0,1188.0,1145.0,1186.0,107956,سشمال,1
178,2018-01-09,3040.0,3124.0,2990.0,2990.0,230137,پتاير,1
179,2018-01-09,837.0,840.0,813.0,824.0,1715601,پلاسك,1
180,2018-01-10,5400.0,5410.0,5360.0,5400.0,202898,بترانس,2
181,2018-01-10,7850.0,7850.0,7850.0,7850.0,200,بسويچ,2
182,2018-01-10,3660.0,3770.0,3640.0,3765.0,27606,بموتو,2
183,2018-01-10,2050.0,2113.0,2050.0,2083.0,77735,تكنو,2
184,2018-01-10,2305.0,2367.0,2270.0,2367.0,105414,تپمپي,2
185,2018-01-10,1598.0,1650.0,1560.0,1618.0,1767969,ثتوسا,2
186,2018-01-10,2532.0,2660.0,2532.0,2620.0,1975571,ثفارس,2
187,2018-01-10,2750.0,2834.0,2750.0,2800.0,82067,حتايد,2
188,2018-01-10,1500.0,1520.0,1480.0,1484.0,426476,حتوكا,2
189,2018-01-10,3660.0,3709.0,3660.0,3709.0,151074,حكشتي,2
190,2018-01-10,1115.0,1125.0,1105.0,1120.0,2086901,خبهمن,2
191,2018-01-10,678.0,699.0,670.0,691.0,13597353,خزاميا,2
192,2018-01-10,944.0,970.0,930.0,953.0,28418796,خساپا,2
193,2018-01-10,1524.0,1616.0,1503.0,1550.0,1130197,خمحركه,2
194,2018-01-10,799.0,830.0,789.0,815.0,16328190,خپارس,2
195,2018-01-10,1470.0,1515.0,1457.0,1480.0,917267,خچرخش,2
196,2018-01-10,2810.0,2958.0,2810.0,2958.0,9403266,خگستر,2
197,2018-01-10,16666.0,17190.0,16301.0,16500.0,70080,داسوه,2
198,2018-01-10,7831.0,7979.0,7831.0,7945.0,5571,دالبر,2
199,2018-01-10,5601.0,5610.0,5600.0,5610.0,10460,دجابر,2
200,2018-01-10,18370.0,18894.0,18370.0,18370.0,11080,دزهراوي,2
201,2018-01-10,3497.0,3600.0,3491.0,3600.0,76707,دسبحا,2
202,2018-01-10,17200.0,17200.0,17200.0,17200.0,120,دسينا,2
203,2018-01-10,4576.0,4576.0,4576.0,4576.0,10340,دفارا,2
204,2018-01-10,3899.0,4049.0,3864.0,3910.0,24911,دلر,2
205,2018-01-10,9120.0,9120.0,8549.0,8549.0,521866,دپارس,2
206,2018-01-10,785.0,785.0,760.0,772.0,510578,سدور,2
207,2018-01-10,1188.0,1188.0,1151.0,1184.0,16994,سشمال,2
208,2018-01-10,3000.0,3000.0,2900.0,2977.0,364442,پتاير,2
209,2018-01-10,811.0,838.0,811.0,819.0,1327728,پلاسك,2
210,2018-01-11,5400.0,5410.0,5360.0,5400.0,202898,بترانس,3
211,2018-01-11,7850.0,7850.0,7850.0,7850.0,200,بسويچ,3
212,2018-01-11,3660.0,3770.0,3640.0,3765.0,27606,بموتو,3
213,2018-01-11,2050.0,2113.0,2050.0,2083.0,77735,تكنو,3
214,2018-01-11,2305.0,2367.0,2270.0,2367.0,105414,تپمپي,3
215,2018-01-11,1598.0,1650.0,1560.0,1618.0,1767969,ثتوسا,3
216,2018-01-11,2532.0,2660.0,2532.0,2620.0,1975571,ثفارس,3
217,2018-01-11,2750.0,2834.0,2750.0,2800.0,82067,حتايد,3
218,2018-01-11,1500.0,1520.0,1480.0,1484.0,426476,حتوكا,3
219,2018-01-11,3660.0,3709.0,3660.0,3709.0,151074,حكشتي,3
220,2018-01-11,1115.0,1125.0,1105.0,1120.0,2086901,خبهمن,3
221,2018-01-11,678.0,699.0,670.0,691.0,13597353,خزاميا,3
222,2018-01-11,944.0,970.0,930.0,953.0,28418796,خساپا,3
223,2018-01-11,1524.0,1616.0,1503.0,1550.0,1130197,خمحركه,3
224,2018-01-11,799.0,830.0,789.0,815.0,16328190,خپارس,3
225,2018-01-11,1470.0,1515.0,1457.0,1480.0,917267,خچرخش,3
226,2018-01-11,2810.0,2958.0,2810.0,2958.0,9403266,خگستر,3
227,2018-01-11,16666.0,17190.0,16301.0,16500.0,70080,داسوه,3
228,2018-01-11,7831.0,7979.0,7831.0,7945.0,5571,دالبر,3
229,2018-01-11,5601.0,5610.0,5600.0,5610.0,10460,دجابر,3
230,2018-01-11,18370.0,18894.0,18370.0,18370.0,11080,دزهراوي,3
231,2018-01-11,3497.0,3600.0,3491.0,3600.0,76707,دسبحا,3
232,2018-01-11,17200.0,17200.0,17200.0,17200.0,120,دسينا,3
233,2018-01-11,4576.0,4576.0,4576.0,4576.0,10340,دفارا,3
234,2018-01-11,3899.0,4049.0,3864.0,3910.0,24911,دلر,3
235,2018-01-11,9120.0,9120.0,8549.0,8549.0,521866,دپارس,3
236,2018-01-11,785.0,785.0,760.0,772.0,510578,سدور,3
237,2018-01-11,1188.0,1188.0,1151.0,1184.0,16994,سشمال,3
238,2018-01-11,3000.0,3000.0,2900.0,2977.0,364442,پتاير,3
239,2018-01-11,811.0,838.0,811.0,819.0,1327728,پلاسك,3
240,2018-01-12,5400.0,5410.0,5360.0,5400.0,202898,بترانس,4
241,2018-01-12,7850.0,7850.0,7850.0,7850.0,200,بسويچ,4
242,2018-01-12,3660.0,3770.0,3640.0,3765.0,27606,بموتو,4
243,2018-01-12,2050.0,2113.0,2050.0,2083.0,77735,تكنو,4
244,2018-01-12,2305.0,2367.0,2270.0,2367.0,105414,تپمپي,4
245,2018-01-12,1598.0,1650.0,1560.0,1618.0,1767969,ثتوسا,4
246,2018-01-12,2532.0,2660.0,2532.0,2620.0,1975571,ثفارس,4
247,2018-01-12,2750.0,2834.0,2750.0,2800.0,82067,حتايد,4
248,2018-01-12,1500.0,1520.0,1480.0,1484.0,426476,حتوكا,4
249,2018-01-12,3660.0,3709.0,3660.0,3709.0,151074,حكشتي,4
250,2018-01-12,1115.0,1125.0,1105.0,1120.0,2086901,خبهمن,4
251,2018-01-12,678.0,699.0,670.0,691.0,13597353,خزاميا,4
252,2018-01-12,944.0,970.0,930.0,953.0,28418796,خساپا,4
253,2018-01-12,1524.0,1616.0,1503.0,1550.0,1130197,خمحركه,4
254,2018-01-12,799.0,830.0,789.0,815.0,16328190,خپارس,4
255,2018-01-12,1470.0,1515.0,1457.0,1480.0,917267,خچرخش,4
256,2018-01-12,2810.0,2958.0,2810.0,2958.0,9403266,خگستر,4
257,2018-01-12,16666.0,17190.0,16301.0,16500.0,70080,داسوه,4
258,2018-01-12,7831.0,7979.0,7831.0,7945.0,5571,دالبر,4
259,2018-01-12,5601.0,5610.0,5600.0,5610.0,10460,دجابر,4
260,2018-01-12,18370.0,18894.0,18370.0,18370.0,11080,دزهراوي,4
261,2018-01-12,3497.0,3600.0,3491.0,3600.0,76707,دسبحا,4
262,2018-01-12,17200.0,17200.0,17200.0,17200.0,120,دسينا,4
263,2018-01-12,4576.0,4576.0,4576.0,4576.0,10340,دفارا,4
264,2018-01-12,3899.0,4049.0,3864.0,3910.0,24911,دلر,4
265,2018-01-12,9120.0,9120.0,8549.0,8549.0,521866,دپارس,4
266,2018-01-12,785.0,785.0,760.0,772.0,510578,سدور,4
267,2018-01-12,1188.0,1188.0,1151.0,1184.0,16994,سشمال,4
268,2018-01-12,3000.0,3000.0,2900.0,2977.0,364442,پتاير,4
269,2018-01-12,811.0,838.0,811.0,819.0,1327728,پلاسك,4
270,2018-01-16,5396.0,5396.0,5295.0,5350.0,351743,بترانس,1
271,2018-01-16,7851.0,7851.0,7800.0,7800.0,1672,بسويچ,1
272,2018-01-16,3660.0,3700.0,3600.0,3612.0,34615,بموتو,1
273,2018-01-16,2000.0,2049.0,1993.0,1994.0,68561,تكنو,1
274,2018-01-16,2302.0,2302.0,2231.0,2297.0,223786,تپمپي,1
275,2018-01-16,1692.0,1854.0,1560.0,1854.0,6750056,ثتوسا,1
276,2018-01-16,2490.0,2550.0,2435.0,2445.0,2108659,ثفارس,1
277,2018-01-16,2725.0,2828.0,2725.0,2770.0,244928,حتايد,1
278,2018-01-16,1561.0,1608.0,1531.0,1550.0,751992,حتوكا,1
279,2018-01-16,3759.0,3795.0,3660.0,3680.0,21881,حكشتي,1
280,2018-01-16,1092.0,1109.0,1090.0,1092.0,8315828,خبهمن,1
281,2018-01-16,679.0,690.0,679.0,681.0,8781321,خزاميا,1
282,2018-01-16,937.0,950.0,932.0,936.0,30477252,خساپا,1
283,2018-01-16,1601.0,1659.0,1601.0,1659.0,2280906,خمحركه,1
284,2018-01-16,810.0,820.0,804.0,807.0,10589859,خپارس,1
285,2018-01-16,1570.0,1570.0,1530.0,1531.0,365736,خچرخش,1
286,2018-01-16,3155.0,3227.0,3112.0,3196.0,5522306,خگستر,1
287,2018-01-16,6885.0,6885.0,6885.0,6885.0,810,داسوه,1
288,2018-01-16,7920.0,7998.0,7600.0,7749.0,1665251,دالبر,1
289,2018-01-16,5600.0,5600.0,5470.0,5477.0,8195,دجابر,1
290,2018-01-16,18085.0,18085.0,18085.0,18085.0,6751,دزهراوي,1
291,2018-01-16,3617.0,3617.0,3535.0,3535.0,2500,دسبحا,1
292,2018-01-16,17036.0,17036.0,16800.0,16800.0,39513,دسينا,1
293,2018-01-16,4544.0,4544.0,4544.0,4544.0,1350,دفارا,1
294,2018-01-16,4050.0,4050.0,3850.0,3850.0,80887,دلر,1
295,2018-01-16,8161.0,8498.0,8161.0,8459.0,4969,دپارس,1
296,2018-01-16,766.0,766.0,740.0,756.0,1346233,سدور,1
297,2018-01-16,1150.0,1150.0,1105.0,1120.0,112739,سشمال,1
298,2018-01-16,2920.0,2998.0,2920.0,2950.0,193083,پتاير,1
299,2018-01-16,820.0,820.0,807.0,812.0,1809225,پلاسك,1
300,2018-01-17,5390.0,5396.0,5350.0,5370.0,207356,بترانس,2
301,2018-01-17,7800.0,7811.0,7800.0,7811.0,5700,بسويچ,2
302,2018-01-17,3600.0,3645.0,3524.0,3645.0,54345,بموتو,2
303,2018-01-17,2000.0,2000.0,1944.0,1990.0,365312,تكنو,2
304,2018-01-17,2300.0,2300.0,2242.0,2242.0,2945,تپمپي,2
305,2018-01-17,1820.0,1954.0,1820.0,1858.0,1846233,ثتوسا,2
306,2018-01-17,2490.0,2550.0,2435.0,2445.0,2108659,ثفارس,2
307,2018-01-17,2800.0,2870.0,2747.0,2850.0,370012,حتايد,2
308,2018-01-17,1550.0,1589.0,1512.0,1535.0,405013,حتوكا,2
309,2018-01-17,3701.0,3740.0,3621.0,3740.0,25500,حكشتي,2
310,2018-01-17,1091.0,1121.0,1091.0,1100.0,8446751,خبهمن,2
311,2018-01-17,680.0,700.0,680.0,686.0,13378024,خزاميا,2
312,2018-01-17,940.0,959.0,933.0,949.0,57038222,خساپا,2
313,2018-01-17,1659.0,1687.0,1628.0,1632.0,503191,خمحركه,2
314,2018-01-17,806.0,829.0,800.0,816.0,17558580,خپارس,2
315,2018-01-17,1510.0,1568.0,1490.0,1529.0,867382,خچرخش,2
316,2018-01-17,3222.0,3364.0,3222.0,3364.0,10397177,خگستر,2
317,2018-01-17,6886.0,6886.0,6886.0,6886.0,253460,داسوه,2
318,2018-01-17,7840.0,7840.0,7608.0,7653.0,755633,دالبر,2
319,2018-01-17,5700.0,5700.0,5600.0,5690.0,6175,دجابر,2
320,2018-01-17,18021.0,18021.0,18021.0,18021.0,1690,دزهراوي,2
321,2018-01-17,3600.0,3600.0,3480.0,3569.0,84291,دسبحا,2
322,2018-01-17,16888.0,17000.0,16500.0,17000.0,8785,دسينا,2
323,2018-01-17,4530.0,4530.0,4304.0,4304.0,40241,دفارا,2
324,2018-01-17,3900.0,3900.0,3800.0,3823.0,83900,دلر,2
325,2018-01-17,8450.0,8657.0,8200.0,8657.0,40457,دپارس,2
326,2018-01-17,750.0,760.0,733.0,740.0,1298520,سدور,2
327,2018-01-17,1120.0,1149.0,1116.0,1119.0,175036,سشمال,2
328,2018-01-17,2936.0,2994.0,2911.0,2930.0,209917,پتاير,2
329,2018-01-17,808.0,830.0,808.0,828.0,1513901,پلاسك,2
330,2018-01-18,5390.0,5396.0,5350.0,5370.0,207356,بترانس,3
331,2018-01-18,7800.0,7811.0,7800.0,7811.0,5700,بسويچ,3
332,2018-01-18,3600.0,3645.0,3524.0,3645.0,54345,بموتو,3
333,2018-01-18,2000.0,2000.0,1944.0,1990.0,365312,تكنو,3
334,2018-01-18,2300.0,2300.0,2242.0,2242.0,2945,تپمپي,3
335,2018-01-18,1820.0,1954.0,1820.0,1858.0,1846233,ثتوسا,3
336,2018-01-18,2490.0,2550.0,2435.0,2445.0,2108659,ثفارس,3
337,2018-01-18,2800.0,2870.0,2747.0,2850.0,370012,حتايد,3
338,2018-01-18,1550.0,1589.0,1512.0,1535.0,405013,حتوكا,3
339,2018-01-18,3701.0,3740.0,3621.0,3740.0,25500,حكشتي,3
340,2018-01-18,1091.0,1121.0,1091.0,1100.0,8446751,خبهمن,3
341,2018-01-18,680.0,700.0,680.0,686.0,13378024,خزاميا,3
342,2018-01-18,940.0,959.0,933.0,949.0,57038222,خساپا,3
343,2018-01-18,1659.0,1687.0,1628.0,1632.0,503191,خمحركه,3
344,2018-01-18,806.0,829.0,800.0,816.0,17558580,خپارس,3
345,2018-01-18,1510.0,1568.0,1490.0,1529.0,867382,خچرخش,3
346,2018-01-18,3222.0,3364.0,3222.0,3364.0,10397177,خگستر,3
347,2018-01-18,6886.0,6886.0,6886.0,6886.0,253460,داسوه,3
348,2018-01-18,7840.0,7840.0,7608.0,7653.0,755633,دالبر,3
349,2018-01-18,5700.0,5700.0,5600.0,5690.0,6175,دجابر,3
350,2018-01-18,18021.0,18021.0,18021.0,18021.0,1690,دزهراوي,3
351,2018-01-18,3600.0,3600.0,3480.0,3569.0,84291,دسبحا,3
352,2018-01-18,16888.0,17000.0,16500.0,17000.0,8785,دسينا,3
353,2018-01-18,4530.0,4530.0,4304.0,4304.0,40241,دفارا,3
354,2018-01-18,3900.0,3900.0,3800.0,3823.0,83900,دلر,3
355,2018-01-18,8450.0,8657.0,8200.0,8657.0,40457,دپارس,3
356,2018-01-18,750.0,760.0,733.0,740.0,1298520,سدور,3
