,date,tic,open,high,low,close,volume,value,count,yesterday,code,name_en,name,date_jalali,last,stopped,b_queue,s_queue,day,log_volume,change,daily_variance
124,2018-07-16,بسويچ,2266.79,2267.0,2267.0,2383.64,4385.0,17439145.0,7.0,2386.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970425.0,2266.79,False,False,True,2,16.162328914877452,0.04902166434528701,0.0
124,2018-07-16,بموتو,2781.47,2904.0,2781.0,2870.11,84392.0,318014945.0,12.0,2866.0,MOTJ,Motogen-a,موتوژن‌-ت,13970425.0,2903.73,False,False,False,2,19.305333524906963,0.030883833720658904,0.042855500311834736
124,2018-07-16,پتاير,73.1,75.0,70.0,71.51,591153.0,1673404781.0,202.0,74.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970425.0,70.32,False,False,False,2,17.559667446192783,-0.022234652496154233,0.06992029086841
124,2018-07-16,پلاسك,765.15,795.0,765.0,775.08,1111041.0,866753545.0,142.0,784.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970425.0,780.05,False,False,False,2,20.573774221463594,0.012811580740052722,0.03870568199411673
125,2018-07-17,بترانس,549.06,561.0,532.0,548.67,1298213.0,7385557463.0,83.0,541.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970426.0,550.02,False,False,False,3,20.383996429281314,-0.000710809776368284,0.05285508593507938
125,2018-07-17,بسويچ,2348.3,2348.0,2265.0,2382.5,2430.0,9698490.0,9.0,2384.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970426.0,2348.3,False,False,False,3,15.571552171862951,0.014354669464847772,0.03483735571878279
125,2018-07-17,بموتو,2902.97,2940.0,2827.0,2875.46,48388.0,183768042.0,29.0,2870.0,MOTJ,Motogen-a,موتوژن‌-ت,13970426.0,2930.48,False,False,False,3,18.750975068512556,-0.009567164905788905,0.03929806013646512
125,2018-07-17,پتاير,68.98,72.0,68.0,68.88,548519.0,1495941781.0,145.0,72.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970426.0,68.25,False,False,False,3,17.44734305814402,-0.001451800232288161,0.05807200929152149
125,2018-07-17,پلاسك,794.96,814.0,795.0,808.87,2028998.0,1651902851.0,180.0,775.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970426.0,813.84,False,False,False,3,21.218690845033727,0.01719683014575886,0.023489559508944578
126,2018-07-18,بترانس,546.16,549.0,534.0,548.38,1738510.0,9863198509.0,133.0,549.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970427.0,547.12,False,False,False,4,20.67550745979164,0.004048287683723016,0.02735329516029031
126,2018-07-18,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,False,False,False,4,17.170243123388655,-0.03613456314837135,0.07892759233058906
126,2018-07-18,بموتو,2834.96,3019.0,2835.0,3004.6,639467.0,2514422564.0,107.0,2875.0,MOTJ,Motogen-a,موتوژن‌-ت,13970427.0,3019.12,False,False,False,4,21.376290022483186,0.056460094521733305,0.06123943286959995
126,2018-07-18,پتاير,67.01,72.0,67.0,68.6,601008.0,1632492737.0,141.0,69.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970427.0,67.39,False,False,False,4,17.534656059308677,0.023177842565597514,0.0728862973760933
126,2018-07-18,پلاسك,847.62,849.0,826.0,847.62,10066289.0,8590789411.0,577.0,809.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970427.0,848.62,False,False,False,4,22.86713509856856,0.0,0.02713480097213374
127,2018-07-21,بترانس,548.96,549.0,540.0,548.28,102584.0,580494974.0,74.0,548.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970430.0,541.32,False,False,False,0,17.845223359502132,-0.001240242212008579,0.016414970453053186
127,2018-07-21,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,True,False,False,0,17.170243123388655,-0.03613456314837135,0.07892759233058906
127,2018-07-21,بموتو,3132.97,3154.0,3007.0,3089.42,219275.0,892360091.0,64.0,3005.0,MOTJ,Motogen-a,موتوژن‌-ت,13970430.0,3094.0,False,False,False,0,20.333820578827726,-0.014096497077121184,0.04758174673563322
127,2018-07-21,پتاير,67.69,69.0,66.0,67.77,884745.0,2373401336.0,191.0,69.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970430.0,68.07,False,False,False,0,17.909174366025834,0.001180463331857729,0.04426737494466578
127,2018-07-21,پلاسك,854.58,889.0,850.0,875.45,13893173.0,12240389942.0,1208.0,848.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970430.0,889.36,False,False,False,0,23.22164616623991,0.023839168427665775,0.044548517905077384
128,2018-07-22,بترانس,546.54,549.0,539.0,548.57,3895465.0,22105996069.0,215.0,548.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970431.0,548.48,False,False,False,1,21.48263850634312,0.00370053047013159,0.018229214138578483
128,2018-07-22,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,True,False,False,1,17.170243123388655,-0.03613456314837135,0.07892759233058906
128,2018-07-22,بموتو,2946.52,2997.0,2942.0,3064.2,60080.0,233850021.0,20.0,3089.0,MOTJ,Motogen-a,موتوژن‌-ت,13970431.0,2941.94,False,False,False,1,19.03097408931967,0.038404803863977495,0.01794922002480256
128,2018-07-22,پتاير,66.56,71.0,67.0,70.9,1392721.0,3909506205.0,298.0,68.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970431.0,71.15,False,False,False,1,18.40804037908984,0.06121297602256704,0.05641748942172073
128,2018-07-22,پلاسك,891.35,905.0,855.0,881.41,10350911.0,9178327063.0,1040.0,875.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970431.0,868.49,False,False,False,1,22.934107991055942,-0.011277385098875728,0.056727289229756866
129,2018-07-23,بترانس,548.48,549.0,535.0,548.77,10792799.0,61272415465.0,536.0,549.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970501.0,549.06,False,False,False,2,22.50206912064685,0.0005284545437978819,0.025511598666107842
129,2018-07-23,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,True,False,False,2,17.170243123388655,-0.03613456314837135,0.07892759233058906
129,2018-07-23,بموتو,2941.94,2943.0,2911.0,3007.65,106967.0,408757647.0,42.0,3064.0,MOTJ,Motogen-a,موتوژن‌-ت,13970501.0,2911.37,False,False,False,2,19.589189976577394,0.021847621897494732,0.010639535850248533
129,2018-07-23,پتاير,72.32,73.0,69.0,70.32,485386.0,1351259476.0,146.0,71.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970501.0,70.67,False,False,False,2,17.34575598304361,-0.028441410693970423,0.056882821387940846
129,2018-07-23,پلاسك,873.46,873.0,838.0,839.67,2461532.0,2080520587.0,201.0,881.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970501.0,837.69,False,False,False,2,21.449303435804936,-0.04024199983326793,0.041683042147510334
130,2018-07-24,بترانس,549.06,549.0,535.0,548.67,76798.0,434281964.0,37.0,549.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970502.0,537.46,False,False,False,3,17.5564310450146,-0.000710809776368284,0.025516248382452113
130,2018-07-24,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,True,False,False,3,17.170243123388655,-0.03613456314837135,0.07892759233058906
130,2018-07-24,بموتو,2878.52,3002.0,2879.0,3006.13,6422.0,24620814.0,8.0,3008.0,MOTJ,Motogen-a,موتوژن‌-ت,13970502.0,2903.73,False,False,False,3,16.775893690866916,0.04244992731518601,0.04091639416791689
130,2018-07-24,پتاير,68.7,70.0,67.0,69.08,178193.0,487141511.0,46.0,70.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970502.0,67.26,False,False,False,3,16.32588776481983,0.0055008685581933335,0.04342790966994789
130,2018-07-24,پلاسك,815.83,835.0,798.0,810.86,5607271.0,4573229879.0,489.0,840.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970502.0,799.93,False,False,False,3,22.23767011920601,-0.006129294822780785,0.04563056507905187
131,2018-07-25,بترانس,541.42,545.0,525.0,546.74,255567.0,1421310898.0,61.0,549.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970503.0,540.84,False,False,False,4,18.755213254663925,0.009730402019241413,0.03658045871895234
131,2018-07-25,بسويچ,2468.0,2468.0,2280.0,2381.93,12023.0,49956880.0,11.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970427.0,2279.9,True,False,False,4,17.170243123388655,-0.03613456314837135,0.07892759233058906
131,2018-07-25,بموتو,2888.45,2942.0,2888.0,2993.14,40948.0,156533686.0,12.0,3006.0,MOTJ,Motogen-a,موتوژن‌-ت,13970503.0,2903.73,False,False,False,4,18.62413653060863,0.034976646598555386,0.0180412543349125
131,2018-07-25,پتاير,70.19,70.0,67.0,68.45,279131.0,756487229.0,88.0,69.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970503.0,67.92,False,False,False,4,16.76554003639152,-0.025420014609203723,0.04382761139517896
131,2018-07-25,پلاسك,793.96,824.0,775.0,789.0,2940011.0,2334460176.0,282.0,811.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970503.0,801.91,False,False,False,4,21.564690201650336,-0.0062864385297845835,0.062103929024081114
132,2018-07-28,بترانس,528.47,548.0,528.0,546.16,261204.0,1469074941.0,87.0,547.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970506.0,544.22,False,False,False,0,18.775968963312863,0.03238977588984902,0.03661930569796397
132,2018-07-28,بسويچ,2342.67,2343.0,2263.0,2354.07,57216.0,204768530.0,24.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970506.0,2262.9,False,False,False,0,18.718489882529806,0.004842676725840816,0.03398369632168967
132,2018-07-28,بموتو,3018.35,3018.0,2919.0,2993.14,2557.0,9906070.0,4.0,2993.0,MOTJ,Motogen-a,موتوژن‌-ت,13970506.0,2976.33,False,False,False,0,15.850668257860155,-0.008422592995984163,0.03307563294733958
132,2018-07-28,پتاير,65.7,69.0,66.0,66.73,583183.0,1540995338.0,149.0,68.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970506.0,66.3,False,False,False,0,17.476910936647354,0.015435336430391144,0.04495729057395474
132,2018-07-28,پلاسك,786.01,807.0,778.0,789.99,1841086.0,1463137985.0,202.0,789.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970506.0,805.89,False,False,False,0,21.097886460019797,0.005038038456183012,0.036709325434499174
133,2018-07-29,بترانس,528.85,538.0,526.0,545.67,44026.0,241869942.0,44.0,546.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970507.0,534.56,False,False,False,1,16.994550044893135,0.030824490992724426,0.02199131343119468
133,2018-07-29,بسويچ,2342.67,2343.0,2263.0,2354.07,57216.0,204768530.0,24.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970506.0,2262.9,True,False,False,1,18.718489882529806,0.004842676725840816,0.03398369632168967
133,2018-07-29,بموتو,2908.32,2965.0,2904.0,2980.91,45067.0,172093311.0,18.0,2993.0,MOTJ,Motogen-a,موتوژن‌-ت,13970507.0,2964.86,False,False,False,1,18.715889452356546,0.024351624168458524,0.020463549721393803
133,2018-07-29,پتاير,65.19,68.0,65.0,66.03,465427.0,1216648925.0,127.0,67.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970507.0,65.09,False,False,False,1,17.240819726985112,0.01272149023171291,0.045433893684688774
133,2018-07-29,پلاسك,794.96,812.0,776.0,800.92,1622867.0,1307576465.0,218.0,790.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970507.0,786.01,False,False,False,1,20.98546596305163,0.0074414423413074,0.044948309444139245
134,2018-07-30,بترانس,547.8,548.0,521.0,543.06,221288.0,1208094976.0,114.0,546.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970508.0,524.89,False,False,False,2,18.604440110602155,-0.008728317313004106,0.04971826317533975
134,2018-07-30,بسويچ,2342.67,2343.0,2263.0,2354.07,57216.0,204768530.0,24.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970506.0,2262.9,True,False,False,2,18.718489882529806,0.004842676725840816,0.03398369632168967
134,2018-07-30,بموتو,2911.37,2911.0,2866.0,2948.82,107091.0,406402761.0,29.0,2981.0,MOTJ,Motogen-a,موتوژن‌-ت,13970508.0,2889.98,False,False,False,2,19.5705945886039,0.012699995252338316,0.015260341424705474
134,2018-07-30,پتاير,65.17,65.0,63.0,62.87,1717393.0,4274152449.0,341.0,66.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970508.0,65.09,False,False,False,2,18.497387103678456,-0.03658342611738515,0.03181167488468268
134,2018-07-30,پلاسك,787.01,794.0,765.0,779.06,4352559.0,3410362917.0,423.0,801.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970508.0,783.03,False,False,False,2,21.944362570688092,-0.0102046055502786,0.03722434729032424
135,2018-07-31,بترانس,541.03,541.0,522.0,541.52,303967.0,1683031077.0,93.0,543.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970509.0,540.84,False,False,False,3,18.919054422064868,0.0009048603929679589,0.035086423400797755
135,2018-07-31,بسويچ,2342.67,2343.0,2263.0,2354.07,57216.0,204768530.0,24.0,2382.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970506.0,2262.9,True,False,False,3,18.718489882529806,0.004842676725840816,0.03398369632168967
135,2018-07-31,بموتو,2912.9,3057.0,2912.0,2959.51,176363.0,684497410.0,53.0,2949.0,MOTJ,Motogen-a,موتوژن‌-ت,13970509.0,2941.94,False,False,False,3,20.073078643061425,0.01574922875746327,0.048994597078570436
135,2018-07-31,پتاير,64.92,66.0,65.0,65.95,683455.0,1784360192.0,133.0,63.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970509.0,66.0,False,False,False,3,17.62381297454149,0.015617892342683869,0.015163002274450341
135,2018-07-31,پلاسك,804.89,818.0,795.0,814.83,3054833.0,2503501367.0,259.0,779.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970509.0,817.81,False,False,False,3,21.635214987135328,0.012198863566633597,0.028226746683357264
136,2018-08-01,بترانس,547.99,548.0,522.0,538.33,580833.0,3203810388.0,169.0,542.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970510.0,521.99,False,False,False,4,19.560690314079462,-0.01794438355655447,0.04829751267809707
136,2018-08-01,بسويچ,2242.63,2440.0,2238.0,2348.37,13285.0,47155605.0,8.0,2354.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970510.0,2248.97,False,False,False,4,17.255867607647264,0.04502697615793073,0.08601710973994729
136,2018-08-01,بموتو,2942.7,2946.0,2943.0,2958.75,9690.0,37327975.0,10.0,2960.0,MOTJ,Motogen-a,موتوژن‌-ت,13970510.0,2944.23,False,False,False,4,17.171371865713006,0.005424588086185106,0.0010139416983523447
136,2018-08-01,پتاير,67.92,69.0,65.0,67.21,666319.0,1773275507.0,138.0,66.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970510.0,65.42,False,False,False,4,17.617345859809564,-0.010563904180925577,0.05951495313197441
136,2018-08-01,پلاسك,827.75,842.0,782.0,792.97,3546739.0,2831292071.0,314.0,815.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970510.0,783.03,False,False,False,4,21.757324537636336,-0.04386042347125361,0.07566490535581422
137,2018-08-04,بترانس,536.2,543.0,522.0,537.75,917563.0,5101293514.0,150.0,538.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970513.0,531.66,False,False,False,0,20.016870289551516,0.0028823802882379443,0.03905160390516039
137,2018-08-04,بسويچ,2456.64,2457.0,2231.0,2314.18,81981.0,291164065.0,39.0,2348.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970513.0,2231.24,False,False,False,0,19.061053484190527,-0.06155960210528137,0.09765878194436042
137,2018-08-04,بموتو,2944.23,2944.0,2866.0,2941.17,64199.0,242271330.0,11.0,2959.0,MOTJ,Motogen-a,موتوژن‌-ت,13970513.0,2880.81,False,False,False,0,19.0563056535844,-0.001040402288885017,0.026520058344128357
137,2018-08-04,پتاير,65.45,65.0,64.0,64.16,459865.0,1167996050.0,85.0,67.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970513.0,63.85,False,False,False,0,17.200068210689494,-0.02010598503740658,0.015586034912718205
137,2018-08-04,پلاسك,780.05,805.0,775.0,784.03,2582649.0,2038069862.0,245.0,793.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970513.0,793.96,False,False,False,0,21.42877345926699,0.005076336364679947,0.03826384194482354
138,2018-08-05,بترانس,537.46,537.0,521.0,533.11,809162.0,4430071909.0,97.0,538.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970514.0,531.66,False,False,False,1,19.882482205072115,-0.008159666860497876,0.03001256776275065
138,2018-08-05,بسويچ,2310.38,2311.0,2207.0,2286.96,82338.0,290586518.0,29.0,2314.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970514.0,2225.54,False,False,False,1,19.053566709205732,-0.010240668835484693,0.04547521600727603
138,2018-08-05,بموتو,2873.93,2904.0,2874.0,2941.17,1310.0,4965910.0,3.0,2941.0,MOTJ,Motogen-a,موتوژن‌-ت,13970514.0,2903.73,False,False,False,1,15.164345156546844,0.02286165029563073,0.010200022440049368
138,2018-08-05,پتاير,62.92,64.0,61.0,61.88,1406937.0,3447458074.0,332.0,64.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970514.0,61.13,False,False,False,1,18.28212258467951,-0.016806722689075616,0.04848093083387201
138,2018-08-05,پلاسك,800.92,805.0,782.0,791.98,5650313.0,4501641799.0,504.0,784.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970514.0,791.98,False,False,False,1,22.22175763878861,-0.0112881638425212,0.029041137402459657
139,2018-08-06,بترانس,534.56,536.0,520.0,530.98,577635.0,3152863371.0,80.0,533.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970515.0,521.99,False,False,False,2,19.541421816041957,-0.006742250178914323,0.030132961693472446
139,2018-08-06,بسويچ,2231.87,2315.0,2232.0,2279.36,34945.0,123323498.0,13.0,2287.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970515.0,2315.45,False,False,False,2,18.19318065670122,0.02083479573213544,0.03641373016987224
139,2018-08-06,بموتو,2919.01,2919.0,2827.0,2917.49,90407.0,339624148.0,25.0,2941.0,MOTJ,Motogen-a,موتوژن‌-ت,13970515.0,2827.32,False,False,False,2,19.39055591357348,-0.0005209957874749996,0.03153395555768829
139,2018-08-06,پتاير,60.95,64.0,60.0,62.29,971736.0,2396264134.0,196.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970515.0,60.37,False,False,False,2,17.918640340879058,0.02151228126505051,0.06421576497030021
139,2018-08-06,پلاسك,795.95,800.0,765.0,783.03,3427466.0,2699328743.0,279.0,792.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970515.0,776.08,False,False,False,2,21.710502780035892,-0.01650000638545148,0.04469815971291011
140,2018-08-07,بترانس,523.92,531.0,504.0,522.09,846643.0,4513313379.0,192.0,531.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970516.0,504.49,False,False,False,3,19.90687438399421,-0.003505142791472595,0.051715221513532146
140,2018-08-07,بسويچ,2342.67,2343.0,2165.0,2271.76,18288.0,63043416.0,18.0,2279.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970516.0,2166.66,False,False,False,3,17.542310526493175,-0.03121368454414192,0.07835334718456174
140,2018-08-07,بموتو,2857.88,2869.0,2812.0,2886.92,98511.0,365195114.0,23.0,2917.0,MOTJ,Motogen-a,موتوژن‌-ت,13970516.0,2827.32,False,False,False,3,19.46586896490483,0.010059163399055035,0.01974422567996342
140,2018-08-07,پتاير,60.14,64.0,59.0,60.65,1137268.0,2730997131.0,241.0,62.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970516.0,62.29,False,False,False,3,18.049259088351484,0.008408903544929893,0.08244023083264633
140,2018-08-07,پلاسك,792.97,822.0,755.0,805.89,4836897.0,3922525133.0,463.0,783.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970516.0,818.81,False,False,False,3,22.083731214153858,0.016031964660189305,0.0831378972316321
141,2018-08-08,بترانس,525.86,526.0,503.0,520.35,373850.0,1991423486.0,86.0,522.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970517.0,512.13,False,False,False,4,19.08611158851193,-0.01058902661670028,0.044201018545209955
141,2018-08-08,بسويچ,2329.38,2329.0,2313.0,2273.66,9388.0,34510164.0,4.0,2272.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970517.0,2312.92,False,False,False,4,16.876333703831836,-0.02450674243290565,0.007037111969247821
141,2018-08-08,بموتو,2880.81,2881.0,2799.0,2881.57,22342.0,82371829.0,16.0,2887.0,MOTJ,Motogen-a,موتوژن‌-ت,13970517.0,2799.04,False,False,False,4,17.98031415761545,0.00026374511117211043,0.02845670936329848
141,2018-08-08,پتاير,63.12,63.0,60.0,60.52,499270.0,1196415410.0,151.0,61.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970517.0,59.89,False,False,False,4,17.223876199485968,-0.042961004626569634,0.0495703899537343
141,2018-08-08,پلاسك,834.71,835.0,801.0,811.85,2365309.0,1932228197.0,211.0,806.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970517.0,802.91,False,False,False,4,21.375734820797742,-0.028157910944139945,0.04187965757221161
142,2018-08-11,بترانس,517.16,522.0,507.0,519.86,228350.0,1221018816.0,40.0,520.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970520.0,511.94,False,False,False,0,18.59219436317028,0.005193705997768717,0.02885392220982572
142,2018-08-11,بسويچ,2312.28,2312.0,2311.0,2274.93,9675.0,35332002.0,8.0,2274.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970520.0,2311.02,False,False,False,0,16.90700507957888,-0.01641808758950841,0.00043957396491320615
142,2018-08-11,بموتو,2880.81,3025.0,2755.0,2873.93,145900.0,547514049.0,29.0,2882.0,MOTJ,Motogen-a,موتوژن‌-ت,13970520.0,2789.11,False,False,False,0,19.854112444555383,-0.0023939344382083454,0.09394800847619811
142,2018-08-11,پتاير,59.36,62.0,59.0,60.01,233736.0,555263565.0,100.0,61.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970520.0,60.52,False,False,False,0,16.456458767310565,0.010831528078653535,0.049991668055324116
142,2018-08-11,پلاسك,789.0,824.0,788.0,800.92,1883225.0,1517229868.0,181.0,812.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970520.0,793.96,False,False,False,0,21.134257357600607,0.014882884682614943,0.044948309444139245
143,2018-08-12,بترانس,512.32,517.0,499.0,518.03,296727.0,1566717037.0,80.0,520.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970521.0,509.42,False,False,False,1,18.850600958790082,0.01102252765283849,0.03474702237322163
143,2018-08-12,بسويچ,2307.85,2308.0,2197.0,2266.06,41550.0,145850575.0,17.0,2275.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970521.0,2307.22,False,False,False,1,18.360450719896992,-0.01844170057280035,0.04898369857814886
143,2018-08-12,بموتو,2789.11,2862.0,2789.0,2865.52,39475.0,145478472.0,19.0,2874.0,MOTJ,Motogen-a,موتوژن‌-ت,13970521.0,2857.88,False,False,False,1,18.543927952675993,0.02666531728970653,0.02547530640163042
143,2018-08-12,پتاير,59.86,62.0,59.0,60.62,555308.0,1332869445.0,117.0,60.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970521.0,61.38,False,False,False,1,17.33190306538263,0.012537116463213429,0.04948861761794787
143,2018-08-12,پلاسك,794.96,828.0,791.0,814.83,2729152.0,2238060605.0,269.0,801.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970521.0,815.83,False,False,False,1,21.5224809987234,0.024385454634709085,0.04540824466453125
144,2018-08-13,بترانس,516.19,516.0,498.0,515.32,441194.0,2322606886.0,76.0,518.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970522.0,510.78,False,False,False,2,19.24202803391763,-0.0016882713653652186,0.03492975238686641
144,2018-08-13,بسويچ,2306.58,2319.0,2157.0,2269.86,23806.0,86710704.0,14.0,2266.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970522.0,2311.02,False,False,False,2,17.805166363292543,-0.016177209167085104,0.07137004044302292
144,2018-08-13,بموتو,2941.94,2965.0,2804.0,2868.58,11370.0,43776700.0,9.0,2866.0,MOTJ,Motogen-a,موتوژن‌-ت,13970522.0,2804.39,False,False,False,2,17.300305999538278,-0.025573628764057523,0.0561253303027979
144,2018-08-13,پتاير,61.88,64.0,62.0,63.53,948927.0,2386925413.0,179.0,61.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970522.0,63.65,False,False,False,2,17.91459938683485,0.025971981740909783,0.031481189988981584
144,2018-08-13,پلاسك,824.77,835.0,800.0,803.9,1478009.0,1196160601.0,182.0,815.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970522.0,804.89,False,False,False,2,20.89568135311554,-0.025960940415474566,0.04353775345192188
145,2018-08-14,بترانس,512.32,516.0,503.0,514.45,2691602.0,14324856274.0,180.0,515.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970523.0,515.13,False,False,False,3,21.048745482170304,0.004140344056759637,0.025269705510739624
145,2018-08-14,بسويچ,2298.35,2298.0,2298.0,2269.86,375.0,1361250.0,1.0,2270.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970523.0,2298.35,False,True,False,3,13.654399460535128,-0.012551434890257451,0.0
145,2018-08-14,بموتو,2804.39,2810.0,2791.0,2859.41,41634.0,152935774.0,15.0,2869.0,MOTJ,Motogen-a,موتوژن‌-ت,13970523.0,2808.98,False,False,False,3,18.595043008953734,0.01924173168590723,0.006644727408801117
145,2018-08-14,پتاير,65.04,65.0,62.0,63.98,769213.0,1948448572.0,183.0,64.0,TAIR,Iran Tire-a,ايران‌_تاير-ت,13970523.0,63.42,False,False,False,3,17.711693727751346,-0.016567677399187394,0.04688965301656768
145,2018-08-14,پلاسك,799.93,815.0,795.0,802.91,1439991.0,1163409095.0,158.0,804.0,PLKK,Plascokar Saipa-a,پلاسكوكار-ت,13970523.0,795.95,False,False,False,3,20.868390049496895,0.003711499420856657,0.024909392086286137
146,2018-08-15,بترانس,512.23,512.0,499.0,513.87,152016.0,799664274.0,54.0,514.0,TRNS,S*Iran Transfo-a,ايران‌_ترانسفو-ت,13970524.0,509.04,False,False,False,4,18.173711372624535,0.003191468659388535,0.02529822717808006
146,2018-08-15,بسويچ,2311.02,2311.0,2296.0,2269.86,1600.0,5826200.0,3.0,2270.0,SWIC,Pars Switch-a,پارس‌سويچ‌-ت,13970524.0,2296.45,False,False,False,4,15.10523234279259,-0.0181332769421902,0.006608337078057677
