"datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"20090102","BA","45.25","1.0","42.8","45.56","42.78","7010171.0"
"20090105","BA","46.17","1.0","45.5","46.81","44.8","6917353.0"
"20090106","BA","46.31","1.0","46.85","47.0","45.5","7180778.0"
"20090107","BA","44.76","1.0","45.1","45.61","44.17","6586169.0"
"20090108","BA","44.79","1.0","44.5","44.9","43.88","5476776.0"
"20090109","BA","44.45","1.0","44.8","45.15","43.93","5644942.0"
"20090112","BA","43.74","1.0","44.28","44.45","43.19","4988907.0"
"20090113","BA","42.46","1.0","43.38","43.62","41.8","6359304.0"
"20090114","BA","41.2","1.0","41.88","41.98","40.87","7354895.0"
"20090115","BA","40.96","1.0","41.07","41.6","39.51","8464821.0"
"20090116","BA","42.46","1.0","41.45","43.05","41.04","9310704.0"
"20090120","BA","40.36","1.0","42.08","42.74","40.2","9590414.0"
"20090121","BA","42.27","1.0","40.75","42.4","40.0","6933013.0"
"20090122","BA","42.26","1.0","41.73","42.75","41.17","6590741.0"
"20090123","BA","41.98","1.0","40.91","42.84","40.91","5755506.0"
"20090126","BA","43.01","1.0","42.46","43.77","42.06","4659186.0"
"20090127","BA","43.22","1.0","43.29","43.96","42.88","5218829.0"
"20090128","BA","43.24","1.0","43.47","44.4","42.76","8070961.0"
"20090129","BA","40.71","1.0","42.76","42.76","40.37","8441360.0"
"20090130","BA","42.31","1.0","40.76","42.49","40.63","9098244.0"
"20090202","BA","40.8","1.0","41.73","41.73","40.11","8076632.0"
"20090203","BA","42.09","1.0","41.45","42.43","40.76","7221234.0"
"20090204","BA","41.97","1.0","42.12","42.97","41.69","6729177.0"
"20090205","BA","42.72","1.0","41.75","43.11","40.62","9021007.0"
"20090206","BA","42.92","1.0","42.52","43.67","42.25","6334157.0"
"20090209","BA","42.8","1.0","42.8","43.42","42.44","5087800.0"
"20090210","BA","40.21","1.0","41.29","42.23","40.02","9999165.0"
"20090211","BA","40.33","1.0","40.51","40.76","39.86","6519292.0"
"20090212","BA","39.86","1.0","39.58","39.99","38.58","6028812.0"
"20090213","BA","40.48","1.0","39.89","41.19","39.89","5483456.0"
"20090217","BA","38.43","1.0","39.49","39.7436","38.3","6949373.0"
"20090218","BA","37.98","1.0","38.77","38.77","37.76","6324425.0"
"20090219","BA","37.57","1.0","38.24","38.7","37.42","5467193.0"
"20090220","BA","36.31","1.0","36.73","37.2","35.32","10598820.0"
"20090223","BA","34.46","1.0","36.73","36.79","34.35","9519248.0"
"20090224","BA","35.44","1.0","34.44","35.8326","33.8906","10815810.0"
"20090225","BA","33.91","1.0","35.27","35.27","33.22","11646920.0"
"20090226","BA","32.71","1.0","34.5","34.62","32.64","8771896.0"
"20090227","BA","31.44","1.0","32.3","32.37","31.4","11787420.0"
"20090302","BA","29.51","1.0","30.96","31.0","29.32","13956310.0"
"20090303","BA","29.36","1.0","29.7","30.11","29.05","10424190.0"
"20090304","BA","30.31","1.0","29.86","30.78","29.11","11627390.0"
"20090305","BA","29.39","1.0","29.22","30.02","29.07","11661780.0"
"20090306","BA","30.1","1.0","29.61","30.2","29.39","13134930.0"
"20090309","BA","31.0","1.0","29.98","31.46","29.96","12407150.0"
"20090310","BA","33.01","1.0","31.42","33.02","31.32","11501520.0"
"20090311","BA","33.27","1.0","32.59","33.7","32.39","10823010.0"
"20090312","BA","33.63","1.0","33.01","33.75","32.39","6133118.0"
"20090313","BA","33.4","1.0","33.72","34.1","32.93","7433920.0"
"20090316","BA","33.83","1.0","33.74","34.96","33.38","7157179.0"
"20090317","BA","34.44","1.0","33.92","34.44","33.26","5270819.0"
"20090318","BA","33.75","1.0","34.29","34.75","32.5","15879890.0"
"20090319","BA","33.19","1.0","33.86","34.12","32.97","10424540.0"
"20090320","BA","32.55","1.0","33.22","33.5","32.54","11322970.0"
"20090323","BA","35.5","1.0","33.2","35.5","33.05","8224165.0"
"20090324","BA","36.1","1.0","34.88","36.7199","34.82","8468264.0"
"20090325","BA","37.06","1.0","36.03","37.79","35.97","12446130.0"
"20090326","BA","38.66","1.0","37.32","38.68","36.91","9544545.0"
"20090327","BA","37.53","1.0","38.23","38.47","37.071","7328928.0"
"20090330","BA","35.52","1.0","36.63","36.98","35.11","10833150.0"
"20090331","BA","35.58","1.0","35.9","36.24","35.05","11532860.0"
"20090401","BA","35.44","1.0","34.52","35.6","34.21","9288760.0"
"20090402","BA","37.2","1.0","36.16","37.98","36.16","9449239.0"
"20090403","BA","37.69","1.0","37.23","38.12","36.39","8591254.0"
"20090406","BA","38.16","1.0","37.48","38.22","36.54","7390249.0"
"20090407","BA","36.64","1.0","37.51","37.69","36.51","6015876.0"
"20090408","BA","36.87","1.0","36.5","37.16","36.24","4477215.0"
"20090409","BA","39.15","1.0","37.68","39.18","37.68","9063903.0"
"20090413","BA","37.15","1.0","36.97","37.48","35.81","9530645.0"
"20090414","BA","37.04","1.0","36.51","37.5","36.3","5845048.0"
"20090415","BA","37.57","1.0","36.63","38.04","36.61","5452170.0"
"20090416","BA","38.39","1.0","37.62","38.75","37.0","6423818.0"
"20090417","BA","38.32","1.0","38.55","38.78","38.18","6152158.0"
"20090420","BA","36.48","1.0","37.65","37.8575","36.36","7016920.0"
"20090421","BA","36.65","1.0","36.66","36.66","35.935","7351855.0"
"20090422","BA","37.3","1.0","37.85","38.32","36.54","11625940.0"
"20090423","BA","37.93","1.0","37.29","38.12","36.6","6400297.0"
"20090424","BA","38.72","1.0","38.1","39.01","37.75","8350952.0"
"20090427","BA","39.47","1.0","37.99","39.85","37.72","8546412.0"
"20090428","BA","38.85","1.0","39.11","39.42","38.32","6627144.0"
"20090429","BA","40.55","1.0","39.09","40.73","39.02","7775866.0"
"20090430","BA","40.05","1.0","41.07","41.74","39.9","7028035.0"
"20090501","BA","41.21","1.0","40.31","41.37","40.09","5501607.0"
"20090504","BA","42.18","1.0","41.9","42.18","41.51","5269635.0"
"20090505","BA","43.15","1.0","41.92","43.25","41.92","7681469.0"
"20090506","BA","44.2","1.0","43.3","44.21","43.08","7930286.0"
"20090507","BA","43.53","1.0","44.47","44.62","42.75","7106644.0"
"20090508","BA","45.83","1.0","43.96","45.84","43.77","7491082.0"
"20090511","BA","44.72","1.0","45.26","45.6","44.53","9595553.0"
"20090512","BA","44.1","1.0","44.54","45.07","43.29","7068690.0"
"20090513","BA","42.95","1.0","43.18","43.42","42.38","6323639.0"
"20090514","BA","43.44","1.0","42.94","43.81","42.72","5231182.0"
"20090515","BA","43.0","1.0","43.27","43.99","42.71","5189274.0"
"20090518","BA","44.37","1.0","44.25","44.53","43.81","7269605.0"
"20090519","BA","44.62","1.0","44.36","45.06","43.9","4792004.0"
"20090520","BA","44.58","1.0","45.05","45.74","44.54","4734105.0"
"20090521","BA","43.29","1.0","43.99","44.0","42.7","5764377.0"
"20090522","BA","42.94","1.0","43.47","43.61","42.86","2951030.0"
"20090526","BA","44.16","1.0","42.61","44.33","42.52","4718294.0"
"20090527","BA","43.57","1.0","43.89","44.33","43.4504","4622253.0"
"20090528","BA","44.32","1.0","43.99","44.45","43.19","4559592.0"
"20090529","BA","44.85","1.0","44.61","45.08","43.95","5417382.0"
"20090601","BA","47.7","1.0","45.54","47.81","45.54","6919942.0"
"20090602","BA","49.2","1.0","47.7","49.43","47.31","7452295.0"
"20090603","BA","48.37","1.0","48.71","49.2","47.7917","4700000.0"
"20090604","BA","50.57","1.0","48.63","50.91","48.57","7222624.0"
"20090605","BA","52.65","1.0","52.16","53.26","52.16","13722860.0"
"20090608","BA","52.83","1.0","52.49","53.33","51.13","7956656.0"
"20090609","BA","52.35","1.0","53.39","53.39","51.31","7721626.0"
"20090610","BA","52.3","1.0","52.82","53.2","51.1","6555819.0"
"20090611","BA","50.66","1.0","51.83","52.57","50.48","11852110.0"
"20090612","BA","51.44","1.0","50.76","51.56","50.11","5476628.0"
"20090615","BA","49.52","1.0","50.9","51.09","49.0175","6362136.0"
"20090616","BA","48.83","1.0","49.57","50.15","48.7","5725669.0"
"20090617","BA","48.55","1.0","48.55","49.16","48.05","4870801.0"
"20090618","BA","48.96","1.0","48.43","49.28","48.15","3098216.0"
"20090619","BA","48.44","1.0","49.18","49.53","48.11","7032543.0"
"20090622","BA","46.9","1.0","47.83","48.03","46.53","5198131.0"
"20090623","BA","43.87","1.0","44.39","44.5","42.52","27278430.0"
"20090624","BA","41.32","1.0","43.14","43.55","41.09","21282320.0"
"20090625","BA","42.53","1.0","41.4","42.6","41.11","14004280.0"
"20090626","BA","41.88","1.0","42.11","42.78","41.5","15577460.0"
"20090629","BA","42.65","1.0","42.15","43.02","42.08","5514579.0"
"20090630","BA","42.5","1.0","43.63","43.79","42.1","8321145.0"
"20090701","BA","42.23","1.0","42.63","42.95","42.15","6346523.0"
"20090702","BA","40.83","1.0","41.81","41.81","40.62","7201460.0"
"20090706","BA","40.56","1.0","40.38","40.76","39.92","7132705.0"
"20090707","BA","39.04","1.0","40.5","40.69","38.9405","7701527.0"
"20090708","BA","39.55","1.0","39.12","39.83","38.92","8798935.0"
"20090709","BA","39.3","1.0","39.75","40.0","39.02","5432582.0"
"20090710","BA","39.65","1.0","39.2","39.71","38.92","5833419.0"
"20090713","BA","40.44","1.0","39.68","40.83","39.26","6548630.0"
"20090714","BA","40.41","1.0","40.39","40.9","40.11","5748486.0"
"20090715","BA","41.36","1.0","40.77","41.46","40.51","7867086.0"
"20090716","BA","42.05","1.0","41.01","42.22","41.01","5356438.0"
"20090717","BA","41.36","1.0","42.25","42.4","41.1","5691283.0"
"20090720","BA","42.2","1.0","41.71","42.26","41.16","5534658.0"
"20090721","BA","43.02","1.0","42.82","43.71","42.5","9161761.0"
"20090722","BA","42.0","1.0","42.4","43.46","41.95","12051730.0"
"20090723","BA","41.95","1.0","42.0","42.19","40.78","13615530.0"
"20090724","BA","42.37","1.0","41.95","42.49","41.72","5067937.0"
"20090727","BA","42.24","1.0","42.0","42.37","41.43","5671696.0"
"20090728","BA","43.25","1.0","41.99","43.35","41.8","7830960.0"
"20090729","BA","43.37","1.0","43.0","43.5","42.64","5078005.0"
"20090730","BA","43.24","1.0","43.94","44.5","43.13","8276196.0"
"20090731","BA","42.91","1.0","43.32","43.49","42.8","6028441.0"
"20090803","BA","43.79","1.0","43.18","44.02","42.51","6064074.0"
"20090804","BA","44.16","1.0","43.64","44.44","43.35","5962855.0"
"20090805","BA","44.03","1.0","43.63","44.2101","43.4","7128810.0"
"20090806","BA","45.52","1.0","44.29","45.73","44.0301","10206670.0"
"20090807","BA","46.69","1.0","45.89","47.21","45.38","6688910.0"
"20090810","BA","45.77","1.0","46.41","46.41","45.19","5620207.0"
"20090811","BA","45.39","1.0","45.56","45.83","44.84","5081496.0"
"20090812","BA","46.34","1.0","45.33","46.78","45.31","4681883.0"
"20090813","BA","46.62","1.0","46.45","46.87","45.75","3484283.0"
"20090814","BA","44.87","1.0","45.82","46.24","44.21","10505140.0"
"20090817","BA","44.16","1.0","44.16","44.28","43.7","5211046.0"
"20090818","BA","43.78","1.0","44.0","44.53","43.69","5444111.0"
"20090819","BA","43.52","1.0","43.5","43.91","43.1","6578869.0"
"20090820","BA","44.74","1.0","43.54","44.83","43.49","5192085.0"
"20090821","BA","45.87","1.0","45.18","46.02","44.92","5529798.0"
"20090824","BA","47.13","1.0","46.51","47.7868","45.973","6157061.0"
"20090825","BA","48.25","1.0","47.5","48.77","47.28","8247517.0"
"20090826","BA","47.82","1.0","48.07","48.38","47.44","3950809.0"
