"datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"20090102","CVX","76.52","1.0","74.23","77.3","73.58","13695840.0"
"20090105","CVX","76.66","1.0","76.16","78.37","75.74","16954390.0"
"20090106","CVX","77.35","1.0","77.56","78.45","76.33","15896680.0"
"20090107","CVX","73.96","1.0","76.41","77.07","73.33","12804280.0"
"20090108","CVX","74.24","1.0","73.61","74.8425","73.22","11385060.0"
"20090109","CVX","72.82","1.0","73.88","74.0","72.2","14182450.0"
"20090112","CVX","70.82","1.0","72.23","72.61","70.44","14179670.0"
"20090113","CVX","71.82","1.0","70.58","72.7","70.58","14372940.0"
"20090114","CVX","69.69","1.0","70.81","71.18","68.83","15142380.0"
"20090115","CVX","70.77","1.0","69.7","71.25","68.25","19293080.0"
"20090116","CVX","71.74","1.0","72.08","72.94","70.38","15594080.0"
"20090120","CVX","68.31","1.0","70.93","72.2","68.0","15941340.0"
"20090121","CVX","71.23","1.0","68.43","71.49","68.41","15889590.0"
"20090122","CVX","69.95","1.0","69.92","70.97","68.28","14319550.0"
"20090123","CVX","70.82","1.0","68.4","71.11","68.18","13422070.0"
"20090126","CVX","71.29","1.0","71.43","72.39","70.13","14022970.0"
"20090127","CVX","72.09","1.0","71.28","72.63","70.82","13628600.0"
"20090128","CVX","73.79","1.0","72.99","74.02","71.96","14648280.0"
"20090129","CVX","70.62","1.0","72.51","72.69","70.61","15763780.0"
"20090130","CVX","70.52","1.0","72.3","72.7","70.18","17875960.0"
"20090202","CVX","70.29","1.0","69.52","70.85","69.12","12409080.0"
"20090203","CVX","71.64","1.0","70.57","71.79","69.94","12504570.0"
"20090204","CVX","71.6","1.0","72.29","72.93","71.01","12058570.0"
"20090205","CVX","73.25","1.0","71.48","73.42","70.97","14924410.0"
"20090206","CVX","74.9","1.0","72.58","75.0","72.29","13345350.0"
"20090209","CVX","74.42","1.0","74.41","75.56","73.59","14894370.0"
"20090210","CVX","71.12","1.0","74.36","75.24","70.56","20133580.0"
"20090211","CVX","71.26","1.0","71.47","72.1","70.28","15533360.0"
"20090212","CVX","69.86","1.0","69.95","70.06","67.94","17235400.0"
"20090213","CVX","69.73","1.0","69.71","70.74","63.0","10848580.0"
"20090217","CVX","66.18","1.0","67.23","67.93","66.11","18814250.0"
"20090218","CVX","66.12","1.0","66.49","67.2","65.6","12563830.0"
"20090219","CVX","66.68","1.0","65.99","67.71","65.99","10165410.0"
"20090220","CVX","65.07","1.0","65.48","66.21","63.73","19885030.0"
"20090223","CVX","62.94","1.0","65.99","66.86","62.57","18789940.0"
"20090224","CVX","65.28","1.0","63.27","65.83","62.58","19170520.0"
"20090225","CVX","63.5","1.0","65.3","65.62","63.26","26630720.0"
"20090226","CVX","63.17","1.0","64.36","65.29","62.93","15706700.0"
"20090227","CVX","60.71","1.0","61.91","62.76","60.57","20489130.0"
"20090302","CVX","57.62","1.0","59.37","60.1899","57.6","19294130.0"
"20090303","CVX","57.73","1.0","58.48","59.17","57.37","19095530.0"
"20090304","CVX","59.28","1.0","59.06","60.44","58.85","19090400.0"
"20090305","CVX","56.46","1.0","58.06","58.26","56.12","22220770.0"
"20090306","CVX","58.27","1.0","57.53","59.36","56.47","22100030.0"
"20090309","CVX","58.28","1.0","57.63","59.59","57.51","17666160.0"
