"H1","datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"2926","20090102","AAPL","90.75","7.0","85.88","91.04","85.16","26641980.0"
"2927","20090105","AAPL","94.58","7.0","93.17","96.18","92.71","42187570.0"
"2928","20090106","AAPL","93.02","7.0","95.95","97.17","92.39","46038530.0"
"2929","20090107","AAPL","91.01","7.0","91.81","92.5","90.26","26890770.0"
"2930","20090108","AAPL","92.7","7.0","90.43","93.15","90.04","23670270.0"
"2931","20090109","AAPL","90.58","7.0","93.21","93.38","90.14","19520190.0"
"2932","20090112","AAPL","88.66","7.0","90.46","90.99","87.55","21970930.0"
"2933","20090113","AAPL","87.71","7.0","88.24","89.7399","86.35","28436780.0"
"2934","20090114","AAPL","85.33","7.0","86.24","87.25","84.72","35379980.0"
"2935","20090115","AAPL","83.38","7.0","80.57","84.12","80.05","65410310.0"
"2936","20090116","AAPL","82.33","7.0","84.3","84.38","80.4","37392270.0"
"2937","20090120","AAPL","78.2","7.0","81.93","82.0","78.2","32414690.0"
"2938","20090121","AAPL","82.83","7.0","79.39","82.88","79.31","37626080.0"
"2939","20090122","AAPL","88.36","7.0","88.04","90.0","85.82","49549910.0"
"2940","20090123","AAPL","88.36","7.0","86.82","89.87","86.5","27120330.0"
"2941","20090126","AAPL","89.64","7.0","88.86","90.97","88.3","24720740.0"
"2942","20090127","AAPL","90.73","7.0","90.19","91.55","89.74","21758960.0"
"2943","20090128","AAPL","94.2","7.0","92.12","95.0","91.5","30761060.0"
"2944","20090129","AAPL","93.0","7.0","93.09","94.34","92.6","21062250.0"
"2945","20090130","AAPL","90.13","7.0","92.6","93.62","90.01","23261290.0"
"2946","20090202","AAPL","91.51","7.0","89.1","92.0","88.9","19924910.0"
"2947","20090203","AAPL","92.98","7.0","91.92","93.38","90.28","20816570.0"
"2948","20090204","AAPL","93.55","7.0","93.22","96.25","93.1","28711400.0"
"2949","20090205","AAPL","96.46","7.0","92.77","97.25","92.62","26236060.0"
"2950","20090206","AAPL","99.72","7.0","97.02","100.0","97.0","24079820.0"
"2951","20090209","AAPL","102.51","7.0","100.0","103.0","99.5","25337850.0"
"2952","20090210","AAPL","97.83","7.0","101.33","102.51","97.06","29933410.0"
"2953","20090211","AAPL","96.82","7.0","96.37","98.31","95.77","23963760.0"
"2954","20090212","AAPL","99.27","7.0","95.83","99.75","95.83","28830660.0"
"2955","20090213","AAPL","99.16","7.0","98.99","99.94","98.12","21644260.0"
"2956","20090217","AAPL","94.53","7.0","96.87","97.04","94.28","23583300.0"
"2957","20090218","AAPL","94.37","7.0","95.05","95.85","92.72","24346750.0"
"2958","20090219","AAPL","90.64","7.0","93.37","94.25","90.11","32195670.0"
"2959","20090220","AAPL","91.2","7.0","89.4","92.4","89.0","26779650.0"
"2960","20090223","AAPL","86.95","7.0","91.65","92.0","86.51","26864070.0"
"2961","20090224","AAPL","90.25","7.0","87.448","90.89","87.0","26996760.0"
"2962","20090225","AAPL","91.16","7.0","89.86","92.92","89.25","29191550.0"
"2963","20090226","AAPL","89.19","7.0","92.0","92.92","88.96","22037550.0"
"2964","20090227","AAPL","89.31","7.0","87.93","91.3","87.67","25127500.0"
"2965","20090302","AAPL","87.94","7.0","88.12","91.2","87.67","27260180.0"
"2966","20090303","AAPL","88.37","7.0","88.93","90.74","87.88","25744110.0"
"2967","20090304","AAPL","91.17","7.0","90.18","92.77","89.45","26454980.0"
"2968","20090305","AAPL","88.84","7.0","90.46","91.87","88.45","25181270.0"
"2969","20090306","AAPL","85.3","7.0","88.34","88.4","82.33","36066300.0"
"2970","20090309","AAPL","83.11","7.0","84.18","87.6","82.57","24666360.0"
"2971","20090310","AAPL","88.6275","7.0","84.87","89.17","84.36","30087120.0"
"2972","20090311","AAPL","92.68","7.0","89.81","94.07","89.58","30180820.0"
"2973","20090312","AAPL","96.35","7.0","92.9","96.58","92.0","27414800.0"
"2974","20090313","AAPL","95.93","7.0","96.3","97.2","95.01","21456570.0"
"2975","20090316","AAPL","95.42","7.0","96.53","97.39","94.18","28467950.0"
"2976","20090317","AAPL","99.66","7.0","95.24","99.69","95.07","28090490.0"
"2977","20090318","AAPL","101.52","7.0","99.91","103.48","99.72","28420620.0"
"2978","20090319","AAPL","101.62","7.0","101.85","103.2","100.25","17823390.0"
"2979","20090320","AAPL","101.59","7.0","102.09","103.11","100.57","24833170.0"
"2980","20090323","AAPL","107.66","7.0","102.71","108.16","101.75","23510120.0"
"2981","20090324","AAPL","106.501","7.0","106.36","109.44","105.3872","22879070.0"
"2982","20090325","AAPL","106.49","7.0","107.58","108.36","103.86","23076630.0"
"2983","20090326","AAPL","109.87","7.0","107.83","109.98","107.58","21919320.0"
"2984","20090327","AAPL","106.85","7.0","108.23","108.53","106.4","17561890.0"
