"H1","datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"56208","20090102","JNJ","60.65","1.0","60.13","61.0","59.04","11638820.0"
"56209","20090105","JNJ","60.05","1.0","60.42","60.77","59.36","15539910.0"
"56210","20090106","JNJ","59.69","1.0","60.33","60.44","58.9","22099800.0"
"56211","20090107","JNJ","59.13","1.0","59.24","59.82","58.75","14252820.0"
"56212","20090108","JNJ","59.02","1.0","59.66","59.89","58.63","17345310.0"
"56213","20090109","JNJ","59.05","1.0","59.14","59.55","58.55","14698280.0"
"56214","20090112","JNJ","58.34","1.0","59.08","59.41","58.15","15247640.0"
"56215","20090113","JNJ","58.84","1.0","58.6","59.12","58.38","15513400.0"
"56216","20090114","JNJ","57.95","1.0","58.55","58.59","57.38","16707860.0"
"56217","20090115","JNJ","57.62","1.0","58.09","58.2","56.01","20383410.0"
"56218","20090116","JNJ","57.44","1.0","58.07","58.07","56.63","20742870.0"
"56219","20090120","JNJ","56.75","1.0","56.51","58.03","56.5","22969420.0"
"56220","20090121","JNJ","56.36","1.0","57.59","57.59","55.09","22303650.0"
"56221","20090122","JNJ","56.87","1.0","56.37","56.97","55.61","19145650.0"
"56222","20090123","JNJ","55.97","1.0","56.15","56.39","55.1","21142940.0"
"56223","20090126","JNJ","56.55","1.0","56.2","56.95","55.8","16347720.0"
"56224","20090127","JNJ","57.54","1.0","56.85","57.735","56.51","14763130.0"
"56225","20090128","JNJ","58.56","1.0","58.23","58.75","57.9","18094440.0"
"56226","20090129","JNJ","58.28","1.0","58.17","58.77","57.65","16159280.0"
"56227","20090130","JNJ","57.69","1.0","58.18","58.39","57.25","13813910.0"
"56228","20090202","JNJ","57.69","1.0","57.25","58.14","56.92","10895290.0"
"56229","20090203","JNJ","58.58","1.0","58.07","58.81","57.23","13155050.0"
"56230","20090204","JNJ","57.96","1.0","58.71","59.13","57.67","11430500.0"
"56231","20090205","JNJ","58.11","1.0","57.93","58.54","56.9929","14757250.0"
"56232","20090206","JNJ","58.51","1.0","58.26","58.72","57.8","11458630.0"
"56233","20090209","JNJ","58.5","1.0","58.46","58.7","57.96","9356931.0"
"56234","20090210","JNJ","56.73","1.0","57.98","58.5","56.6","16593660.0"
"56235","20090211","JNJ","57.33","1.0","56.88","57.37","56.53","14682220.0"
"56236","20090212","JNJ","57.78","1.0","56.92","57.85","56.08","14418380.0"
"56237","20090213","JNJ","57.1","1.0","57.71","57.8","56.81","12552570.0"
"56238","20090217","JNJ","55.98","1.0","56.07","56.79","55.73","15234520.0"
"56239","20090218","JNJ","55.83","1.0","55.7","56.26","55.42","15516980.0"
"56240","20090219","JNJ","55.93","1.0","56.26","56.5","55.632","12192990.0"
"56241","20090220","JNJ","54.65","1.0","55.01","55.47","54.55","24426930.0"
"56242","20090223","JNJ","53.65","1.0","54.17","55.09","53.58","20492320.0"
"56243","20090224","JNJ","54.54","1.0","54.6","54.77","53.84","18838340.0"
"56244","20090225","JNJ","53.96","1.0","54.32","54.76","53.59","20973750.0"
"56245","20090226","JNJ","52.44","1.0","54.49","54.49","52.3","21284440.0"
"56246","20090227","JNJ","50.0","1.0","51.59","52.0","49.94","29864500.0"
"56247","20090302","JNJ","47.92","1.0","49.03","49.43","47.84","27902200.0"
"56248","20090303","JNJ","47.64","1.0","47.98","48.53","47.34","25953930.0"
