"datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"20090102","MCD","63.75","1.0","62.38","64.13","62.2","8652417.0"
"20090105","MCD","63.56","1.0","63.26","63.84","62.89","7692261.0"
"20090106","MCD","62.14","1.0","63.99","64.46","61.83","10856720.0"
"20090107","MCD","61.24","1.0","61.93","62.57","60.84","7910235.0"
"20090108","MCD","60.52","1.0","60.83","60.83","59.7","9382176.0"
"20090109","MCD","60.07","1.0","60.71","60.95","59.85","7150697.0"
"20090112","MCD","60.16","1.0","60.1","61.23","59.75","8682861.0"
"20090113","MCD","59.32","1.0","60.31","60.8","58.82","9082305.0"
"20090114","MCD","57.33","1.0","58.51","58.62","56.41","15340020.0"
"20090115","MCD","57.98","1.0","57.2","58.59","56.55","12166220.0"
"20090116","MCD","59.67","1.0","58.74","59.98","58.54","12444940.0"
"20090120","MCD","57.07","1.0","59.59","59.8","56.91","11859900.0"
"20090121","MCD","58.7","1.0","57.98","58.94","57.16","10261390.0"
"20090122","MCD","58.72","1.0","58.07","59.465","57.69","10969160.0"
"20090123","MCD","58.02","1.0","57.24","58.72","56.75","10265580.0"
"20090126","MCD","58.4","1.0","57.23","58.665","56.45","14097120.0"
"20090127","MCD","58.52","1.0","58.8","59.22","58.3","9992394.0"
"20090128","MCD","59.2","1.0","59.7","59.7","58.31","11110280.0"
"20090129","MCD","58.14","1.0","58.78","59.06","58.02","9559349.0"
"20090130","MCD","58.02","1.0","58.5","58.73","57.37","9661135.0"
"20090202","MCD","57.9","1.0","57.62","58.4356","57.45","7620157.0"
"20090203","MCD","58.88","1.0","58.29","59.151","57.19","8104225.0"
"20090204","MCD","57.86","1.0","59.17","59.77","57.5","9267575.0"
"20090205","MCD","58.36","1.0","57.5","58.58","57.07","11066470.0"
"20090206","MCD","58.46","1.0","58.12","59.33","58.12","10788690.0"
"20090209","MCD","59.02","1.0","59.03","59.43","58.05","12358950.0"
"20090210","MCD","57.28","1.0","59.0","59.02","56.88","13322280.0"
"20090211","MCD","57.08","1.0","57.49","57.85","56.63","9579626.0"
"20090212","MCD","56.96","1.0","56.79","57.05","55.63","12796820.0"
"20090213","MCD","56.81","1.0","57.06","57.59","56.69","6976699.0"
"20090217","MCD","55.68","1.0","55.9","56.41","55.26","9743783.0"
"20090218","MCD","56.41","1.0","56.0","56.56","55.55","9489488.0"
"20090219","MCD","55.31","1.0","55.92","57.11","55.31","9524371.0"
"20090220","MCD","54.57","1.0","54.88","55.23","54.05","13541320.0"
"20090223","MCD","53.87","1.0","54.75","55.39","53.69","10856800.0"
"20090224","MCD","54.76","1.0","54.22","54.94","53.92","10903180.0"
"20090225","MCD","54.29","1.0","54.4","55.15","53.92","11457390.0"
"20090226","MCD","52.2","1.0","54.52","54.69","52.06","10171290.0"
"20090227","MCD","52.25","1.0","51.57","52.92","51.5","13382340.0"
"20090302","MCD","51.85","1.0","51.8","52.63","51.28","13244970.0"
"20090303","MCD","52.43","1.0","52.14","53.57","52.14","14848770.0"
"20090304","MCD","53.15","1.0","53.1","53.7","52.29","11618980.0"
"20090305","MCD","50.86","1.0","52.36","52.5","50.44","15537510.0"
"20090306","MCD","52.12","1.0","51.24","52.19","50.9","18187890.0"
"20090309","MCD","52.32","1.0","51.69","53.4625","51.31","17924330.0"
"20090310","MCD","52.6","1.0","52.83","53.5","52.07","17334160.0"
"20090311","MCD","51.03","1.0","52.51","52.94","50.69","16622230.0"
"20090312","MCD","52.17","1.0","51.39","52.43","50.51","15299980.0"
"20090313","MCD","52.38","1.0","52.67","52.97","51.87","11354830.0"
"20090316","MCD","51.69","1.0","52.65","52.93","51.55","9883311.0"
"20090317","MCD","53.64","1.0","51.7","53.7","51.36","13657100.0"
"20090318","MCD","55.42","1.0","53.44","55.55","53.42","12896590.0"
"20090319","MCD","54.71","1.0","55.58","55.84","54.2992","10344980.0"
"20090320","MCD","53.2","1.0","54.48","55.23","52.94","13789370.0"
"20090323","MCD","55.16","1.0","53.97","55.17","53.1","10846680.0"
"20090324","MCD","53.56","1.0","55.0","55.0","53.38","9836047.0"
"20090325","MCD","55.01","1.0","54.06","55.04","53.25","10879840.0"
"20090326","MCD","56.06","1.0","55.49","56.09","54.78","11095630.0"
"20090327","MCD","55.01","1.0","55.46","55.9","54.84","6625615.0"
"20090330","MCD","53.92","1.0","54.0","54.17","53.03","8702672.0"
"20090331","MCD","54.57","1.0","54.3","55.35","54.2678","9044156.0"
"20090401","MCD","55.24","1.0","54.3","55.33","53.87","8278713.0"
"20090402","MCD","56.35","1.0","55.94","57.06","55.63","8797567.0"
