"H1","datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"53282","20090102","IBM","87.37","1.0","83.89","87.59","83.89","7557927.0"
"53283","20090105","IBM","86.82","1.0","86.42","87.67","86.18","8315617.0"
"53284","20090106","IBM","89.23","1.0","87.11","90.41","86.37","9650534.0"
"53285","20090107","IBM","87.79","1.0","87.83","88.8","87.12","8454880.0"
"53286","20090108","IBM","87.18","1.0","87.81","88.14","85.98","7231753.0"
"53287","20090109","IBM","84.7","1.0","87.05","87.5","84.25","7440255.0"
"53288","20090112","IBM","85.71","1.0","84.57","86.6","84.42","8072171.0"
"53289","20090113","IBM","85.34","1.0","85.5","86.59","84.79","7657127.0"
"53290","20090114","IBM","83.19","1.0","84.2","84.82","82.11","9469992.0"
"53291","20090115","IBM","84.12","1.0","83.61","84.83","82.256","11734420.0"
"53292","20090116","IBM","84.92","1.0","84.61","85.74","83.08","11244260.0"
"53293","20090120","IBM","81.98","1.0","84.76","84.92","81.76","13650320.0"
"53294","20090121","IBM","91.42","1.0","86.29","91.6","86.0","24898950.0"
"53295","20090122","IBM","90.07","1.0","89.83","90.74","88.11","12350620.0"
"53296","20090123","IBM","89.49","1.0","88.4","90.7","87.81","10253410.0"
"53297","20090126","IBM","91.6","1.0","89.77","92.67","89.52","9840078.0"
"53298","20090127","IBM","91.66","1.0","91.77","91.97","90.5","8720715.0"
"53299","20090128","IBM","94.82","1.0","92.7","94.94","91.91","13406170.0"
"53300","20090129","IBM","92.51","1.0","93.58","94.58","92.02","9228268.0"
"53301","20090130","IBM","91.65","1.0","92.23","93.48","91.25","9535963.0"
"53302","20090202","IBM","90.93","1.0","90.6","91.86","89.69","9895132.0"
"53303","20090203","IBM","93.48","1.0","91.07","93.73","90.16","8865123.0"
"53304","20090204","IBM","92.83","1.0","93.74","94.91","91.82","10188630.0"
"53305","20090205","IBM","92.41","1.0","92.13","93.2","91.22","11622310.0"
"53306","20090206","IBM","96.14","1.0","92.51","97.1","91.65","13055860.0"
"53307","20090209","IBM","96.82","1.0","95.93","96.98","94.72","8165654.0"
"53308","20090210","IBM","93.27","1.0","95.58","96.82","92.96","13535550.0"
"53309","20090211","IBM","95.16","1.0","93.48","95.77","93.0","10762840.0"
"53310","20090212","IBM","95.07","1.0","94.41","95.2","92.2","9916250.0"
"53311","20090213","IBM","93.84","1.0","94.79","95.18","93.57","6738670.0"
"53312","20090217","IBM","90.67","1.0","91.73","92.49","90.5","8895476.0"
"53313","20090218","IBM","91.51","1.0","91.17","92.25","90.4406","8464834.0"
"53314","20090219","IBM","88.93","1.0","91.06","92.16","88.45","12620950.0"
"53315","20090220","IBM","88.79","1.0","88.05","89.9","87.34","12400290.0"
"53316","20090223","IBM","84.37","1.0","89.3","89.33","84.19","13427590.0"
"53317","20090224","IBM","86.4","1.0","84.63","87.08","84.1","12752020.0"
"53318","20090225","IBM","85.9","1.0","86.0","87.12","82.85","12609220.0"
"53319","20090226","IBM","88.97","1.0","86.85","90.2","86.33","17422310.0"
"53320","20090227","IBM","92.03","1.0","88.12","93.28","88.01","21311090.0"
"53321","20090302","IBM","89.05","1.0","91.17","91.9","88.75","15230650.0"
"53322","20090303","IBM","87.77","1.0","90.16","90.18","87.19","13727880.0"
"53323","20090304","IBM","89.49","1.0","88.97","91.24","87.602","15387760.0"
"53324","20090305","IBM","87.48","1.0","88.13","90.16","87.02","14911200.0"
"53325","20090306","IBM","85.81","1.0","87.47","88.25","83.81","15186820.0"
"53326","20090309","IBM","83.48","1.0","84.7","86.8","83.02","13151300.0"
"53327","20090310","IBM","87.25","1.0","85.11","87.25","83.64","15914220.0"
"53328","20090311","IBM","88.62","1.0","87.51","89.54","86.72","11823830.0"
"53329","20090312","IBM","90.4","1.0","88.59","90.6","87.49","11829150.0"
"53330","20090313","IBM","90.36","1.0","90.4","90.65","89.29","9111801.0"
"53331","20090316","IBM","91.22","1.0","91.65","93.0","90.54","11793270.0"
"53332","20090317","IBM","92.91","1.0","91.11","92.91","90.45","11489640.0"
"53333","20090318","IBM","91.95","1.0","89.46","92.9","89.41","17952160.0"
"53334","20090319","IBM","92.66","1.0","92.84","93.35","91.51","9897187.0"
"53335","20090320","IBM","92.51","1.0","93.16","95.0","92.18","12193680.0"
"53336","20090323","IBM","98.71","1.0","93.7","98.71","93.7","12402640.0"
"53337","20090324","IBM","98.3","1.0","97.69","99.55","97.52","9346638.0"
"53338","20090325","IBM","97.95","1.0","98.47","99.86","96.09","12016040.0"
"53339","20090326","IBM","98.78","1.0","98.47","99.2","97.75","11418470.0"
"53340","20090327","IBM","94.15","1.0","95.99","96.0","92.75","15738770.0"
"53341","20090330","IBM","94.52","1.0","92.0","94.74","91.8","10963300.0"
"53342","20090331","IBM","96.89","1.0","94.96","98.66","94.85","14552160.0"
"53343","20090401","IBM","97.61","1.0","96.13","98.0","95.7","12129790.0"
"53344","20090402","IBM","100.82","1.0","99.15","101.99","98.38","16197560.0"
"53345","20090403","IBM","102.22","1.0","99.73","102.66","99.71","10957260.0"
"53346","20090406","IBM","101.56","1.0","100.9","101.85","100.0","8816241.0"
"53347","20090407","IBM","98.75","1.0","100.173","100.5","98.52","8754740.0"
"53348","20090408","IBM","101.19","1.0","99.45","101.55","99.0","7283624.0"
"53349","20090409","IBM","101.7","1.0","102.01","102.45","100.25","8013689.0"
"53350","20090413","IBM","99.95","1.0","100.28","101.65","99.04","7790433.0"
"53351","20090414","IBM","99.27","1.0","99.08","99.95","98.27","6273516.0"
"53352","20090415","IBM","98.85","1.0","98.23","99.06","96.44","8164190.0"
"53353","20090416","IBM","101.43","1.0","99.74","101.92","99.18","9259021.0"
"53354","20090417","IBM","101.27","1.0","101.18","102.04","99.69","10211880.0"
"53355","20090420","IBM","100.43","1.0","100.29","101.1899","99.21","12485360.0"
"53356","20090421","IBM","102.31","1.0","98.41","102.48","98.2","15209710.0"
"53357","20090422","IBM","102.55","1.0","101.17","103.86","101.06","12119980.0"
"53358","20090423","IBM","101.42","1.0","102.65","102.78","99.8","9433623.0"
"53359","20090424","IBM","100.08","1.0","101.17","101.58","99.5","10150310.0"
"53360","20090427","IBM","99.95","1.0","99.61","101.69","99.29","8611348.0"
"53361","20090428","IBM","101.94","1.0","99.36","102.73","99.25","11099620.0"
"53362","20090429","IBM","104.04","1.0","101.98","105.0","101.67","9769027.0"
"53363","20090430","IBM","103.21","1.0","104.55","106.05","102.85","10653500.0"
"53364","20090501","IBM","104.61","1.0","103.78","104.86","102.94","6230717.0"
"53365","20090504","IBM","106.19","1.0","105.26","106.75","104.61","8303551.0"
"53366","20090505","IBM","105.85","1.0","106.0","106.82","105.51","6749948.0"
"53367","20090506","IBM","104.62","1.0","105.23","105.5","103.71","7530839.0"
"53368","20090507","IBM","102.59","1.0","104.65","104.7964","101.83","8507193.0"
"53369","20090508","IBM","101.49","1.0","103.58","103.75","99.83","11568250.0"
"53370","20090511","IBM","102.9","1.0","101.09","103.877","100.95","8252924.0"
"53371","20090512","IBM","103.94","1.0","102.98","104.38","102.37","7961502.0"
"53372","20090513","IBM","102.26","1.0","102.88","103.1","101.35","8202062.0"
"53373","20090514","IBM","101.05","1.0","101.72","102.71","100.77","9444882.0"
"53374","20090515","IBM","101.37","1.0","100.9","103.07","100.57","8367389.0"
"53375","20090518","IBM","104.58","1.0","102.0","104.71","101.94","7411201.0"
"53376","20090519","IBM","105.51","1.0","104.33","106.12","104.0","7078585.0"
"53377","20090520","IBM","104.05","1.0","105.51","105.98","103.81","7082738.0"
"53378","20090521","IBM","102.82","1.0","103.07","103.25","101.74","7388747.0"
"53379","20090522","IBM","101.89","1.0","102.67","103.31","101.75","5596154.0"
"53380","20090526","IBM","105.02","1.0","101.32","105.63","101.02","7207742.0"
"53381","20090527","IBM","102.93","1.0","104.34","105.17","102.91","7119259.0"
"53382","20090528","IBM","104.69","1.0","103.34","105.14","102.68","6127420.0"
"53383","20090529","IBM","106.28","1.0","104.47","106.5","103.95","6867641.0"
"53384","20090601","IBM","108.37","1.0","106.94","108.67","106.67","7721546.0"
