"H1","datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"67912","20090102","NKE","53.06","4.0","50.95","53.6","50.31","3007276.0"
"67913","20090105","NKE","53.44","4.0","52.62","53.77","52.3","3228365.0"
"67914","20090106","NKE","52.36","4.0","53.8","54.0","51.8","3822681.0"
"67915","20090107","NKE","50.46","4.0","51.61","52.0","50.3","5041177.0"
"67916","20090108","NKE","51.39","4.0","50.29","51.4","49.72","3932567.0"
"67917","20090109","NKE","49.61","4.0","51.45","51.78","49.37","3311615.0"
"67918","20090112","NKE","50.12","4.0","49.4","50.47","48.96","3432623.0"
"67919","20090113","NKE","49.5","4.0","49.81","50.95","49.11","3894834.0"
"67920","20090114","NKE","46.65","4.0","48.22","48.46","46.17","6851041.0"
"67921","20090115","NKE","46.96","4.0","46.65","47.37","45.72","4107419.0"
"67922","20090116","NKE","46.8","4.0","47.38","47.4","45.87","3451279.0"
"67923","20090120","NKE","44.14","4.0","46.13","46.94","44.0","3661768.0"
"67924","20090121","NKE","45.66","4.0","44.69","45.74","43.54","3485690.0"
"67925","20090122","NKE","45.63","4.0","45.03","46.86","44.18","3592450.0"
"67926","20090123","NKE","45.68","4.0","44.77","46.27","44.04","2844799.0"
"67927","20090126","NKE","45.67","4.0","45.79","47.08","45.0","2001082.0"
"67928","20090127","NKE","45.51","4.0","45.92","46.16","44.85","2422306.0"
"67929","20090128","NKE","47.6","4.0","46.32","48.35","46.3","2977786.0"
"67930","20090129","NKE","45.99","4.0","47.13","47.68","45.82","2184307.0"
"67931","20090130","NKE","45.25","4.0","46.295","46.49","44.94","2660573.0"
"67932","20090202","NKE","44.43","4.0","44.57","45.3","43.82","2504181.0"
"67933","20090203","NKE","46.3","4.0","44.68","46.49","44.11","2774645.0"
"67934","20090204","NKE","45.78","4.0","46.42","46.43","45.26","3763720.0"
"67935","20090205","NKE","47.2","4.0","45.78","47.43","45.33","3613542.0"
"67936","20090206","NKE","48.68","4.0","47.32","49.12","46.8","3466785.0"
"67937","20090209","NKE","47.77","4.0","48.74","48.74","47.14","2845385.0"
"67938","20090210","NKE","45.05","4.0","47.27","47.77","44.76","4503922.0"
"67939","20090211","NKE","44.31","4.0","45.38","45.39","43.37","5995072.0"
"67940","20090212","NKE","44.46","4.0","43.69","44.61","42.9375","3718128.0"
"67941","20090213","NKE","43.43","4.0","44.23","45.03","43.21","3020656.0"
"67942","20090217","NKE","41.94","4.0","42.72","42.72","41.37","5569435.0"
"67943","20090218","NKE","43.52","4.0","42.32","43.94","41.95","5862627.0"
"67944","20090219","NKE","42.81","4.0","43.94","44.38","42.34","3261139.0"
"67945","20090220","NKE","42.93","4.0","42.32","43.36","41.92","3021023.0"
"67946","20090223","NKE","41.61","4.0","43.45","43.9","41.41","3229249.0"
"67947","20090224","NKE","42.94","4.0","41.64","43.12","40.49","3464545.0"
"67948","20090225","NKE","42.15","4.0","42.64","43.16","41.56","3971272.0"
"67949","20090226","NKE","41.03","4.0","42.5","42.53","41.0","3162251.0"
"67950","20090227","NKE","41.53","4.0","40.23","42.18","40.08","4684445.0"
"67951","20090302","NKE","39.76","4.0","40.83","41.29","39.63","4355672.0"
"67952","20090303","NKE","40.05","4.0","40.37","41.25","40.02","4271584.0"
"67953","20090304","NKE","42.55","4.0","40.74","43.32","40.74","4173876.0"
"67954","20090305","NKE","39.94","4.0","41.37","41.94","39.44","5910819.0"
"67955","20090306","NKE","39.94","4.0","40.25","40.91","39.0","5991849.0"
"67956","20090309","NKE","38.57","4.0","39.35","40.08","38.24","5173804.0"
"67957","20090310","NKE","41.61","4.0","38.97","42.0","38.97","5738754.0"
"67958","20090311","NKE","43.43","4.0","41.98","43.94","41.75","4812098.0"
"67959","20090312","NKE","44.59","4.0","43.43","44.84","42.41","4528177.0"
"67960","20090313","NKE","44.67","4.0","44.76","44.82","43.27","4974643.0"
"67961","20090316","NKE","43.91","4.0","45.0","45.08","43.61","4155537.0"
"67962","20090317","NKE","45.41","4.0","43.85","45.65","43.54","5466598.0"
"67963","20090318","NKE","45.92","4.0","45.95","46.53","44.94","5853250.0"
"67964","20090319","NKE","46.5","4.0","43.78","47.0","43.25","8062986.0"
"67965","20090320","NKE","45.02","4.0","46.97","47.86","44.31","6237679.0"
"67966","20090323","NKE","47.62","4.0","45.97","47.71","44.87","3595956.0"
"67967","20090324","NKE","45.6","4.0","46.74","47.21","45.37","3208034.0"
"67968","20090325","NKE","46.37","4.0","46.12","47.25","45.15","3361010.0"
"67969","20090326","NKE","47.6","4.0","46.68","48.29","46.54","3529449.0"
"67970","20090327","NKE","46.84","4.0","47.42","47.6528","46.58","1990261.0"
"67971","20090330","NKE","46.26","4.0","46.0","46.44","45.02","3322296.0"
"67972","20090331","NKE","46.89","4.0","46.74","47.64","45.8","4476955.0"
"67973","20090401","NKE","47.0","4.0","46.18","47.2","45.64","3251356.0"
"67974","20090402","NKE","50.49","4.0","47.61","51.34","47.61","5970572.0"
"67975","20090403","NKE","51.87","4.0","50.26","51.89","50.2","3593947.0"
"67976","20090406","NKE","51.27","4.0","51.28","51.5","50.46","2770010.0"
"67977","20090407","NKE","49.86","4.0","50.37","50.38","49.51","2895094.0"
"67978","20090408","NKE","50.24","4.0","49.96","50.62","49.45","3275816.0"
"67979","20090409","NKE","53.27","4.0","51.25","53.5","50.585","4511184.0"
"67980","20090413","NKE","53.12","4.0","52.73","53.47","51.59","3117582.0"
"67981","20090414","NKE","51.4","4.0","52.6","52.6","50.18","4243937.0"
"67982","20090415","NKE","52.11","4.0","51.4","52.2","51.05","2774973.0"
"67983","20090416","NKE","53.77","4.0","52.2","54.09","51.93","2891265.0"
"67984","20090417","NKE","54.61","4.0","54.03","55.0","53.22","3466005.0"
"67985","20090420","NKE","52.36","4.0","53.88","53.88","52.02","2490331.0"
"67986","20090421","NKE","53.27","4.0","52.31","53.6499","52.03","2573177.0"
"67987","20090422","NKE","55.0","4.0","52.91","55.99","52.25","3533694.0"
"67988","20090423","NKE","54.39","4.0","55.0","55.43","53.2575","3052793.0"
"67989","20090424","NKE","54.73","4.0","54.73","55.24","54.03","2099036.0"
"67990","20090427","NKE","54.13","4.0","54.01","55.28","53.57","2301621.0"
