"H1","datadate","tic","prccd","ajexdi","prcod","prchd","prcld","cshtrd"
"64986","20090102","MMM","59.19","1.0","57.55","59.39","57.52","5313866.0"
"64987","20090105","MMM","58.5","1.0","58.79","59.09","58.11","3768714.0"
"64988","20090106","MMM","59.19","1.0","58.74","59.81","58.61","4967077.0"
"64989","20090107","MMM","58.07","1.0","58.61","58.96","57.58","4598039.0"
"64990","20090108","MMM","58.58","1.0","57.68","58.71","57.45","3944824.0"
"64991","20090109","MMM","57.74","1.0","58.8","59.01","57.57","3660989.0"
"64992","20090112","MMM","57.08","1.0","57.64","57.9","56.69","4182466.0"
"64993","20090113","MMM","56.25","1.0","56.85","57.3","55.71","4430021.0"
"64994","20090114","MMM","55.04","1.0","55.31","56.0","54.5","4520744.0"
"64995","20090115","MMM","55.17","1.0","55.08","55.76","54.29","4777310.0"
"64996","20090116","MMM","56.42","1.0","55.59","56.63","54.89","5621816.0"
"64997","20090120","MMM","53.92","1.0","56.42","56.6","53.85","5640041.0"
"64998","20090121","MMM","54.24","1.0","54.61","54.8","52.75","5892760.0"
"64999","20090122","MMM","54.06","1.0","53.65","54.57","52.83","4788901.0"
"65000","20090123","MMM","52.9","1.0","53.01","53.67","52.31","5684711.0"
"65001","20090126","MMM","53.56","1.0","53.54","54.55","52.95","5185194.0"
"65002","20090127","MMM","53.99","1.0","53.75","54.51","53.23","4722646.0"
"65003","20090128","MMM","55.42","1.0","54.45","55.85","53.8","6105006.0"
"65004","20090129","MMM","56.55","1.0","55.63","57.71","55.03","8154198.0"
"65005","20090130","MMM","53.79","1.0","56.59","56.81","53.29","7620209.0"
"65006","20090202","MMM","50.62","1.0","52.79","53.02","50.16","9021124.0"
"65007","20090203","MMM","51.64","1.0","51.25","51.82","50.3","7716752.0"
"65008","20090204","MMM","50.84","1.0","51.91","52.45","50.61","4722330.0"
"65009","20090205","MMM","51.55","1.0","50.55","51.83","50.01","5290994.0"
"65010","20090206","MMM","52.39","1.0","51.63","52.92","51.4","5305848.0"
"65011","20090209","MMM","54.11","1.0","52.46","54.66","52.3","7146700.0"
"65012","20090210","MMM","51.08","1.0","53.86","54.11","50.78","6909530.0"
"65013","20090211","MMM","51.29","1.0","51.76","52.19","50.76","5847601.0"
"65014","20090212","MMM","49.97","1.0","50.45","50.56","48.64","8495008.0"
"65015","20090213","MMM","49.42","1.0","50.6","50.6","49.25","4810569.0"
"65016","20090217","MMM","47.42","1.0","48.93","48.93","47.2","8653365.0"
"65017","20090218","MMM","47.14","1.0","47.26","47.58","46.61","4963773.0"
"65018","20090219","MMM","47.07","1.0","46.58","48.04","46.58","5554780.0"
"65019","20090220","MMM","47.25","1.0","46.84","47.93","46.44","8728783.0"
"65020","20090223","MMM","45.41","1.0","47.56","47.59","45.36","6776494.0"
"65021","20090224","MMM","47.4","1.0","45.73","47.62","45.35","8260314.0"
"65022","20090225","MMM","46.61","1.0","47.05","47.45","46.03","8529975.0"
"65023","20090226","MMM","46.33","1.0","47.21","47.465","46.29","6426492.0"
"65024","20090227","MMM","45.46","1.0","45.65","46.37","45.17","6912249.0"
